resolution,parcel_idx,rho,r2,label,hemi,network,x,y,z
400,157,0.598729417528523,0.9999062545664735,7Networks_LH_SomMot_32-lh,lh,SomMot,-9.737462859300951,-42.27655872147296,68.4564729499186
400,158,0.6009118224832151,0.9999133607917835,7Networks_LH_SomMot_33-lh,lh,SomMot,-4.5160255521326,-25.76914211897783,67.47828754237
400,159,0.6005409249244386,0.999894627842884,7Networks_LH_SomMot_34-lh,lh,SomMot,-16.98395305465736,-14.130715002357736,68.84486236950427
400,160,0.5991105815880506,0.9999088762728604,7Networks_LH_SomMot_35-lh,lh,SomMot,-19.01375838058765,-31.45782142355233,64.50237796687279
400,161,0.597586320485872,0.9999171201334198,7Networks_LH_SomMot_36-lh,lh,SomMot,-20.53849470405113,-39.21286640400155,68.25770817294696
400,162,0.5991659427862519,0.9999102272454519,7Networks_LH_SomMot_37-lh,lh,SomMot,-13.274689418241982,-29.313758384396824,68.78446425905653
400,163,0.5978128330190016,0.9999086132011077,7Networks_LH_SomMot_4-lh,lh,SomMot,-38.73192432550015,-8.68678628993808,12.735589813597676
400,164,0.5961889044668783,0.999916048690139,7Networks_LH_SomMot_5-lh,lh,SomMot,-36.52532194769103,-26.759153874289897,17.119322231382032
400,165,0.6029345855884144,0.9998878451585974,7Networks_LH_SomMot_6-lh,lh,SomMot,-58.85225339873676,-37.719997849821056,14.647466864282077
400,166,0.5966006166597543,0.9999187940200579,7Networks_LH_SomMot_7-lh,lh,SomMot,-41.89994005826891,-34.98152779736212,12.694232993023492
400,167,0.5994790475624237,0.9999057897368369,7Networks_LH_SomMot_8-lh,lh,SomMot,-47.326613596264544,-14.227169012377164,13.181350216885946
400,168,0.6070074496359057,0.9998785455516573,7Networks_LH_SomMot_9-lh,lh,SomMot,-60.75959134706309,-4.318530817605345,10.313856801180773
400,169,0.6065579636136628,0.9998913309081048,7Networks_LH_Vis_1-lh,lh,Vis,-31.4309310791405,-41.7305473893453,-23.353852010419683
400,170,0.6040320566194705,0.9998884692446061,7Networks_LH_Vis_10-lh,lh,Vis,-13.831584402089996,-61.93816955272968,-6.925084474659111
400,171,0.604165391860317,0.999887601064329,7Networks_LH_Vis_11-lh,lh,Vis,-7.6674930474741,-76.6371835941891,-6.423972532256983
400,172,0.607911664223195,0.9998687530524973,7Networks_LH_Vis_12-lh,lh,Vis,-24.88535555931016,-96.7344111954627,-12.331187576548398
400,173,0.6061173789634736,0.9998797641544047,7Networks_LH_Vis_13-lh,lh,Vis,-13.33588174859591,-44.53940906480609,-4.765169160052536
400,174,0.6059586389233127,0.9998739989976353,7Networks_LH_Vis_14-lh,lh,Vis,-39.96225601367736,-87.00389323226904,-5.55985734128598
400,175,0.6052555039519395,0.9998786929603635,7Networks_LH_Vis_15-lh,lh,Vis,-10.10872519621048,-97.78456176792218,-3.886825971378868
400,176,0.6030814331256527,0.999890052296654,7Networks_LH_Vis_16-lh,lh,Vis,-15.482495665705253,-58.09110391465523,0.7895022529339805
400,177,0.60518488845688,0.9998755937416772,7Networks_LH_Vis_17-lh,lh,Vis,-44.34436879345911,-72.90463907650104,1.5993256595568917
400,178,0.5996393482821791,0.9998965309073657,7Networks_LH_Vis_18-lh,lh,Vis,-7.046712842381116,-88.08057260050357,3.616288670102469
400,179,0.6038930465271011,0.9998816421783913,7Networks_LH_Vis_19-lh,lh,Vis,-26.07193373999697,-94.43096102044936,3.78806229834965
