resolution,parcel_idx,rho,r2,x,y,z,hemi
100,1,0.6003976176069845,0.9999013748241078,-29.549958695122637,-11.326697057463571,21.519295230252677,lh
100,2,0.5970059782042306,0.9999192850926176,-38.539317037769834,-6.512324127944304,30.7534884349402,lh
100,3,0.6039878813398414,0.9998908513657301,-37.89648876758601,31.07452515734742,36.07220465300099,lh
100,4,0.6021107110054587,0.9998973172837664,-34.85866909002335,-26.04769829615314,-0.690009286694916,lh
100,5,0.602093920648262,0.9998944011913804,-35.13913695214306,-25.120597895504662,12.50731593886276,lh
100,6,0.6012925575515506,0.9998972328563285,-25.123385351780282,-7.0080198931265185,18.19641023258756,lh
100,7,0.6014421543653536,0.999899395820936,-13.008631149260314,44.618301378016696,26.851569930927795,lh
100,8,0.6021991513395986,0.9998925938574776,-24.548871481683502,30.56160300227606,43.81615946156789,lh
100,9,0.6017449424087691,0.9998920866690257,-28.281589427369276,15.235021801558808,51.153848860732,lh
100,10,0.6008274641130351,0.9998963656216581,-7.39856478587175,10.489577521097202,63.66846887148344,lh
100,11,0.6011198375980147,0.9998934324387598,-42.688879705585435,-20.35177567837127,20.857027389352645,lh
100,12,0.598077419008737,0.9999046319739588,-33.760963102055946,-45.808790898784444,36.041423772927786,lh
100,13,0.5941908798813778,0.9999269423183903,-34.73768075572136,-43.543632594635866,41.56254787582203,lh
100,14,0.5953034312878122,0.9999238451467196,-21.630521279529248,-59.594785069088324,56.42635145462183,lh
100,15,0.6007811863027307,0.9998918290457524,-18.164057432090004,-52.10031806161828,66.94705535637362,lh
100,16,0.6042050626984745,0.999903122959922,-23.560785369094063,12.143560061130339,-29.68237472181798,lh
100,17,0.6082270386549499,0.9998922660752625,-32.11711939543249,8.556811485261582,-23.839261312540415,lh
100,18,0.603877563780504,0.9998974448570286,-20.833664374048976,-22.47760446266105,-25.046339268410676,lh
100,19,0.600056249991855,0.999900282144249,-36.20149504959083,-9.181169778324715,18.547062930219763,lh
100,20,0.5985228967133871,0.9999046902366445,-28.098323567838843,-11.238499939117178,29.81762226860754,lh
100,21,0.6061810262607451,0.9998814189114849,-51.48093589161775,4.363143640143746,8.318564996926021,lh
100,22,0.6041649517833491,0.9998853976645403,-47.2722858947397,-20.525980043224845,4.8622833533393575,lh
100,23,0.6008147309520437,0.9998988350568422,-44.00235993254921,-27.036866452852788,14.29915297557132,lh
100,24,0.5997891903390676,0.999903342639747,-54.1833121673704,-15.9304897286729,14.763284249036381,lh
100,25,0.604454226731005,0.9998838140654707,-56.17736354365167,-12.947466681161247,30.229721023775543,lh
100,26,0.5973827554489822,0.9999087156443294,-35.805527530749465,-14.494114985032923,42.17976390304275,lh
100,27,0.5958554962325208,0.9999165705964896,-35.12584822691709,-27.948431420778284,51.95425543198329,lh
100,28,0.5978225124261226,0.9999179866684292,-18.6529192419346,-24.426186854904905,57.56422429424585,lh
