resolution,parcel_idx,rho,r2,x,y,z,hemi
100,29,0.5998109021121276,0.9999013427937514,-27.95651594419759,-25.761321238061313,60.188527819932695,lh
100,30,0.5997154598606439,0.999898277217176,-12.56279996166964,-28.408559316590214,67.32050020716642,lh
100,31,0.5979823288782506,0.9999195763822684,-16.906592061146554,-34.26331239419919,68.52108621600175,lh
100,32,0.6060673145512415,0.999892340903166,-33.1063184702522,-46.008122642984524,-20.546310581068948,lh
100,33,0.604385714810628,0.9998844187712439,-26.28942993017198,-61.52361508063501,-12.084712802645898,lh
100,34,0.6044827182530842,0.9998837286875211,-20.70068642913257,-73.92810485475889,-8.76816826525841,lh
100,35,0.606719178456809,0.9998777847338957,-22.073054629448478,-81.515568815115,-6.635760012316446,lh
100,36,0.6031654664841241,0.9998858956643475,-23.23637776038561,-78.3768191530273,2.4482947202357477,lh
100,37,0.6014448734551449,0.9998925676224161,-20.75603252297722,-69.23741255030063,6.62138957765666,lh
100,38,0.5965058686975493,0.9999144597229381,-14.890462460558531,-84.11890758528682,18.737699827927507,lh
100,39,0.5978402335231168,0.9999073660969183,-21.373970515678813,-81.90738901334885,31.060448972590734,lh
100,40,0.6008625401196875,0.9998993793508045,28.53475790368098,-11.9385869897585,19.086963975205105,rh
100,41,0.5988448811137186,0.9999065437905662,43.70407472372967,-2.531258940913214,27.103668540324584,rh
100,42,0.6019776797229485,0.9999035251194763,36.63176537353182,29.596477426607688,29.55303986508662,rh
100,43,0.5980537890261289,0.9999058592472017,35.352244160297865,12.879724964294455,48.145335998498126,rh
100,44,0.601738427898987,0.9998994622923041,31.794901726268975,-7.43865565194962,0.7374319353122251,rh
100,45,0.6020258497588913,0.9998975611375249,28.673740068688605,-12.75495417504061,17.365856817126275,rh
100,46,0.5981860433620594,0.9999066396243549,18.385985742295766,2.834430883886727,35.23198005597361,rh
100,47,0.6000828024431308,0.9999041015549546,17.99706990469059,19.538811545462657,55.69438429124208,rh
100,48,0.6026427768380446,0.9998887791831249,40.58639259505585,-25.09675990165161,25.352076339973504,rh
100,49,0.600015793351134,0.9998955941546317,34.57560895216142,-61.60358797966659,37.860393864279644,rh
100,50,0.5931478174287328,0.9999320956921963,34.68522977780873,-45.48623363418475,41.68446025742616,rh
100,51,0.5956212785676289,0.9999209924908796,22.927398833182853,-56.90954801862813,49.48853056216206,rh
100,52,0.5976496523659929,0.9999097929267159,16.775670843657636,-56.42587955939255,60.513540665082445,rh
100,53,0.6053851028091313,0.999900762571715,27.899000541934953,12.407654418476156,-30.049741358339976,rh
100,54,0.6047850831125491,0.9998933136966349,25.284781911771283,8.069252081720993,-23.426348508090992,rh
100,55,0.6000431440007621,0.9999069655089765,35.99378332837271,-10.804707272799519,18.44981468858017,rh
100,56,0.6017870238033788,0.9998938584796501,35.67493364678381,-14.795491996072494,30.314334758712445,rh
100,57,0.6019018453172515,0.9998898296381935,34.82042016016974,7.922827174522688,39.81969011671476,rh
100,58,0.6068455124167522,0.9998820132077108,56.60412851296957,-15.208337144645574,0.11461455988728542,rh
100,59,0.6048460580641778,0.9998921284018809,43.44836735277772,-20.552130622613998,10.49637503176436,rh
100,60,0.5999293958733273,0.9999019849051682,10.677242035366314,-34.10032670977853,72.53431116032327,rh
100,61,0.5989678484085406,0.9999091083801412,47.960692679063065,-24.635118127391152,14.721925960964958,rh
100,62,0.5989981133880493,0.9999151679567615,57.307445442608646,-9.668472173346064,18.71507526459898,rh
100,63,0.5980395553696923,0.9999100636852726,53.309710660168165,-15.064550083180697,34.59120373675242,rh
100,64,0.5976668969921922,0.9999072808062542,36.93977528850002,-18.37628914959132,47.521129570589906,rh
100,65,0.5986095540174835,0.9999072056285352,28.201468948366077,-22.04780808322085,54.928531093758096,rh
100,66,0.5981101762755271,0.9999323982338845,23.560102469796224,-26.723541823436708,58.494722131498285,rh
100,67,0.5979607258823892,0.9999168507523123,18.21784639544069,-33.67181366970108,63.75366281193861,rh
100,68,0.6001664843714896,0.9998966096250139,12.524082850944584,-25.96288277407468,69.27125229841883,rh
100,69,0.604951705354237,0.9998953022794609,33.39926068111098,-43.58420290498021,-19.953303362173468,rh
100,70,0.6038272166859023,0.9998878189074683,26.11771952758586,-59.573234899553555,-11.44674841317915,rh
100,71,0.6065466068337688,0.9998782924662298,29.874858059725334,-78.76749354484855,-8.687816807113926,rh
100,72,0.6050821617485249,0.9998825958020526,15.851199437233623,-73.36010681758503,-3.877401221002474,rh
100,73,0.6037829538202909,0.9998885886646245,25.50945515277213,-70.19211276860419,5.339934206339243,rh
100,74,0.5996924151305183,0.9998964048393566,24.69481941901779,-83.70197826419997,10.738528782462609,rh
100,75,0.5959666589496678,0.9999134019440179,19.81474477644247,-77.573490527258,20.61556764202213,rh
100,76,0.5958490664572548,0.9999172133436414,19.01269758216316,-79.42806372358473,34.064722398900464,rh
