parcel,x,y,z,tau_fmri,spectral_exp,alff,falff,rho_fmri,coverage,n_subjects
175,-52.964705882352945,19.22745098039215,11.48627450980392,3.9264108889629665,-1.014571311498957,3.502416225169905,0.9216540452729403,0.5681521172438024,1.0,200
176,-16.05405405405405,67.02702702702703,8.354354354354356,4.443551290621306,-0.6686151716603065,3.052212767143463,0.8997452030059598,0.5714150628101433,1.0,200
177,-5.436123348017617,33.700440528634374,20.431718061674005,4.464388010532606,-0.9227270266892191,3.2482822660912256,0.9144745509326253,0.565120266073412,1.0,200
178,-4.223039215686271,51.350490196078425,27.931372549019613,3.7633611504015723,-0.7474435417052896,3.3895707711028216,0.9144451343859693,0.5747215875782603,1.0,200
179,-13.783439490445858,57.47346072186838,30.900212314225058,3.339175972617446,-0.5652720702102776,3.461643325173175,0.9100492345377318,0.5812955998720952,1.0,200
180,-21.870669745958423,50.23556581986142,31.302540415704385,3.455950967180803,-0.6184784945272424,3.4648704566212403,0.8999902747881114,0.5784022291871057,1.0,200
181,-24.78102189781022,28.25547445255475,43.48175182481752,4.200233999925027,-1.1195167921294895,3.488301812779285,0.9225996750196671,0.557487023282392,1.0,200
182,-41.261363636363626,18.950757575757564,47.78409090909091,3.9849574894598856,-0.9595818743233495,3.4476994363481186,0.9123336329090957,0.5655809936512481,1.0,200
183,-7.913419913419915,42.709956709956714,51.22077922077922,3.5075978123026834,-0.6559054449392095,3.445288084674867,0.8996650221377516,0.5775532977494425,1.0,200
184,-18.403100775193792,35.844961240310084,48.14728682170542,4.138168843145392,-1.1157260888394063,3.4814984071411037,0.9227716297989077,0.5596460008189592,1.0,200
185,-41.62135922330097,7.092233009708735,48.57766990291262,4.068080549095302,-1.0021535071112926,3.431135544660988,0.9148306823199472,0.5647229446917597,1.0,200
186,-29.936395759717314,13.611307420494711,57.18021201413427,3.8261346424000906,-0.8240840416117279,3.4438520601228193,0.9070895784555444,0.5720776749770374,1.0,200
187,-22.3671875,19.4453125,51.8046875,4.197752256752715,-1.0683854555682206,3.421540362791252,0.919785562547974,0.5620762649383481,1.0,200
188,-12.544502617801044,24.18324607329842,61.09947643979058,4.389668328329034,-1.143017288522383,3.408711726936802,0.9248476000731864,0.5559979967209535,1.0,200
189,-6.517985611510795,10.422062350119916,64.40287769784172,4.113603882769446,-1.0788556824101057,3.461332061665975,0.9203298166264527,0.5578551322394903,1.0,200
190,-7.975903614457835,-51.903614457831324,9.228915662650607,4.274897220775793,-1.1779349283419518,3.445016529360229,0.925358680374,0.5518893719762373,1.0,200
191,-13.010989010989007,-60.65201465201466,18.578754578754584,4.113016463058424,-1.0839573964575855,3.443789931875933,0.9186745390374527,0.5565821538676659,1.0,200
192,-4.16143497757848,-53.35426008968609,20.18834080717488,4.031617471333071,-1.0712050403819222,3.481577161205428,0.9159505541024218,0.560039531967893,1.0,200
193,-5.68539325842697,-40.561797752808985,23.258426966292134,3.761600726244372,-0.7889831137768963,3.3517904929309883,0.8817895192203306,0.5730741308568841,1.0,200
194,-10.306451612903231,-69.57258064516128,31.314516129032256,4.155355223602926,-1.1273348617013248,3.455877906932036,0.9194882502981815,0.5561064565338785,0.99,200
195,-5.32963988919667,-60.18836565096953,30.060941828254855,4.187224447833725,-1.1225316330614326,3.4730774764592964,0.9243994773010649,0.5543491719323669,1.0,200
196,-7.443548387096769,-44.322580645161295,32.016129032258064,4.341197984791973,-1.2668682986901791,3.5321885409949787,0.9315270184923287,0.5507991897485515,1.0,200
197,-3.9568965517241423,-33.88793103448276,37.75,4.294420549287934,-1.1981765132995594,3.5073989803239494,0.9288020326977511,0.5528226694673188,1.0,200
198,-2.58536585365853,-15.541463414634151,37.03414634146341,3.614338103011942,-0.7486008276904969,3.386611643902939,0.878041469592143,0.5777833837650355,1.0,200
199,-3.0277777777777715,-68.22222222222223,41.15277777777777,4.277271999704864,-1.2064291422909468,3.4716713821870426,0.9249512237420444,0.5521392409054756,0.915,200
200,-6.746803069053712,-50.864450127877234,42.75703324808184,4.13824130758369,-1.058981682193919,3.458326913299323,0.9108700076300636,0.5611949882127828,0.99,200
201,33.52617079889807,-36.50137741046832,-22.892561983471076,3.9936678949018924,-0.9986855584585207,3.463855151900073,0.9099045149080612,0.5629458084132903,1.0,200
202,30.60344827586207,-30.649425287356323,-17.764367816091955,3.7880828353377494,-0.8192626227303371,3.4016249524029196,0.8917204806148316,0.5740186012516649,1.0,200
203,35.352112676056336,-53.66760563380282,-17.267605633802816,3.1835721040105223,-0.40371359998445117,3.3091873175265687,0.8464329751286115,0.5915528895938076,1.0,200
204,37.0880829015544,-73.33160621761658,-15.4300518134715,4.129387768505246,-1.1523100496127174,3.4747059206996607,0.9167224270345565,0.5571395363945161,1.0,200
205,26.11479028697572,-51.867549668874176,-8.847682119205295,3.7401261861541344,-0.759392506540825,3.368269049962765,0.88036852128457,0.5758161562164531,1.0,200
206,23.10943396226415,-73.60754716981131,-10.66415094339623,3.9253159844874426,-0.9822338068870848,3.458134715804911,0.9033571713556401,0.5647754684620231,1.0,200
207,18.191176470588232,-35.867647058823536,-12.514705882352942,3.182140028451445,-0.38996280010497036,3.2999089332063174,0.8442187962288566,0.5947554770371515,1.0,200
208,19.290322580645167,-87.96415770609319,-12.501792114695341,3.137911760316331,-0.34185075299524875,3.286173945511696,0.8411381916855073,0.5963742153493746,0.935,200
209,50.141623488773746,-64.50086355785837,-9.26424870466321,2.9099662250063436,-0.23494078256094877,3.313831043095324,0.8328720716932274,0.6001636045868534,1.0,200
210,42.30350194552529,-83.58754863813229,-12.202334630350194,3.919208104528633,-0.8964418918776914,3.407226829146998,0.8942935695658071,0.5680686105729061,0.985,200
211,9.225609756097555,-72.15853658536585,-4.817073170731703,4.124057704709673,-1.088365424815548,3.4381174593487627,0.9153117081007324,0.5580458196283051,1.0,200
212,12.8735632183908,-57.41379310344827,-3.3908045977011483,3.1123775389767574,-0.39482555210931103,3.3106096857111917,0.8479090509869325,0.5931815885428925,1.0,200
213,25.181818181818187,-96.52631578947368,-9.904306220095691,4.153946991507161,-1.1168167647151424,3.472922038861358,0.9202864749963524,0.559158296943886,0.88,200
214,17.870967741935488,-44.70046082949308,-2.6543778801843274,3.3859222693820765,-0.5349661311205332,3.3184263363726614,0.8590729329868872,0.5888249845191865,1.0,200
215,8.397774687065365,-92.105702364395,-1.6300417246175272,3.089285600759077,-0.3804744431307127,3.341055898289945,0.8419162818701748,0.5945602140892029,0.99,200
216,48.6208,-65.7024,4.281599999999997,4.0502923921945255,-1.0607213057351068,3.486809760151971,0.9178829440652543,0.5602496320461984,1.0,200
217,14.377952755905511,-47.05511811023622,4.204724409448815,2.9341010027121963,-0.2876250237038165,3.3329163282800636,0.8350631869592913,0.5976096185262528,1.0,200
218,35.40157480314961,-88.68766404199475,2.141732283464563,4.151455527319559,-1.09696478529219,3.467306738499969,0.916192030411337,0.556903782269874,0.985,200
219,8.973058637083994,-73.36925515055466,8.250396196513478,4.200514790625972,-1.144519886472136,3.4590262189307417,0.9194244095070502,0.5548927251304557,1.0,200
220,21.617834394904463,-59.4968152866242,5.770700636942678,2.9180158278731425,-0.2314661069578806,3.3206590251341,0.8356562583668544,0.599532230482958,1.0,200
221,23.57692307692308,-98.80128205128204,7.40384615384616,2.8809295829128505,-0.2573758548389184,3.297155596857244,0.8366280798978158,0.6004882155843493,0.925,200
222,43.78407079646018,-78.7575221238938,10.424778761061944,3.0906797881630332,-0.36142697551897834,3.299372712844491,0.8463156065797044,0.5943897063647477,1.0,200
223,12.678038379530918,-94.05970149253731,18.810234541577827,4.110056954587572,-1.0603693190613963,3.423742312681556,0.913472324271852,0.5590534346831674,0.94,200
224,15.753846153846155,-66.02461538461539,18.769230769230774,3.51137974549539,-0.6339973949595756,3.3774626593102823,0.8681256443925898,0.5812423658628422,1.0,200
225,5.040000000000006,-80.04666666666667,23.28,2.9294364562151007,-0.2465981464837414,3.3012487448018852,0.828982244335478,0.5977311337288908,0.99,200
226,27.12658227848101,-87.07594936708861,20.74683544303798,2.912082071950833,-0.21506634078541356,3.2744644133988277,0.828497649034677,0.600593806020767,0.99,200
227,35.63157894736842,-79.26973684210526,24.16447368421052,3.281218503270285,-0.500183529568049,3.3441302335762186,0.8571972113025143,0.5891288507779441,0.99,200
228,14.291316526610643,-77.37254901960785,33.74229691876751,2.889004216445921,-0.2127265176683904,3.2979645889598825,0.8277154498582247,0.6003362105440977,0.965,200
229,16.19114219114219,-86.78321678321677,36.6013986013986,2.88435480998029,-0.24491748626776108,3.331804782458744,0.8364809306661561,0.6004299142338507,0.875,200
230,28.903426791277262,-77.75077881619939,36.728971962616825,4.190681529034573,-1.0662625561067813,3.44960050110365,0.9115626350778471,0.5627282157174318,0.955,200
231,53.053941908713696,2.5726141078838225,-5.60580912863071,4.004946319775993,-0.9797959325701551,3.4478780300025873,0.9013618195598749,0.5679170740264384,1.0,200
232,61.84,-18.58,-0.4399999999999977,4.290626466292509,-1.1642671236985325,3.472798499227364,0.9226625612420498,0.5572055654607909,1.0,200
233,53.510588235294115,-13.708235294117642,5.689411764705881,3.743870239216634,-0.9021812373910701,3.4592912717950424,0.9095140275460948,0.5708176540138375,1.0,200
234,39.82165605095541,-18.40764331210191,4.789808917197448,3.487002711143215,-0.7182626781478519,3.430620657929698,0.8951554197608929,0.5796452561424894,1.0,200
235,37.89915966386555,-7.949579831932766,13.848739495798313,3.434385119227541,-0.7020114323900549,3.454480393204043,0.8961209418248557,0.5792034391951837,1.0,200
236,34.76923076923077,-21.519230769230774,14.288461538461533,4.008919447250809,-1.034786184164735,3.4844526492481998,0.9112436799522611,0.5640863723483353,1.0,200
237,60.142414860681114,-23.690402476780193,10.767801857585141,3.2543068799670407,-0.40519074269947697,3.2993032432033815,0.842113613220928,0.5924756525659114,1.0,200
238,64.38524590163934,-34.368852459016395,10.540983606557376,3.7386098477373224,-0.8559028708582962,3.4319333873593183,0.9021486791372569,0.5720740618307929,1.0,200
239,40.91228070175438,-13.05263157894737,18.175438596491233,4.105236048264109,-1.137275147517245,3.50500326669284,0.9219082468957704,0.5588259146080499,1.0,200
240,41.479674796747965,-28.85365853658537,17.95934959349593,4.090718007916581,-1.0647871880111606,3.4429937987845007,0.9172578947123757,0.5625244806053689,1.0,200
241,49.52447552447553,-10.04195804195804,12.853146853146853,4.235345097996231,-1.126945818591166,3.4678680430740076,0.9169696857352099,0.5597466789980015,1.0,200
242,59.15830115830116,0.7104247104247037,10.355212355212359,4.053858727563722,-1.0768186214019226,3.5042804875646896,0.9199839102770538,0.5619337689417897,1.0,200
243,48.9625,-21.262500000000003,18.462500000000006,4.0437283833516116,-0.988940495112989,3.434653013465694,0.9071780748522458,0.5665842713505148,1.0,200
244,61.848837209302324,-11.5,15.302325581395351,4.225726952437445,-1.0603466022394208,3.4497417364469714,0.911823727848955,0.5636227016528607,1.0,200
245,60.696774193548386,6.412903225806446,29.251612903225805,4.369118722602933,-1.1675466529291825,3.4676757466381867,0.9231313327737607,0.5591350409718413,1.0,200
246,59.189655172413794,-5.349137931034477,27.23706896551724,4.046093232397789,-0.9813263260737726,3.4447270203273006,0.9025035705776177,0.5686260375979547,1.0,200
247,61.22314049586777,-14.214876033057848,30.247933884297524,4.2964732444641465,-1.130059901058837,3.476383753620701,0.9216774607748743,0.559286526905073,1.0,200
248,51.54838709677419,-6.3548387096774235,37.16129032258064,4.112676807193726,-1.0704821656238297,3.4856315531207436,0.9147228600241687,0.5635955996362778,1.0,200
249,54.57142857142857,-16.828571428571422,40.18571428571428,3.919077294732526,-0.9805642738046653,3.4793122044054803,0.9154261480015776,0.5656128262993616,1.0,200
250,11.083333333333329,-17.02380952380952,41.28571428571429,4.153084689284091,-1.0814761644602886,3.4960367991941967,0.9155963766245746,0.5638296427372611,1.0,200
251,52.28108108108108,-12.843243243243236,49.2,4.256664818979562,-1.1505078682663248,3.482174697784205,0.9222745861658572,0.5586005869732945,1.0,200
252,44.05128205128205,-10.84615384615384,48.22222222222223,3.8636423401779085,-0.9238799119013501,3.4595869731504187,0.9035452966197532,0.5725333647688793,1.0,200
253,49.092063492063495,-25.453968253968256,55.790476190476184,4.278217945498072,-1.1349842514717914,3.4379447415100173,0.924110332957558,0.5567763292281629,1.0,200
254,6.947916666666671,-9.958333333333329,51.33854166666667,4.33365286288108,-1.1539305991932596,3.471289399175811,0.9207133002986592,0.5608141247804779,1.0,200
255,42.37158469945355,-21.092896174863384,54.69945355191257,4.202124052295955,-1.0613576228291701,3.4283435441703536,0.9092894794216737,0.5629596475724533,1.0,200
256,36.37735849056604,-18.161725067385447,63.331536388140165,4.185315935932335,-0.9501410923082122,3.3670715719327817,0.9028409232334057,0.5688648022756736,0.995,200
257,32.44970414201183,-34.082840236686394,63.12426035502958,4.0151420028782985,-0.8463179941507377,3.3337940659798164,0.8919292958995643,0.5726167998399685,0.95,200
258,31.02127659574468,-40.56170212765957,63.95744680851064,4.395492932041087,-1.1077845493522445,3.40707084467046,0.9164643139274751,0.5594453611917243,0.935,200
259,34.12435233160622,-27.191709844559583,60.96373056994818,4.295703805651201,-1.1495460273790574,3.4652279225423066,0.9264559804130561,0.5549378663031822,0.995,200
260,4.389705882352942,-24.661764705882348,58.38970588235293,4.384579371616202,-1.0697622791810002,3.369746095732302,0.9132372417694377,0.5612647397001878,0.995,200
261,28.664,-10.936000000000007,64.75999999999999,4.120039435488943,-1.0040504133449772,3.4179252429827827,0.9077253223204299,0.5635247747610426,0.995,200
262,9.176923076923075,-40.06923076923077,68.02307692307693,4.363552412087111,-1.0184415302913188,3.325738200654271,0.910951386083945,0.5650117655464156,0.92,200
263,21.206106870229007,-24.44274809160305,66.03053435114504,4.24047837455283,-0.9265927493567144,3.32827299591551,0.9013535203719072,0.5678536125933881,0.985,200
264,22.188405797101453,-28.898550724637687,67.92753623188406,3.901854028807836,-0.813858372356219,3.3460181093161743,0.8873219781485792,0.5724157925616051,0.96,200
265,22.272727272727266,-34.98701298701299,70.41558441558442,4.475733190306844,-1.0954659933488897,3.336802506183291,0.9211845587654379,0.560305080509871,0.865,200
266,16.82352941176471,-6.235294117647058,69.50226244343892,3.7628542583646567,-0.8103555689218629,3.4044671471235435,0.8868905099560929,0.5744426877540421,0.99,200
267,16.07142857142857,-46.730158730158735,73.73015873015873,4.252475970196051,-1.0907274174053125,3.3755394077384575,0.918580000754475,0.5574173334632966,0.55,200
268,5.460076045627375,-21.961977186311785,71.72623574144487,4.265768781719751,-0.9948272180760366,3.335639099648442,0.9027577417195837,0.5652149592918043,0.985,200
269,16.266666666666666,-18.421052631578945,72.58245614035087,3.997121910870207,-0.8822325143980672,3.35205269045105,0.8940448680945449,0.5696313469299794,0.985,200
270,12.78378378378379,-32.86486486486487,75.63513513513513,3.38354907829775,-0.5476681106000312,3.319793460149914,0.8598521263748368,0.586661208518287,0.78,200
271,49.84281842818428,-49.262872628726285,-18.13279132791328,3.085320817383659,-0.3718207290858001,3.310878791956909,0.8437753597416507,0.5967427591330264,1.0,200
272,59.30930930930931,-54.648648648648646,-2.552552552552555,3.279588621008243,-0.49669027957636347,3.339396581557225,0.8576067467862758,0.5895437533901403,1.0,200
273,53.69364161849711,-55.630057803468205,12.393063583815035,2.9141546041734006,-0.2126582397754268,3.282986805553232,0.8304097445537549,0.5987285226436583,1.0,200
274,45.44390243902439,-75.0829268292683,30.556097560975616,3.171026779146144,-0.4179707102823658,3.356090055031105,0.8489791186425582,0.5919163214276258,0.98,200
275,31.649253731343286,-66.54477611940298,35.42537313432835,3.7127755947668226,-0.7855770449752215,3.4400036792306987,0.8917895477945844,0.5766114380048415,0.98,200
276,57.15527950310559,-22.496894409937894,44.03726708074534,3.352706155627729,-0.5001437226248864,3.3819548865019624,0.8599708419304376,0.5878203683443961,1.0,200
277,18.583941605839414,-79.02189781021897,50.17518248175182,4.155229550580452,-1.1190691708522202,3.491251824615233,0.9180007923738491,0.5613230711333239,0.625,200
278,43.55458515283843,-37.624454148471614,49.97379912663756,4.238327509088402,-1.1189424010667228,3.485876816113314,0.9217188309926482,0.5601335920736595,1.0,200
279,45.16981132075472,-28.20754716981132,42.91509433962264,3.1310027217100673,-0.3997482005066971,3.3649544067810893,0.8513381766841319,0.5937068123646322,1.0,200
280,30.938388625592417,-63.75355450236967,53.02369668246446,4.387398017740927,-1.1263713553579755,3.4480429158557144,0.9193101375251761,0.5581349405478692,0.885,200
281,36.42666666666667,-44.773333333333326,45.18000000000001,3.2607852358497063,-0.4641111516951447,3.3505519561746664,0.8538027181681463,0.5904012730209331,0.995,200
282,20.858695652173907,-68.56521739130434,52.89673913043478,4.336766312544061,-1.1819791528698127,3.4929114565025468,0.9227022853700798,0.5569293979035699,0.89,200
283,35.755656108597286,-35.972850678733025,51.53846153846153,3.957471962671532,-0.8623656970312661,3.4030445184834637,0.8913797684537296,0.5725278542836969,1.0,200
284,34.0,-50.57142857142857,54.28571428571429,3.262841766091047,-0.5240814770228088,3.354838413444457,0.8599161407551922,0.5889205453189439,0.965,200
285,8.475177304964532,-70.97163120567376,52.42553191489361,3.3746323195088612,-0.5390903244150375,3.3523492156526786,0.862430500243528,0.5886418599139166,0.775,200
286,26.686868686868685,-58.0959595959596,60.661616161616166,3.883197672584988,-0.9063522404901984,3.409743422174021,0.9002245066472424,0.5666262989055751,0.85,200
287,7.373493975903614,-53.714859437751,59.78313253012047,3.5233198066399756,-0.6250063621857926,3.3692820286955,0.8714116100819478,0.5826145300657415,0.9,200
288,13.496124031007753,-63.968992248062015,64.75193798449612,3.8087983346559082,-0.8312443312943327,3.3697411287175822,0.8869774045389519,0.5758173689678731,0.54,200
289,24.44931506849315,-49.9945205479452,68.16438356164383,4.2464282302035805,-1.160775375595845,3.469501148965651,0.9264408858649641,0.5582912590245566,0.745,200
290,39.48684210526316,-3.0855263157894797,52.875,4.151719700721256,-1.0401929900281615,3.4358839835342407,0.9195387457205126,0.5620276898875127,1.0,200
291,27.631578947368418,-3.5921052631578902,52.190789473684205,4.256775352775487,-1.0358859112418572,3.3835410446180054,0.9115149162873205,0.5637317966837222,1.0,200
292,24.75,-3.075000000000003,63.849999999999994,4.245892866861616,-1.148041373207018,3.4320809871791016,0.9218319425389494,0.5582753186606013,0.995,200
293,48.97905759162304,8.225130890052355,24.675392670157066,3.1433792093630952,-0.382593446912346,3.284971952137029,0.8431691593638234,0.5940308452100201,1.0,200
294,59.27131782945736,-46.42635658914729,6.961240310077514,3.830500359660612,-0.8436390610845018,3.3963564778902198,0.887455561745705,0.5717793175628527,1.0,200
295,52.043243243243246,-40.88648648648649,12.21621621621621,3.3174812037005355,-0.47322271773782626,3.3453643158929998,0.854997731910536,0.5913646419457429,1.0,200
296,61.21111111111111,-39.733333333333334,21.75555555555556,3.99251357497684,-1.0083194850313868,3.488556864160762,0.9098028023960159,0.5661444718668021,1.0,200
297,57.92507204610951,-30.893371757925067,24.30547550432277,3.966371602852184,-0.9719376860090848,3.454462238181443,0.9041002595615939,0.5684387040914324,1.0,200
298,60.35409836065574,-21.87540983606557,22.47868852459017,3.4623214502989113,-0.5622923755517765,3.3161185692011212,0.8592794148834451,0.5855590709580436,1.0,200
299,62.62337662337662,-25.766233766233768,38.019480519480524,3.1393253727264936,-0.38922866781620846,3.3353286497421895,0.8447762282134955,0.5948466583675373,1.0,200
300,62.10285714285715,-37.42857142857143,36.97714285714285,4.386216247149478,-1.1868899084777036,3.474679202491601,0.9260397709856096,0.5569446847645652,1.0,200
301,51.0,3.414634146341456,40.76219512195122,3.8163716360090136,-0.7840786860970058,3.372575952916719,0.8862643038717616,0.5782719922105346,1.0,200
302,40.53156146179402,5.029900332225907,-15.541528239202655,3.7690408860954325,-0.8194326188798021,3.4136989538454556,0.9009716240778555,0.5757423316453149,1.0,200
303,40.51162790697674,8.74418604651163,-2.8449612403100843,3.799450483924405,-0.896588899542277,3.4618842211093237,0.910595840057119,0.5709777759550608,1.0,200
304,40.23754789272031,-10.59003831417624,-4.17624521072797,3.6526965132169322,-0.7867114730134636,3.4201815028639366,0.9031434294853162,0.5761175106624532,1.0,200
305,39.179190751445084,-1.5028901734104068,5.549132947976872,3.944492517764297,-0.8709813717423072,3.3758893594803796,0.8960693246341593,0.572227894934992,1.0,200
306,37.2046511627907,22.627906976744185,4.748837209302323,3.7229141270253434,-0.7774383380056016,3.3902263866410935,0.898535319538442,0.5757504411790729,1.0,200
307,38.38157894736842,6.973684210526329,10.473684210526315,4.265433490292828,-1.0766247551094834,3.446924444465018,0.9162936864951994,0.5615679645090347,1.0,200
308,49.49514563106796,4.938511326860834,3.5533980582524265,4.413680480704751,-1.1466632521864277,3.4179642259201928,0.9199371710153567,0.5582554461581888,1.0,200
309,53.84415584415584,11.902597402597394,11.720779220779221,4.034931371014214,-1.0863354721745675,3.4906306232576525,0.9261371726474672,0.5611401121922798,1.0,200
310,32.43894899536321,44.73570324574962,28.41112828438949,4.319183234067489,-0.811713982895922,3.19264585113573,0.9065482362606658,0.567470474599912,1.0,200
311,7.330922242314642,18.61844484629296,35.49728752260398,4.187628488948381,-0.9799161816609905,3.374453677708542,0.9175595266324426,0.5614084527909609,1.0,200
312,7.556064073226551,2.292906178489716,43.23569794050343,4.154383579939197,-1.1213902784255607,3.481999636110798,0.9259364132362549,0.5573714378498668,1.0,200
313,11.396078431372544,-33.54509803921569,42.501960784313724,4.169644701629477,-1.0335214726428417,3.4092993527593416,0.9200987812620525,0.5606551103542281,1.0,200
314,5.7463414634146375,10.595121951219511,57.48292682926828,4.187417848010758,-1.0676531232107351,3.4320599875908515,0.9162678262455363,0.559500495406896,1.0,200
315,10.213836477987428,-43.24528301886792,53.38364779874213,4.2601760649262825,-1.126316574828272,3.4443274593806024,0.9216157007651697,0.5580478475045079,0.97,200
316,10.599999999999994,-32.33684210526316,50.62105263157895,4.383080424253758,-1.1226477010481024,3.3968142968908417,0.9192939987467621,0.5566354503868886,0.995,200
317,6.827361563517911,-1.6351791530944695,66.56677524429966,4.170112431300997,-0.9526626931222398,3.3502525829581513,0.9100122974604741,0.56754293922726,0.995,200
318,16.174999999999997,6.612500000000011,69.26249999999999,3.3481451614540285,-0.41861340376016565,3.255646382382486,0.8416203161058989,0.5935006900184112,0.995,200
319,13.241379310344826,23.347962382445132,-20.52037617554859,3.7117175590044154,-0.6971293368058307,3.32661502746171,0.8690757357732928,0.5829317174973037,0.995,200
320,23.07027027027027,22.254054054054052,-20.27567567567568,2.9638375907509205,-0.2985440497723058,3.3198357968090546,0.8345935391432993,0.5973399570176388,0.995,200
321,7.799999999999997,46.7842105263158,-23.252631578947366,3.4594316474860167,-0.5984505066184642,3.3710880608484977,0.8685086981429944,0.5864455432739286,0.99,200
322,19.956331877729255,42.978165938864635,-18.16593886462882,3.305798289054944,-0.38851502329127374,3.2408209867576896,0.8437711464677256,0.5926496775558929,0.995,200
323,4.796116504854368,21.818770226537225,-20.627831715210355,3.689942843853186,-0.727629431089363,3.3884549457477346,0.8715846802345052,0.5813023553776965,1.0,200
324,9.356321839080465,62.63218390804599,-14.367816091954026,3.676918733115839,-0.7869016144303258,3.4207209527891953,0.8955319009365048,0.5750443557133249,0.99,200
325,27.804597701149426,-1.3218390804597675,-40.132183908045974,3.4169452408907826,-0.5589592225551597,3.3531015862039824,0.863358269598997,0.5860437829627937,0.995,200
326,48.77157360406091,-6.5482233502538065,-39.19458544839255,3.317648361932739,-0.4859851038408433,3.33621660342333,0.8542286266324577,0.5886770446566614,0.995,200
327,36.69767441860465,16.599483204134373,-37.012919896640824,3.8490947839176743,-0.9220883399553396,3.429460124917569,0.9032944703722392,0.5689297075386807,0.99,200
328,39.38877338877339,-14.78586278586279,-31.20997920997921,3.5453088627040295,-0.6041830315418717,3.3290841529451853,0.8687410879172497,0.5858287951302905,1.0,200
329,28.59872611464968,11.787685774946908,-30.42887473460722,3.972892013795049,-0.9610921342339909,3.443499683368694,0.9013444595780162,0.5667078223691482,0.995,200
330,49.9815668202765,-27.737327188940085,-25.87096774193548,3.5602974914402283,-0.7448119975761507,3.4472619157584496,0.8885367157455373,0.5771237062997627,1.0,200
331,22.365591397849457,-17.64874551971326,-26.845878136200717,2.972008192868819,-0.27178366292527695,3.3052659293208633,0.8341632040172489,0.5991774102926177,1.0,200
332,54.5661252900232,-52.82598607888632,44.53828306264501,3.139420164624714,-0.42929734396833685,3.3261345872762926,0.8508105481354168,0.593143504165641,0.995,200
333,55.55020080321285,-40.85140562248996,47.4136546184739,2.9516721711551783,-0.28783247430988274,3.294736997896864,0.8393098522011652,0.5985790695387401,1.0,200
334,35.10948905109489,-70.71532846715328,46.69343065693431,3.3972071590012507,-0.5800872907483806,3.392038992307391,0.8680537909636257,0.5832622920928419,0.865,200
335,53.93023255813954,-33.162790697674424,51.18604651162791,3.5184587222774266,-0.626830448587799,3.367802649347499,0.8662392139839897,0.5834338058816462,0.995,200
336,46.79220779220779,-44.09090909090909,46.675324675324674,3.301343128512127,-0.4742463895633039,3.3484181556376615,0.8524369654922362,0.5889696889502725,0.995,200
337,40.946478873239435,-55.14366197183098,48.63098591549296,3.3879354463013196,-0.5654823516449118,3.3568892475039793,0.8590297935768385,0.5869618347790253,0.975,200
338,61.70212765957447,-28.716312056737593,-19.808510638297875,3.2218642231055226,-0.38281056143716413,3.2792132350633887,0.8388650959946266,0.5944845599491192,1.0,200
339,63.2787610619469,-42.21681415929204,-10.623893805309734,3.729208110620226,-0.7538494006666824,3.378444287279844,0.8909650030801838,0.580408992834621,1.0,200
340,33.924528301886795,21.1320754716981,-7.7075471698113205,3.94835229798868,-0.8816988650104436,3.4387673585579974,0.8949984549328824,0.5740653318161211,1.0,200
341,27.882063882063882,54.77641277641277,-13.498771498771497,4.421693655431308,-1.0705963350268604,3.4002177213031395,0.910869965916711,0.5618856810368292,0.995,200
342,42.2879684418146,50.95069033530572,-6.252465483234715,4.256047912932726,-1.1536922608115485,3.4986594273960336,0.9251041112354066,0.5627780909954163,1.0,200
343,27.465478841870826,59.231625835189305,2.8374164810690417,4.386357827068261,-1.1301043575184766,3.4172601097271356,0.9197812840009536,0.5610603954396786,1.0,200
344,48.9645390070922,39.94326241134752,5.0212765957446805,4.439989851753305,-1.1710837047597245,3.4324067498790476,0.9252994507314249,0.5574836512080933,1.0,200
345,41.72136222910217,45.891640866873075,14.284829721362229,4.409302461694031,-1.184050952681635,3.4261255959138963,0.9268220910329861,0.5563838299900873,1.0,200
346,49.079470198675494,30.33774834437085,18.291390728476827,4.3241152730374965,-1.130241089704007,3.4258634532497485,0.9245810718145094,0.5572545500330787,1.0,200
347,48.29054054054054,18.11486486486487,23.58783783783784,3.5185848571092664,-0.7959315435652147,3.509322285013752,0.9202700362866837,0.5734671094915167,1.0,200
348,25.250620347394545,54.11910669975185,24.81885856079404,4.305708118255884,-1.1710062728744173,3.4546586112166953,0.9267704236139009,0.5563632701344576,1.0,200
349,47.338501291989665,28.930232558139522,28.01550387596899,4.076141901822817,-1.002665656302806,3.428051622518455,0.9128493317675276,0.5626968416615576,1.0,200
350,39.32738095238095,10.696428571428584,33.81547619047619,4.190399663602251,-1.1519205001823345,3.464115234826027,0.9249272534165756,0.5580716617609136,1.0,200
351,39.0130548302872,33.43603133159269,38.02088772845953,4.233893560105201,-1.1561473459026914,3.505611987947288,0.9264063174115068,0.5566173366125915,1.0,200
352,44.55662188099808,18.925143953934736,43.48560460652591,4.313303194151411,-1.161679614981577,3.4721778952001427,0.9219104998294809,0.5587558901878467,1.0,200
353,43.164912280701756,6.04912280701754,50.392982456140345,4.248948298351675,-1.0943828667426734,3.440314128489654,0.9227668758653546,0.5583599660282326,1.0,200
354,34.36261682242991,15.61121495327103,55.45794392523365,4.095374080589681,-1.0142529855562263,3.4104397729931684,0.9200524949236436,0.5622691079248572,1.0,200
