band,parcel_idx,parcel_name,tau_mean,tau_median,tau_std,tau_count,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean
alpha,40,lh.17Networks_3-2,0.2224791701981416,0.22354857546396048,0.011482785091403087,267,0.42907491293671607,0.43307475030937514,0.028508159832224867,0.08762212645788914,0.9995457714532651,1.0
alpha,41,lh.17Networks_8-6,0.20931061728709532,0.20895738877130274,0.013149604710861464,267,0.4423568375064996,0.44744677751417805,0.021573627330835253,0.7487779086809594,0.9991443317915083,1.0
alpha,42,lh.17Networks_8-10,0.20969742738731703,0.210295280474565,0.012983436512827802,267,0.4390005261552925,0.4439332822398656,0.021832568484323977,0.7503511755650031,0.9991335865065155,1.0
alpha,43,lh.17Networks_8-8,0.21595067402964563,0.21684088154473496,0.010617575751013903,267,0.43015973801865404,0.4340073015925192,0.030045213217563583,0.6560650793345296,0.9994561575616983,1.0
alpha,44,lh.17Networks_8-4,0.20790189752709218,0.20776477942186047,0.013365515974516124,267,0.4381713787546544,0.44334528540191603,0.020648896415383425,0.7719809453437417,0.9991547970652642,1.0
alpha,45,lh.17Networks_8-5,0.20717973892697117,0.206533105778696,0.014912867658697032,267,0.43589780486864943,0.4410220055593109,0.02211930944273047,0.7426565287128667,0.9990628315232879,1.0
alpha,46,lh.17Networks_8-9,0.2045329873109616,0.20458192370121275,0.013054738269827193,267,0.44010157970275715,0.4450854087560331,0.020293579592515803,0.8424412780665784,0.9990169812155263,1.0
alpha,47,lh.17Networks_7-4,0.21797415477333368,0.21849947622789184,0.011391944314865239,267,0.43821616464030416,0.4427859607236325,0.024389872942329926,0.489570701068651,0.9994226915372608,1.0
alpha,48,lh.17Networks_7-8,0.2139116121456358,0.2141356018289053,0.01213377990189631,267,0.4334287812710313,0.43729080316329705,0.024851028889488643,0.6313157877685349,0.9993007699220499,1.0
alpha,49,lh.17Networks_7-6,0.2166674679623781,0.2170641855449081,0.010288183962842928,267,0.43246720163741853,0.4396113951553196,0.029032443833544565,0.6383129973793183,0.9994460171370306,1.0
alpha,50,lh.17Networks_7-1,0.21053669281054005,0.2108678122704944,0.012493225768847094,267,0.4385111161747535,0.4440288731761082,0.023012930097568506,0.7352620490722218,0.9992506099701911,1.0
alpha,51,lh.17Networks_14-3,0.2090333105537311,0.2094713768062025,0.012700573434599863,267,0.4423119496371916,0.4464144419700255,0.020505131571972677,0.7809493703188788,0.9991123570836129,1.0
alpha,52,lh.17Networks_14-2,0.21793059547710328,0.2187444603758806,0.010191827340486657,267,0.43273919643406605,0.4417329306204639,0.028825704984308226,0.5916999422140465,0.9995248030750431,1.0
alpha,53,rh.17Networks_2-2,0.22314396278893084,0.22550247774907567,0.010921377187232089,267,0.42079537805336575,0.42300578066585165,0.03251749158413019,0.2638773626153407,0.999682456377502,1.0
alpha,54,rh.17Networks_16-4,0.21833632341332745,0.2197443892364056,0.010017837960478546,267,0.43179240514279565,0.4366076475654127,0.028361838457738552,0.6115693430389796,0.9995375466906118,1.0
alpha,55,rh.17Networks_16-2,0.20667330341028742,0.2056412327333696,0.014076859463046326,267,0.43972007510384853,0.4442229761400485,0.02057782360254978,0.7653374925652028,0.999065980458749,1.0
alpha,56,rh.17Networks_16-6,0.2154802055642358,0.21558977606279772,0.009620676077841088,267,0.4255272937450801,0.429921265876109,0.03172900626194595,0.7333299967786953,0.999531750678293,1.0
alpha,57,rh.17Networks_16-10,0.20327260481132658,0.20116061848741612,0.012703240517322556,267,0.438253008743768,0.44329819983545854,0.021295081453578557,0.8631496235466549,0.9989929909598018,1.0
alpha,58,rh.17Networks_16-9,0.20979499365580348,0.21036775298458452,0.011170681739180167,267,0.4368151396954263,0.44099816748047066,0.026210969671982706,0.8023361185658756,0.9993220900363133,1.0
alpha,59,rh.17Networks_16-8,0.20705574724710138,0.2081893013122348,0.01375774720617578,267,0.43586738813990855,0.4418178062683896,0.02291379080123474,0.7947319596874065,0.9990740361241295,1.0
alpha,60,rh.FreeSurfer_Defined_Medial_Wall-2,0.21041507228885467,0.2104752904346243,0.010639016166476273,267,0.43793106137309873,0.4435474529410529,0.024087865054705,0.8045360551478854,0.9993110327892315,1.0
alpha,61,rh.FreeSurfer_Defined_Medial_Wall-4,0.20492984361443564,0.2053748479574021,0.011774096136378519,267,0.43927613148578676,0.4441147539089175,0.021396407619909054,0.8584204370390112,0.9990955028028333,1.0
alpha,62,rh.17Networks_6-1,0.22319517331568897,0.2239904293391412,0.010132613483712265,267,0.4264629195102883,0.4292013021015858,0.029272729485802118,0.16363820408135138,0.9996021271522798,1.0
alpha,63,rh.17Networks_6-4,0.21444082519957677,0.21613149828762218,0.0118875521592401,267,0.430721869369112,0.43420425177364796,0.025601181450185723,0.6585235987851007,0.9993153523726763,1.0
alpha,64,rh.17Networks_6-8,0.21340860001240564,0.21354565063025013,0.009893875746499657,267,0.43107220359496146,0.43959742424894904,0.0312791640065245,0.7818593116257884,0.9994667165386136,1.0
alpha,65,rh.17Networks_6-5,0.21047768765422975,0.21172162703953779,0.013098094639114018,267,0.4360983183160364,0.4406607833458005,0.022418647391718977,0.7402232879050672,0.9992065607393406,1.0
alpha,66,rh.17Networks_12-4,0.21856247555977648,0.21903162500647774,0.009802516269118015,267,0.4253814551249189,0.4299500895505927,0.03101013743639439,0.5797442330158943,0.9995590278170617,1.0
alpha,67,rh.17Networks_12-9,0.20882557663207563,0.20841515105962777,0.01141351072077617,267,0.4428566477822309,0.44689693736390834,0.021452363100926856,0.8121329862653857,0.9991861386268506,1.0
alpha,68,rh.17Networks_12-8,0.21118095412622107,0.21146795839402519,0.0116915143377556,267,0.43384781074084566,0.43962416842357854,0.024039902271500792,0.7540602217796107,0.9992132158727128,1.0
alpha,69,rh.17Networks_12-2,0.21007406589456615,0.21094198745751444,0.013328647890801808,267,0.43454348901159795,0.43989609992965706,0.022226144368828887,0.733130480201977,0.9991899222170808,1.0
alpha,70,rh.17Networks_12-6,0.21353343020297447,0.21382387693762867,0.009909744947383562,267,0.4308637054379605,0.4384848904280122,0.031167222675534567,0.7740974551829506,0.9994666826161949,1.0
alpha,71,rh.17Networks_12-10,0.20304759166095773,0.20158911548793682,0.013007002896968909,267,0.43879039705356276,0.4432342025033087,0.02110412843776774,0.8610965111341491,0.9989713363575674,1.0
alpha,72,rh.17Networks_10-2,0.20642457090185373,0.20492511360891058,0.013228422947922364,267,0.43922670697807276,0.4440825421355317,0.021756014432183064,0.80529662520517,0.9990800904508649,1.0
alpha,73,rh.17Networks_5-3,0.21175190466850807,0.21215860329662062,0.011344539430286816,267,0.43159908170311484,0.4362857677436388,0.025359938036249783,0.7691258621386236,0.999252304710711,1.0
alpha,74,rh.17Networks_5-1,0.2232421710487293,0.2241614702306801,0.01000365538053198,267,0.42553967680174026,0.4303836410521959,0.031000384503276857,0.24669851095125694,0.9996483857769501,1.0
alpha,75,rh.17Networks_13-6,0.21317450519669057,0.21344845815087302,0.010081299097808768,267,0.43205298357888733,0.4398565875492782,0.02982984333845328,0.7629324967582598,0.9994479050368995,1.0
alpha,76,rh.17Networks_13-9,0.2066500504956571,0.20692450929949013,0.013882075145042777,267,0.44144913388570345,0.4469806558092557,0.02108771960963797,0.7925704320293375,0.9990510029858707,1.0
alpha,77,rh.17Networks_13-1,0.21077392678432696,0.21074481155242156,0.013012488955111406,267,0.433776716388107,0.4397135050120228,0.023546776348943144,0.7200197657839053,0.9991940816910846,1.0
alpha,78,rh.17Networks_13-3,0.21661087860870637,0.21768896608113963,0.010103292188415144,267,0.42475553538580946,0.4258159314485894,0.030884887829390823,0.6644127484695838,0.9995456214237022,1.0
alpha,79,rh.17Networks_13-2,0.20489815468672054,0.20391379582560454,0.01405265272349993,267,0.43732299784657636,0.4420404711287903,0.021322255189732353,0.8131486065072867,0.999015296584263,1.0
alpha,80,rh.17Networks_17-6,0.20877032932601966,0.20967453468006125,0.01457718367791334,267,0.43895504069461294,0.44478530855936355,0.02167485599040311,0.7203022095949487,0.9991153090622382,1.0
alpha,81,rh.17Networks_17-10,0.2129050660478971,0.21339814860722078,0.00949657300291502,267,0.42777765190519523,0.4331396486385641,0.03135230810330972,0.796696383299278,0.9994620059917275,1.0
alpha,82,rh.17Networks_17-4,0.21464886790515586,0.21564717268355676,0.010805250843541532,267,0.4347515202576141,0.43993159486128575,0.027130018709144842,0.6884378492576141,0.9994492238304996,1.0
alpha,83,rh.17Networks_17-9,0.20571612129358513,0.20573775906931363,0.013277693926049381,267,0.43569452678473786,0.4401394868761447,0.022485819108879656,0.8294087557709693,0.9990838173257196,1.0
alpha,84,rh.17Networks_17-7,0.20448281745519123,0.20328051840440522,0.012787206845782686,267,0.4380947011862053,0.44288505797831396,0.02043587536484482,0.8492889162370652,0.9990422948216339,1.0
alpha,85,rh.17Networks_15-3,0.21487954535298828,0.21539422030804162,0.009663237031377935,267,0.4293179477264144,0.43304311469615264,0.029002979833329952,0.7570101991259957,0.9994848753830571,1.0
alpha,86,rh.17Networks_15-2,0.2102544117637427,0.21093813841084802,0.010112842991201893,267,0.43657304034647143,0.44241470840552494,0.025458293047033186,0.8225650262871079,0.999330044289009,1.0
alpha,87,rh.17Networks_15-6,0.215475897174177,0.21559435510955852,0.009648078295438246,267,0.42511635329520575,0.42753122018294853,0.031679687714271106,0.7386764180684445,0.999528068302821,1.0
alpha,88,rh.17Networks_1-1,0.22173570437704462,0.22458958693650352,0.010560757893913048,267,0.4186451108184753,0.42519284847504346,0.03324480553095022,0.43281969055825054,0.9996779997729769,1.0
alpha,89,rh.17Networks_4-2,0.21685756107495396,0.21715314640198594,0.011415339387581642,267,0.43315914167775077,0.43640776587094027,0.025678566147272066,0.5563974719683249,0.9994305921548797,1.0
alpha,90,rh.17Networks_9-1,0.21105352400386224,0.21113311801527795,0.011396896472798597,267,0.4385641993193011,0.4436570670289398,0.023066219619880233,0.7729140807144277,0.9993012252779707,1.0
alpha,91,rh.17Networks_11-3,0.2122570997150256,0.21315223969950084,0.010429699664728613,267,0.439984680004038,0.44494353337026826,0.02369093963122118,0.776869048886055,0.9993292730594966,1.0
alpha,92,rh.17Networks_11-5,0.21073014446408334,0.21181250041304767,0.011060900483506155,267,0.4406454876355376,0.44529579115851303,0.02375712357973005,0.8008982029802563,0.9992585850084627,1.0
alpha,93,rh.17Networks_11-2,0.22059623098641168,0.2219007341381514,0.010377037889499013,267,0.4280180865495325,0.432152670173138,0.030579333606096517,0.4589948650952606,0.9995992128449676,1.0
alpha,94,rh.17Networks_3-1,0.22213152243967424,0.2232075164936373,0.01110973976869696,267,0.42651734708267935,0.43025736613034715,0.028987021015569964,0.18380745841323284,0.9995422053666732,1.0
alpha,95,rh.17Networks_3-3,0.21203098238471987,0.2127919181855871,0.01064165042499909,267,0.4338135552157753,0.43856578337509944,0.026331985317819533,0.7811789289266956,0.9993238358307619,1.0
alpha,96,rh.17Networks_8-2,0.2071331154460652,0.20756255504802024,0.014083303222917775,267,0.43430919523876443,0.43897291267953775,0.022162377523311013,0.7799061218170624,0.9990827806677954,1.0
alpha,97,rh.17Networks_8-3,0.21027273311614245,0.21065736827713255,0.013214318171575664,267,0.4413261179425457,0.44611963439002905,0.021172011104747125,0.7146617257765674,0.9991666931915718,1.0
alpha,98,rh.17Networks_8-11,0.2116264416385692,0.212595132755479,0.010685981757973053,267,0.4390668543120246,0.44439942047236747,0.024817653017769305,0.7917530033725176,0.9992981900513266,1.0
alpha,99,rh.17Networks_8-7,0.21621315477310596,0.21654000351308486,0.009861858592768193,267,0.4272521227581007,0.4320235143427131,0.030856138401597514,0.691820172865883,0.9995139877801704,1.0
alpha,100,rh.17Networks_8-1,0.20720873954742386,0.2076545439942077,0.013176414858254956,267,0.43638760790230985,0.4411378043974915,0.02208804875208636,0.8021090215991223,0.9991348015531645,1.0
alpha,101,rh.17Networks_7-3,0.21632294167848376,0.2163924839026334,0.011636656189863048,267,0.43875284319857893,0.4426694276669162,0.023048763174599352,0.5614630704158301,0.9993777829687149,1.0
alpha,102,rh.17Networks_7-7,0.21351399661906018,0.21367068644165982,0.011705072584888067,267,0.4329592055751409,0.43600638306308676,0.024342239712391828,0.7008955255482222,0.9992924579633585,1.0
alpha,103,rh.17Networks_7-5,0.2169793337785957,0.2176223370157334,0.01022872319174335,267,0.4298975603270364,0.434116376982987,0.030475223122940792,0.6376475360553553,0.9994740947847848,1.0
alpha,104,rh.17Networks_7-2,0.20919017592767916,0.2098464364701577,0.012713469710279063,267,0.4375103286652192,0.4416228378832253,0.02104122739061928,0.7814360336721943,0.9992219977990635,1.0
alpha,105,rh.17Networks_14-1,0.2166449078111261,0.21718208710935571,0.009917708988826424,267,0.43213309971267827,0.43661551923935227,0.02927888181622223,0.66146756093081,0.9995102860162528,1.0
alpha,106,rh.17Networks_14-4,0.20405724768841282,0.2047782911394096,0.013104796670861374,267,0.43668429452116087,0.44141966441015157,0.021917419524446004,0.8521679670849837,0.9990498448137943,1.0
betahigh,0,lh.17Networks_2-1,0.20447141203076394,0.2056097830466889,0.012908399272880565,267,0.6470337055674615,0.649289836574815,0.03602965854861406,0.8767844688094845,0.9996608204913278,1.0
betahigh,1,lh.17Networks_16-1,0.2048362066210031,0.20447092518677462,0.013244442205210162,267,0.6495405408263565,0.6469371828642408,0.016049093669587303,0.8282158229537249,0.9996581265093014,1.0
betahigh,2,lh.17Networks_16-3,0.1872533893788419,0.18488520552729132,0.011180973464252291,267,0.6401788463695642,0.6390398478082256,0.013509539543578555,0.9289640085203154,0.9994187133692978,1.0
betahigh,3,lh.17Networks_16-5,0.20152047677638193,0.20180358583801924,0.011747946064602227,267,0.6522960065575422,0.6502901985949048,0.01945520476706282,0.8896523605684946,0.9996743090630136,1.0
betahigh,4,lh.17Networks_16-7,0.1939780469951231,0.19350827060166784,0.012644687789866167,267,0.6468278643189115,0.6461057011859277,0.015364577643437663,0.9131882673985607,0.9995703283924328,1.0
betahigh,5,lh.FreeSurfer_Defined_Medial_Wall-1,0.1919971605822242,0.191110326756649,0.01042049157921153,267,0.6452232372311573,0.6453225729876424,0.01643642567684496,0.9284867072736851,0.9994940832282199,1.0
betahigh,6,lh.FreeSurfer_Defined_Medial_Wall-3,0.188038915113458,0.18680297705926438,0.009661257556398956,267,0.6428305907712245,0.6436228777409984,0.017234458851380904,0.9314005048424938,0.9994490421134673,1.0
betahigh,7,lh.17Networks_6-2,0.21525131751688187,0.21481053726324112,0.013443287188630351,267,0.640105376832976,0.647676811174465,0.04555859080614131,0.23440682933652127,0.9997662054906404,1.0
betahigh,8,lh.17Networks_6-3,0.20794598587699475,0.20800331445273182,0.013718506531802217,267,0.6515131758920825,0.6528800598931961,0.026638002049562803,0.7180573851179014,0.9997219373171097,1.0
betahigh,9,lh.17Networks_6-7,0.19492660007121332,0.19535821984101528,0.010657324438910895,267,0.6503859384152315,0.6482825926921442,0.015783399824740026,0.921506023181935,0.9995674777986197,1.0
betahigh,10,lh.17Networks_6-6,0.2002226449373177,0.19877416145441407,0.013252801015518954,267,0.649481777845028,0.6480027788432935,0.017822930214562462,0.8608815035992289,0.999643029421581,1.0
betahigh,11,lh.17Networks_12-11,0.1961979541465589,0.1956581035665186,0.012908031560568222,267,0.6467898047899698,0.6455439884253674,0.01702311505596719,0.9051769102994538,0.9995985784706656,1.0
betahigh,12,lh.17Networks_12-12,0.19783434514268194,0.19713288299487894,0.012828201177925939,267,0.6480782558049634,0.6465113654644977,0.014060719502884234,0.8986205470525812,0.9996124410379359,1.0
betahigh,13,lh.17Networks_12-7,0.2006490990356535,0.2000212336158824,0.01330962206612124,267,0.6496666409553907,0.6492533576231713,0.01992031512701949,0.8726736945759441,0.9996592427735322,1.0
betahigh,14,lh.17Networks_12-3,0.20886337971054553,0.20877185402159867,0.012475548445547206,267,0.6496269620676536,0.6519053952677198,0.03652424065522124,0.7178761397181015,0.999725402234655,1.0
betahigh,15,lh.17Networks_12-1,0.19914070165850115,0.1985337966439951,0.013121495200167314,267,0.6475247289092666,0.6462903532245601,0.013579001696564378,0.8830532231125519,0.9996280436829099,1.0
betahigh,16,lh.17Networks_12-5,0.193628871111206,0.19348130837239566,0.010345461606679191,267,0.6479824120894897,0.6456709822461862,0.017399657535367614,0.924306353571523,0.9995281932115598,1.0
betahigh,17,lh.17Networks_10-1,0.18528341991684466,0.18337172423958217,0.010486084788199748,267,0.6391770592620856,0.6381074041443273,0.010677616376944504,0.9307446786318551,0.9993628991941403,1.0
betahigh,18,lh.17Networks_5-2,0.20912778750026007,0.20963900190738022,0.012911194983779413,267,0.6482037134488579,0.6470723727717888,0.028622773973073716,0.7527262406816603,0.9997251198176439,1.0
betahigh,19,lh.17Networks_13-4,0.2054758601502111,0.20476455729921234,0.012424430735736803,267,0.6547109688983803,0.6530398692965647,0.02428967551624226,0.805900460368861,0.999703194065457,1.0
betahigh,20,lh.17Networks_13-5,0.18613583631593178,0.18497632972388042,0.010771701561368674,267,0.6417125465831524,0.6405689168438535,0.01251664327853696,0.9285733157425035,0.9994115384315673,1.0
betahigh,21,lh.17Networks_13-8,0.19248441809219588,0.19119486984489412,0.010505085969160124,267,0.6468320312784632,0.6459119833319578,0.01867630593644452,0.924034135556651,0.9995079674475802,1.0
betahigh,22,lh.17Networks_13-10,0.19279807704112042,0.19209050783253812,0.012184175219876468,267,0.646084538269929,0.6454442211783056,0.012609107401953533,0.919778445151123,0.9995470177394006,1.0
betahigh,23,lh.17Networks_13-12,0.19828988365271932,0.1983110470512172,0.013139925790246735,267,0.6489633077252738,0.6475575105030276,0.0187155315754658,0.8934742691693821,0.9996302625329576,1.0
betahigh,24,lh.17Networks_13-7,0.19682521081824103,0.19690042828670737,0.012801567669012045,267,0.6487919246201762,0.6482223905106199,0.016372972131899415,0.9007010013862187,0.9996189184721175,1.0
betahigh,25,lh.17Networks_13-11,0.200208828357742,0.19972103035032537,0.013297254308205109,267,0.6498296699019762,0.6502531819580566,0.019719084003640898,0.8760989919104767,0.999657805246287,1.0
betahigh,26,lh.17Networks_17-2,0.1977904922315349,0.19785271228771578,0.013596333707654893,267,0.6442872423387446,0.6439747881018706,0.014040886066723662,0.8933172023818717,0.9995909791010332,1.0
betahigh,27,lh.17Networks_17-5,0.20018512619766746,0.200475130475662,0.011695416245116157,267,0.6523379449949137,0.6511876938274049,0.02000565202440849,0.8919909760873204,0.9996498520049052,1.0
betahigh,28,lh.17Networks_17-1,0.19525631898231255,0.19402674154791819,0.011477873073157398,267,0.6448236959187825,0.6446255934990341,0.017830259826031578,0.9146862020134205,0.9995329472672109,1.0
betahigh,29,lh.17Networks_17-3,0.19218455934751852,0.19081239481074075,0.01198172790924302,267,0.6424368801970285,0.6426135297400416,0.018476313298450665,0.9232404704337855,0.9995192039686973,1.0
betahigh,30,lh.17Networks_17-11,0.18208730793530553,0.18006084898317418,0.00915123330170473,267,0.6388564058826562,0.6379668020840693,0.009803299329201745,0.9297962365390993,0.9993209662367761,1.0
betahigh,31,lh.17Networks_17-8,0.20123877472607263,0.20094880449984617,0.0131728087699166,267,0.6504146083254491,0.6496290810736595,0.01929661540963453,0.86234064905871,0.9996682621375287,1.0
betahigh,32,lh.17Networks_15-4,0.19740565610914224,0.19751705646456882,0.011469913813019707,267,0.6485833741591241,0.6487059393622229,0.02058344159497945,0.9225517831641401,0.9995806491442225,1.0
betahigh,33,lh.17Networks_15-1,0.1914543273522989,0.1905015867091722,0.0101574693213099,267,0.6461977851901666,0.645171534356207,0.01639815761222152,0.9288872772412805,0.9994883137414979,1.0
betahigh,34,lh.17Networks_15-5,0.19999597572485295,0.2007174304879488,0.011506442573780298,267,0.6513039704881307,0.6511460792425945,0.022665666318490305,0.9134469011905058,0.999644293658001,1.0
betahigh,35,lh.17Networks_1-2,0.20311261465553762,0.20491145866573277,0.01285741541606148,267,0.6417209297063634,0.6464767950341939,0.042893708299057524,0.8842428141883661,0.9996613933991526,1.0
betahigh,36,lh.17Networks_4-1,0.20488050314134215,0.2034425392471131,0.013575154016664776,267,0.6496287027415361,0.6502552495381128,0.02235687209379091,0.756980222447724,0.9996635681077798,1.0
betahigh,37,lh.17Networks_9-2,0.1913326183065145,0.18988497530328982,0.010826933812113325,267,0.640824842895194,0.6405547821500484,0.01574091740708852,0.9293823470764899,0.9994602033202086,1.0
betahigh,38,lh.17Networks_11-4,0.20228045949634907,0.20149429157914314,0.013024750307537147,267,0.6482680144895525,0.6460647237674564,0.015122441055793034,0.8557078586984428,0.999638888538804,1.0
betahigh,39,lh.17Networks_11-1,0.2066223815979218,0.2075214475143379,0.013379677465816213,267,0.6499212205259554,0.6480675155767452,0.018431712566941098,0.7956586922971002,0.9996788719754658,1.0
betahigh,40,lh.17Networks_3-2,0.2178650685941336,0.2162221506355433,0.01356645191390581,267,0.6339923519714641,0.6490621149821714,0.05234052300881436,-0.03592078816146604,0.9997923230209503,1.0
betahigh,41,lh.17Networks_8-6,0.19664149248356996,0.1963227305160948,0.012997514954320541,267,0.6464091077532564,0.645905967534418,0.014096875398473338,0.902100110384794,0.9995928291190441,1.0
betahigh,42,lh.17Networks_8-10,0.20158129095159938,0.20095373104379785,0.013559084620787537,267,0.6490121708886777,0.6470566494648178,0.017864521788065826,0.8595224513457846,0.9996558023664678,1.0
betahigh,43,lh.17Networks_8-8,0.20344283089363116,0.20365981975355968,0.012405805499888914,267,0.6466461299126391,0.6516233398337921,0.03662897618232103,0.8411917494542164,0.9996655935650816,1.0
betahigh,44,lh.17Networks_8-4,0.19151292965050923,0.19066768780311932,0.011420749560948908,267,0.6448042318698459,0.6446198997699181,0.017381628788589117,0.9251754098753865,0.9995179165417516,1.0
betahigh,45,lh.17Networks_8-5,0.1902251836754649,0.1894805411807248,0.011858635552757058,267,0.6449156853938569,0.6438137964248958,0.016191664528025732,0.9225128843693061,0.9995057680927305,1.0
betahigh,46,lh.17Networks_8-9,0.18416677553651142,0.18281188446179586,0.009729413204380146,267,0.6412656181563701,0.6406995641460357,0.011029407449169986,0.9300016226742506,0.9993717113971695,1.0
betahigh,47,lh.17Networks_7-4,0.20971704073670472,0.20817487569817023,0.014130401785125831,267,0.6486721389817208,0.6473986664859317,0.016709847941704697,0.5897387762485796,0.999720331855626,1.0
betahigh,48,lh.17Networks_7-8,0.20510981110529417,0.20463437146531657,0.013615311056686716,267,0.6521541207302605,0.6545770783743127,0.032123107619491734,0.7875781731945224,0.9996935478212167,1.0
betahigh,49,lh.17Networks_7-6,0.2026912439628019,0.20245349029582876,0.012687027719410767,267,0.6497621467008449,0.6502454408142649,0.023666839817882934,0.8301782174061046,0.9996515570993981,1.0
betahigh,50,lh.17Networks_7-1,0.19368323675017574,0.19170208548212908,0.011741721376015597,267,0.6458024140392542,0.6453062864498375,0.01654456873831282,0.9179568368681735,0.9995345268558757,1.0
betahigh,51,lh.17Networks_14-3,0.20052624956323428,0.2001495827288986,0.0134530555335706,267,0.6475544764607988,0.6456569570666745,0.017886084245056517,0.8718639643188654,0.9996420158150713,1.0
betahigh,52,lh.17Networks_14-2,0.19967820507585124,0.19798352666762892,0.011865482352777401,267,0.648273708772432,0.6481046469808998,0.01928317465204051,0.8835028209082897,0.9996172030631073,1.0
betahigh,53,rh.17Networks_2-2,0.20470034594662548,0.2059664222229215,0.012812688190649084,267,0.6470265916171173,0.6512682146145645,0.03747388981711839,0.876309870816069,0.9996657451631052,1.0
betahigh,54,rh.17Networks_16-4,0.2032823231530181,0.20381094180254652,0.01267809895046794,267,0.6485766724859976,0.6453137335530792,0.01880396873626136,0.8772715675727057,0.9996427254939708,1.0
betahigh,55,rh.17Networks_16-2,0.18736834558288218,0.18582082145733952,0.011062454916312078,267,0.642090323470175,0.641053424063933,0.011458328623022243,0.9284544776571527,0.9994268141382269,1.0
betahigh,56,rh.17Networks_16-6,0.20058368033516757,0.20142355177681362,0.01183897199980489,267,0.6521608023983536,0.6502158479367017,0.01883802820321714,0.902505909210896,0.9996554036469276,1.0
betahigh,57,rh.17Networks_16-10,0.18519816989118615,0.18372737089884003,0.009824467565909451,267,0.642617171408543,0.6411390745223791,0.010993562549896776,0.9289653087902032,0.9994017018378288,1.0
betahigh,58,rh.17Networks_16-9,0.18958731500932902,0.1878135107181658,0.010329220363391423,267,0.6427640998406146,0.6429125509559721,0.012092917749944745,0.9276922280004218,0.9994474755191959,1.0
betahigh,59,rh.17Networks_16-8,0.19382178951647133,0.19289619140074027,0.012318730635069865,267,0.6457957289259599,0.6453637483232393,0.015229547563502052,0.9169064785337837,0.999568476018155,1.0
betahigh,60,rh.FreeSurfer_Defined_Medial_Wall-2,0.19108367768880635,0.19010621211295903,0.010411234982175896,267,0.6458342761491174,0.6445181036077856,0.012552220998391601,0.9271704733919098,0.9994896541653591,1.0
betahigh,61,rh.FreeSurfer_Defined_Medial_Wall-4,0.1869802754205887,0.18559209075855962,0.009863171597152559,267,0.644075865211501,0.6438089423915387,0.012299633312040351,0.9292531727806588,0.9994379512743916,1.0
betahigh,62,rh.17Networks_6-1,0.21522822718877532,0.2139420767716242,0.013021764651306743,267,0.6419335388451968,0.6461651947795882,0.04088160610901162,0.3147973221994833,0.9997637400116067,1.0
betahigh,63,rh.17Networks_6-4,0.20817206269538488,0.207244762442024,0.013290148052929185,267,0.6487878207796894,0.649300659716824,0.027400703603288643,0.7382233964355764,0.9997193996910635,1.0
betahigh,64,rh.17Networks_6-8,0.19522513997027144,0.19623080231668757,0.011237963895865148,267,0.6497663197566695,0.6477709985099839,0.02020878429637492,0.9205539670052445,0.9995672905392385,1.0
betahigh,65,rh.17Networks_6-5,0.19868352528377162,0.19756905810841677,0.01288589984756878,267,0.6468570078405195,0.646903771412491,0.016255051396436345,0.8850693527405453,0.9996184876796942,1.0
betahigh,66,rh.17Networks_12-4,0.20789695523393248,0.20719017575855234,0.012250150690361407,267,0.6487868563658686,0.6495753568602739,0.030103504409337036,0.7801285355596684,0.9997123542251107,1.0
betahigh,67,rh.17Networks_12-9,0.1982296958506917,0.19712842317930698,0.012725072092202035,267,0.647731666653682,0.6469674206250462,0.014255903373643514,0.8951215284015897,0.9996140160017988,1.0
betahigh,68,rh.17Networks_12-8,0.20310842645521265,0.20341740163202293,0.01273037009865263,267,0.6483006826892534,0.6484359709407643,0.019302212192865376,0.8437046607184279,0.9996786286184854,1.0
betahigh,69,rh.17Networks_12-2,0.1977415613535899,0.1972043534874354,0.012824808058023177,267,0.6449474787286017,0.6436937168129304,0.013108514449370837,0.9038588295682862,0.9996068833142389,1.0
betahigh,70,rh.17Networks_12-6,0.19385022819243097,0.1935425525829669,0.01087554923268309,267,0.6473726126754337,0.6457835495843292,0.016030061064900798,0.9228883888270701,0.9995327781901342,1.0
betahigh,71,rh.17Networks_12-10,0.1837921101117851,0.18176760210837356,0.009490807245708286,267,0.6413311275663844,0.6405476798558565,0.01099998135902007,0.9297704613932453,0.9993618525949683,1.0
betahigh,72,rh.17Networks_10-2,0.1859109490217273,0.18426094273022622,0.01057099150360544,267,0.6397087341182319,0.6388190613332843,0.010212827113788731,0.9308059078794219,0.9993734705215003,1.0
betahigh,73,rh.17Networks_5-3,0.20397524668952605,0.20352756396825838,0.013016567684770898,267,0.6500958556054015,0.6503761688823427,0.025252970698105233,0.8397379736854556,0.9996841992456422,1.0
betahigh,74,rh.17Networks_5-1,0.20978313059928103,0.21160007340020962,0.013152780107001197,267,0.6489891900251087,0.6466331724650719,0.021586164196572923,0.7461244694661995,0.9997215670758455,1.0
betahigh,75,rh.17Networks_13-6,0.19304625266275094,0.1928444897943229,0.010693915092587986,267,0.6459250491731169,0.6444863597133627,0.013035106588460865,0.9229248110304579,0.999514993437369,1.0
betahigh,76,rh.17Networks_13-9,0.19280147342248954,0.19297558944353854,0.012297914550257732,267,0.645524449963546,0.6451961633049205,0.015121143207659796,0.9203923276160021,0.9995459467108773,1.0
