resolution,parcel_idx,rho,r2,label,hemi,network,x,y,z,PVALB,SST,VIP,GAD1,GAD2,PV_minus_SST
400,0,0.5981080815022738,0.999907990263498,7Networks_LH_Cont_Cing_1-lh,lh,Cont,-2.225671791832552,3.6683418127521312,30.230103321564503,0.6253721135438182,0.3317470376338852,0.4665521806485858,0.4018327234303305,0.4246904301200528,1.0439881213535145
400,1,0.6026786545140911,0.999885639148424,7Networks_LH_Cont_Cing_2-lh,lh,Cont,-3.1809476000639414,-21.0075277193948,29.78528140953138,0.266162526121889,0.48141062097538345,0.5139578081803281,0.340189252398679,0.35929747394832307,-1.5613674329113847
400,2,0.605668207142482,0.9999001812591968,7Networks_LH_Cont_OFC_1-lh,lh,Cont,-27.72670631495984,46.75480225866392,-14.109120785780847,0.6751731888079888,0.3707979368390745,0.41975847218942597,0.5155721021430782,0.41075861560584714,1.0700274610807552
400,3,0.6071040987495276,0.9998957688675848,7Networks_LH_Cont_PFCl_1-lh,lh,Cont,-42.23302016870068,46.22517440858052,-4.52016727584215,0.663442103016748,0.3773549926601058,0.5463635439529967,0.5574097675315343,0.5304967902338593,0.9755853364075671
400,4,0.6056887657629545,0.9998889223255686,7Networks_LH_Cont_PFCl_2-lh,lh,Cont,-45.096832626477806,32.46106359431174,10.39753443662044,0.9107217426357652,0.4278404282904387,0.37890529189984284,0.6023830620771636,0.49642292447986835,1.9086966780823147
400,5,0.6050124728854904,0.9998952644959396,7Networks_LH_Cont_PFCl_3-lh,lh,Cont,-39.34782922495966,46.15311339668606,11.77650232563848,0.8348831122357863,0.368331279223206,0.5617235192212688,0.6758955555901096,0.5671069309722137,1.8692742005684282
400,6,0.6034817611893579,0.9999020081450868,7Networks_LH_Cont_PFCl_4-lh,lh,Cont,-28.39669974502809,50.5418346111591,12.993818799157047,0.6765716029541516,0.19709394835553132,0.28657759615521133,0.24183699482929022,0.29280794734615956,2.050480509819247
400,7,0.6048155423728888,0.9998887177107528,7Networks_LH_Cont_PFCl_5-lh,lh,Cont,-42.35231753906917,35.688901406168284,20.877683296881088,0.701662848136484,0.4656653705705748,0.5014493990384923,0.4561671691670123,0.4236010512493083,0.6685854442610213
400,8,0.6031580306811845,0.999893507811134,7Networks_LH_Cont_PFCl_6-lh,lh,Cont,-42.86352279989477,21.123559542518247,25.78900273088465,0.7984863573573225,0.18586595225123545,0.45634260601508103,0.5402947528139463,0.6159923989129624,2.712963670115738
400,9,0.5995934292107047,0.9999037212566152,7Networks_LH_Cont_PFCl_7-lh,lh,Cont,-37.14715568504142,6.909435672052142,31.01085873065482,0.8904782489104772,0.1353422889795922,0.2165916831469569,0.2918809597411628,0.362176092306346,3.448536458585007
400,10,0.6039878813398414,0.99989085136573,7Networks_LH_Cont_PFCl_8-lh,lh,Cont,-37.89648876758601,31.07452515734742,36.07220465300099,0.7994945627074876,0.19075020808448803,0.3958110811977254,0.47759955002312215,0.5920194554347041,2.6905465515878664
400,11,0.599851015836277,0.9999062196037518,7Networks_LH_Cont_PFCmp_1-lh,lh,Cont,-4.862709725057924,25.65371003708282,45.29731506991696,0.8722988078429831,0.22970579669961846,0.4781142627929595,0.680181703515991,0.5710910849804639,2.8302450995748782
400,12,0.6082554716643092,0.999891746147035,7Networks_LH_Cont_PFCv_1-lh,lh,Cont,-33.10543285536419,18.18721230956968,-9.939000995639953,0.44503656331988883,0.5206492348814987,0.5185652468503162,0.4094312563510925,0.5737989479796926,-0.9016250563467119
