parcel_idx,label,hemi,x,y,z,rho_mean,rho_std,n_subjects
59,7Networks_LH_Default_Temp_6-lh,lh,-58.67622828198444,-38.53217578000066,-5.0871125535864685,0.44442263151371714,0.020986892529380175,1093
60,7Networks_LH_Default_Temp_7-lh,lh,-51.35545365942661,-28.308782433717383,-6.800510683236047,0.4406387372342872,0.018123768064461532,1093
61,7Networks_LH_Default_Temp_8-lh,lh,-61.78149339379368,-16.813580985261474,-3.943987178188997,0.45420326279234463,0.019033584304408175,1093
62,7Networks_LH_Default_Temp_9-lh,lh,-61.810173705013,-35.032639649363446,2.062868429731705,0.4386882127989348,0.02263692711972793,1093
63,7Networks_LH_Default_pCunPCC_1-lh,lh,-7.1763669689368585,-54.03647287252248,7.499414140005204,0.44124079620313605,0.02402635712532542,1093
64,7Networks_LH_Default_pCunPCC_10-lh,lh,-4.11859862944659,-65.55800170732219,41.53012864522165,0.44985337490026045,0.019027188781941873,1093
65,7Networks_LH_Default_pCunPCC_11-lh,lh,-7.123247340262015,-49.818272388727465,42.59006779616111,0.44432243963969825,0.022297512093675368,1093
66,7Networks_LH_Default_pCunPCC_2-lh,lh,-14.11254913537572,-62.67526649996493,17.11080800938307,0.44314273768872825,0.022496830037886717,1093
67,7Networks_LH_Default_pCunPCC_3-lh,lh,-3.2310558035969734,-54.12389100514925,20.204847374023537,0.4567734960115313,0.01875660755482036,1093
68,7Networks_LH_Default_pCunPCC_4-lh,lh,-4.187172914616038,-39.83902543355404,24.192996006833308,0.46323830621979334,0.01757218800324769,1093
69,7Networks_LH_Default_pCunPCC_5-lh,lh,-12.182870918188613,-68.88448113755297,30.34756563875241,0.4236200922347525,0.02411949906905352,1093
70,7Networks_LH_Default_pCunPCC_6-lh,lh,-6.210162707089527,-59.21063153043514,29.97880504757839,0.4243093428713257,0.030273521493261766,1093
71,7Networks_LH_Default_pCunPCC_7-lh,lh,-7.397917231708242,-43.84895533288432,33.774448196790374,0.43749943104150096,0.026123117409880388,1093
72,7Networks_LH_Default_pCunPCC_8-lh,lh,-2.999572497981412,-31.003679178811453,39.53711645419781,0.4295568532140643,0.019193292727956446,1093
73,7Networks_LH_Default_pCunPCC_9-lh,lh,-1.8576950583632528,-14.542882574504793,39.12657913627014,0.4289739323499762,0.023309888701429568,1093
74,7Networks_LH_DorsAttn_FEF_1-lh,lh,-42.38063602239867,-4.416281575106394,49.41332086471154,0.4197697964518549,0.023504684000785467,1093
75,7Networks_LH_DorsAttn_FEF_2-lh,lh,-26.209761056873607,-0.553784114816239,51.04001641735806,0.4438522338568812,0.017141250973688127,1093
76,7Networks_LH_DorsAttn_FEF_3-lh,lh,-30.667170245005902,-7.23287867207125,49.05226208024236,0.4274350480760866,0.018512040668397005,1093
77,7Networks_LH_DorsAttn_FEF_4-lh,lh,-21.806398165744284,5.312929678721981,59.09587647811226,0.42729815226318324,0.019755888646832778,1093
78,7Networks_LH_DorsAttn_Post_1-lh,lh,-44.205691876883705,-41.47907080056187,-24.02837216130461,0.43106153022043553,0.019732366440665144,1093
79,7Networks_LH_DorsAttn_Post_10-lh,lh,-27.93978271047577,-56.96442309226698,45.037484685883264,0.43133405007829945,0.02257112807455992,1093
80,7Networks_LH_DorsAttn_Post_11-lh,lh,-35.27278000163281,-38.49769673009557,44.12522832990632,0.41385671647842814,0.02495718175888428,1093
81,7Networks_LH_DorsAttn_Post_12-lh,lh,-34.70367788801006,-51.61386739818099,51.68537143632477,0.43211447143693715,0.021619524802495366,1093
82,7Networks_LH_DorsAttn_Post_13-lh,lh,-15.236237032457543,-69.27501632643431,54.09764610619516,0.431390220307023,0.020982306107697062,1093
83,7Networks_LH_DorsAttn_Post_14-lh,lh,-26.62689025998897,-60.30824582261152,58.1833988004712,0.4309129880185759,0.02189823607174508,1093
84,7Networks_LH_DorsAttn_Post_15-lh,lh,-9.955279937660416,-57.18201072912648,61.73898947549618,0.4460278968356335,0.019557475591188006,1093
85,7Networks_LH_DorsAttn_Post_16-lh,lh,-20.9414129970836,-53.92451153709775,63.16374481616377,0.43393660580925175,0.018535244457002414,1093
86,7Networks_LH_DorsAttn_Post_17-lh,lh,-15.386701867096406,-50.276124586138806,70.73036589658349,0.4315130401974054,0.018727641895277005,1093
87,7Networks_LH_DorsAttn_Post_2-lh,lh,-47.15596871878233,-54.06269714307735,-15.919451797095528,0.445364804066838,0.015457178127028966,1093
88,7Networks_LH_DorsAttn_Post_3-lh,lh,-53.2125022771322,-62.25397700136548,-3.8142905067428297,0.43370280992764915,0.01922525639537923,1093
89,7Networks_LH_DorsAttn_Post_4-lh,lh,-46.47895984177876,-67.84704178719133,11.128987582749277,0.4350754573959965,0.019768811058142197,1093
90,7Networks_LH_DorsAttn_Post_5-lh,lh,-26.4475365004726,-69.29530358625301,27.301863451909757,0.43176569100043855,0.01809916066022571,1093
91,7Networks_LH_DorsAttn_Post_6-lh,lh,-50.50214662977085,-33.157821261654995,40.64988930574648,0.446434297057681,0.0195547992358214,1093
92,7Networks_LH_DorsAttn_Post_7-lh,lh,-23.56977437251323,-64.05671753754487,42.030502046121136,0.43985283027338595,0.022039329833155832,1093
93,7Networks_LH_DorsAttn_Post_8-lh,lh,-41.80453570444181,-31.00647144860758,38.730709529601945,0.4392333000161787,0.02213035222483265,1093
94,7Networks_LH_DorsAttn_Post_9-lh,lh,-33.93362460633502,-47.70593910757332,38.35676895789658,0.430164847148419,0.02325117391049716,1093
95,7Networks_LH_DorsAttn_PrCv_1-lh,lh,-47.97324231275872,6.2063375440996085,24.471581162030425,0.4358769590507368,0.024508779946660987,1093
96,7Networks_LH_DorsAttn_PrCv_2-lh,lh,-49.70606513484832,0.9781463359288248,36.64115305562173,0.47876675354820003,0.01502943135966932,1093
97,7Networks_LH_Limbic_OFC_1-lh,lh,-13.292980548075713,21.18468537236926,-21.08755740952804,0.4700067176514652,0.015543345079361122,1093
