parcel_idx,label,hemi,x,y,z,rho_mean,rho_std,coverage,n_subjects
360,7Networks_RH_SomMot_37-rh,rh,14.517009213356246,-48.4923494000637,69.88299911475069,0.14402786974281914,0.039992885186328764,1.0,1096
361,7Networks_RH_SomMot_38-rh,rh,4.072558445913775,-24.107531795749917,70.02845520920701,0.14465071538119972,0.03865439339415715,1.0,1096
362,7Networks_RH_SomMot_39-rh,rh,15.58972176316259,-21.862215113010908,70.2278064983926,0.14535480920220592,0.03767277224470535,1.0,1096
363,7Networks_RH_SomMot_4-rh,rh,39.71924394478828,-21.259226856056166,3.87016308458452,0.14485595037753946,0.03684047818495678,1.0,1096
364,7Networks_RH_SomMot_40-rh,rh,10.677242035366314,-34.10032670977853,72.53431116032327,0.1451994269735497,0.0379838728628427,1.0,1096
365,7Networks_RH_SomMot_5-rh,rh,38.31698875996604,-9.508908070735078,13.669518731423278,0.14402841410339418,0.03795682504807149,1.0,1096
366,7Networks_RH_SomMot_6-rh,rh,35.73026431974817,-23.47255503232362,13.909120812963266,0.14212487368141677,0.0378577562138609,1.0,1096
367,7Networks_RH_SomMot_7-rh,rh,60.02697238660839,-27.96783253134113,10.53669749808638,0.14044191921052157,0.038122892391406864,1.0,1096
368,7Networks_RH_SomMot_8-rh,rh,62.91798085915415,-37.91018609937869,9.375149672360797,0.1438865394062695,0.041096062120914455,1.0,1096
369,7Networks_RH_SomMot_9-rh,rh,39.65330003591684,-15.134071417038257,17.82500345156743,0.14169536799880147,0.03893186461246664,1.0,1096
370,7Networks_RH_Vis_1-rh,rh,33.73421924152402,-38.76331486486799,-23.52695965246342,0.1412593748002136,0.03787675695587296,1.0,1096
371,7Networks_RH_Vis_10-rh,rh,42.00011734654484,-85.393584712311,-10.430461916392192,0.14729096378462617,0.039475305717282735,1.0,1096
372,7Networks_RH_Vis_11-rh,rh,9.3143160225989,-73.61334473694656,-5.402652717239465,0.144130856824756,0.03875503071309037,1.0,1096
373,7Networks_RH_Vis_12-rh,rh,11.603607693186133,-56.83899196154295,-3.7746265772944607,0.14526898749467512,0.03930089223166069,1.0,1096
374,7Networks_RH_Vis_13-rh,rh,24.974504228786376,-97.4432663410708,-9.269698006822171,0.1478456898304032,0.04022790771966516,1.0,1096
375,7Networks_RH_Vis_14-rh,rh,17.59583367624755,-46.90128453061922,-2.5144432037822537,0.14468975069539045,0.039590693426447866,1.0,1096
376,7Networks_RH_Vis_15-rh,rh,9.230852150714432,-92.25688443710716,0.04916290388899,0.14375065459212993,0.038445240628063516,1.0,1096
377,7Networks_RH_Vis_16-rh,rh,46.25512828862423,-70.0902906840518,5.295305901964921,0.14243419919346534,0.03979145958765815,1.0,1096
378,7Networks_RH_Vis_17-rh,rh,13.130108099305229,-48.858929297629366,2.5628123190546974,0.14017952185967733,0.038528277826207095,1.0,1096
379,7Networks_RH_Vis_18-rh,rh,32.3130364311509,-88.13911828982219,5.241248358444906,0.1371636279062789,0.03944528915845676,1.0,1096
380,7Networks_RH_Vis_19-rh,rh,10.339547792008158,-73.68011280291343,8.260370245892448,0.1458822929678127,0.03936835533019173,1.0,1096
381,7Networks_RH_Vis_2-rh,rh,32.11541472952472,-35.21119974912049,-16.925132261768,0.13979255237523794,0.04011146806851481,1.0,1096
382,7Networks_RH_Vis_20-rh,rh,22.964381222040803,-62.04981967264376,5.045612511913067,0.14024512894011593,0.04016365988067981,1.0,1096
383,7Networks_RH_Vis_21-rh,rh,22.953943878527312,-98.85429485424145,8.0702184019862,0.15382524148077445,0.04068874849433889,1.0,1096
384,7Networks_RH_Vis_22-rh,rh,40.80733049657356,-80.73856837441477,12.199606854949842,0.1389871936451132,0.03881215567796684,1.0,1096
385,7Networks_RH_Vis_23-rh,rh,12.053622078929484,-93.16523015549988,17.63867736100133,0.1402702011856459,0.039246655787386314,1.0,1096
386,7Networks_RH_Vis_24-rh,rh,16.748238741801334,-67.17483728848971,18.483881677480845,0.14455042372088,0.04011995071484295,1.0,1096
387,7Networks_RH_Vis_25-rh,rh,3.802205753045451,-80.82202438714127,21.99782957532992,0.1382347610109944,0.039521872443984786,1.0,1096
388,7Networks_RH_Vis_26-rh,rh,25.90658140854097,-85.26218314909599,18.995517891897283,0.13951397270169066,0.03887596596397722,1.0,1096
389,7Networks_RH_Vis_27-rh,rh,32.80195320238213,-77.03491728430505,22.98504142338047,0.13885238629426103,0.03924321072401347,1.0,1096
390,7Networks_RH_Vis_28-rh,rh,14.670695726346162,-77.49335751291049,32.26194643246925,0.14335959134380885,0.0397621939400422,1.0,1096
391,7Networks_RH_Vis_29-rh,rh,16.143456727149132,-86.62943916770764,35.24504573317061,0.14645494908724474,0.03758902194667988,1.0,1096
392,7Networks_RH_Vis_3-rh,rh,34.348148072284204,-56.77809410095215,-19.407818172288977,0.15511724466764515,0.03972327883464746,1.0,1096
393,7Networks_RH_Vis_30-rh,rh,26.223940292994182,-74.16139449013605,34.68717503106153,0.14710898270082312,0.03832547087861095,1.0,1096
394,7Networks_RH_Vis_4-rh,rh,35.16700399588354,-74.64857728140694,-15.22465385117146,0.14208551382802503,0.03779142527014586,1.0,1096
395,7Networks_RH_Vis_5-rh,rh,27.712463258849787,-53.399379567567465,-9.545823355737676,0.14270400428057797,0.03762329256977761,1.0,1096
396,7Networks_RH_Vis_6-rh,rh,23.59006001016368,-73.18717395533686,-10.34537283130314,0.1467187174115334,0.038157686022765556,1.0,1096
397,7Networks_RH_Vis_7-rh,rh,18.001350845446428,-37.05780879390296,-10.671143614504324,0.1488449532382653,0.03904080182200825,1.0,1096
398,7Networks_RH_Vis_8-rh,rh,20.84336173317649,-88.07011144464666,-11.322577492107044,0.14477200220550682,0.03818519229567656,1.0,1096
399,7Networks_RH_Vis_9-rh,rh,47.3416371365811,-67.99293328549,-7.595575102717007,0.14588376013707346,0.03893096201056125,1.0,1096
