parcel_idx,x,y,z,tau_fmri,spectral_exp,alff,falff,rho_fmri,n_subjects
132,-44.991044776119395,-41.343283582089555,46.74029850746268,5.348633357265961,1.1818517103618686,3.525951204751145,0.9096469210370772,0.5571060578759774,68
133,-60.484693877551024,-48.86734693877551,-9.73979591836735,4.275728091392167,0.25855290327560776,3.2497513697294638,0.8219310698337535,0.5993641215309512,68
134,-27.05202312138728,49.28323699421966,-13.739884393063583,4.934487196473564,0.7482950597278338,3.379082354670513,0.8662333315776243,0.5795731985855461,68
135,-41.88550983899822,49.116279069767444,-6.504472271914139,5.063748206422768,0.9038096294693365,3.345649312906371,0.8792639781893306,0.5731878029550678,68
136,-47.87335092348286,35.05540897097626,10.474934036939317,5.134949677301408,0.9418458842068589,3.3742700387549895,0.8838865403689322,0.5685244943300702,68
137,-38.19166666666666,49.05000000000001,11.00833333333334,5.113317436490996,0.853103096667144,3.3621937156576593,0.8784923559631739,0.5707142998128971,68
138,-27.594936708860757,56.810126582278485,12.956962025316457,4.8174492759625265,0.8068241186707182,3.461901297054494,0.8891034932745036,0.573923811123072,68
139,-41.609403254972875,37.66003616636527,21.89150090415913,5.258715800088731,1.078407593066527,3.451467168539333,0.8955658083532391,0.5626790813778116,68
140,-44.371584699453564,20.21311475409837,27.23770491803279,5.144912791936673,1.0007141423751416,3.415518064586407,0.8968127506519866,0.5631470998516628,68
141,-39.173553719008254,7.396694214876021,33.46280991735537,4.782247510373834,0.7656242738672583,3.3838498969226096,0.8784884564700305,0.573816798395519,68
142,-35.90954773869346,31.9748743718593,38.53768844221105,4.914554870145399,0.9180608271030316,3.494611444431347,0.8991286530740579,0.5693534044831138,68
143,-33.392405063291136,16.468354430379748,-8.34177215189873,4.738168924724662,0.6504792425413478,3.3111759339512297,0.8516133035714774,0.5846025259488086,68
144,-9.07352941176471,-77.08088235294117,45.330882352941174,4.2758838619595565,0.32498412866781357,3.306070469467611,0.8313968334646267,0.5944103182793702,68
145,-4.955555555555549,-63.837037037037035,51.970370370370375,4.855872485500932,0.823343026056737,3.38661141674047,0.8825888217634751,0.569248491101224,68
146,-3.3013698630137043,6.3835616438356055,28.534246575342465,4.7169906418959835,0.7848613698677775,3.3741012893226676,0.8955179755986087,0.5726901839312613,68
147,-4.063999999999993,-21.695999999999998,28.944000000000003,5.268892709918004,1.2707469427547409,3.603242243352691,0.9146215405973583,0.5524596465816031,68
148,-3.7149122807017534,28.070175438596493,47.118421052631575,5.326894178157524,0.9272726682404746,3.3301515156750146,0.8899004806163546,0.5657783702753968,68
