# Schaefer parcellation centroids in fsaverage surface space
# Coordinate convention: x=ML, y=AP, z=DV (RAS orientation)
# n_parcels=400, n_networks=7
# Limitations: coordinates are surface-based, not MNI volumetric
parcel_idx,label,hemi,network,x,y,z
239,7Networks_RH_Default_PFCdPFCm_6-rh,rh,Default,3.8368462746260596,21.711594576913804,21.371467330807544
240,7Networks_RH_Default_PFCdPFCm_7-rh,rh,Default,6.198490611497347,54.509296135429864,30.654135791675465
241,7Networks_RH_Default_PFCdPFCm_8-rh,rh,Default,18.79265238505439,48.524081569554916,35.24343968205598
242,7Networks_RH_Default_PFCdPFCm_9-rh,rh,Default,4.954849225102049,40.90822325330792,38.285303289240055
243,7Networks_RH_Default_PFCv_1-rh,rh,Default,34.27081070623454,21.02159628896318,-17.531312066704565
244,7Networks_RH_Default_PFCv_2-rh,rh,Default,34.08088187124471,36.03029393086507,-12.585957857593256
245,7Networks_RH_Default_PFCv_3-rh,rh,Default,48.05995820126857,31.190751683007704,-6.094201975800245
246,7Networks_RH_Default_PFCv_4-rh,rh,Default,52.64648396056376,23.043459775712755,8.024921463448324
247,7Networks_RH_Default_Par_1-rh,rh,Default,47.57667186737061,-49.14187300364176,16.539062418937682
248,7Networks_RH_Default_Par_2-rh,rh,Default,42.55005280819932,-66.14002597676536,19.68927357100338
249,7Networks_RH_Default_Par_3-rh,rh,Default,48.5526318569415,-57.537798985778565,24.667606736966956
250,7Networks_RH_Default_Par_4-rh,rh,Default,53.76739533201804,-51.02891871291666,26.715109903255975
251,7Networks_RH_Default_Par_5-rh,rh,Default,44.072940162990406,-67.54807635619974,39.64125069103846
252,7Networks_RH_Default_Temp_1-rh,rh,Default,53.53213134896201,1.1876589927557926,-30.469456115386887
253,7Networks_RH_Default_Temp_2-rh,rh,Default,61.84137821422965,-15.036201773383093,-22.79083654841069
254,7Networks_RH_Default_Temp_3-rh,rh,Default,50.75050901307713,9.91206988515044,-19.357059238736756
255,7Networks_RH_Default_Temp_4-rh,rh,Default,54.60705314975463,-11.22631081825231,-13.954414818114369
256,7Networks_RH_Default_Temp_5-rh,rh,Default,62.63798049217047,-29.721897098629974,-8.070959416840427
257,7Networks_RH_Default_Temp_6-rh,rh,Default,48.593167933886264,-26.478109953204175,-6.890964917723239
258,7Networks_RH_Default_Temp_7-rh,rh,Default,61.80421009151617,-42.416495397892966,-0.9022873837826988
259,7Networks_RH_Default_Temp_8-rh,rh,Default,48.789136233172016,-37.17882288685476,0.8362984158140443
260,7Networks_RH_Default_pCunPCC_1-rh,rh,Default,11.371401494780145,-56.735878458270776,13.294874331200278
261,7Networks_RH_Default_pCunPCC_2-rh,rh,Default,4.470121007799451,-44.1611646641799,20.471178127768262
262,7Networks_RH_Default_pCunPCC_3-rh,rh,Default,16.043998142930327,-64.62959662265465,26.699371850685996
263,7Networks_RH_Default_pCunPCC_4-rh,rh,Default,4.632948196223766,-52.26327028337693,24.680937318612408
264,7Networks_RH_Default_pCunPCC_5-rh,rh,Default,4.057480467457167,-62.766607130077524,31.82082361906347
265,7Networks_RH_Default_pCunPCC_6-rh,rh,Default,5.061209592025379,-39.29035188483977,36.50329726726588
266,7Networks_RH_Default_pCunPCC_7-rh,rh,Default,2.2020231840274147,-18.82170599525895,39.060024178374356
267,7Networks_RH_Default_pCunPCC_8-rh,rh,Default,11.215948670823998,-51.382518390405956,36.54573605261116
268,7Networks_RH_Default_pCunPCC_9-rh,rh,Default,6.368820904090652,-49.408953376438305,44.86351006804502
269,7Networks_RH_DorsAttn_FEF_1-rh,rh,DorsAttn,38.313561353190195,-3.6349047379636463,50.737094636621144
270,7Networks_RH_DorsAttn_FEF_2-rh,rh,DorsAttn,26.464219323712594,-3.432914727188832,49.81678637927657
271,7Networks_RH_DorsAttn_FEF_3-rh,rh,DorsAttn,23.17010997404063,-4.0560777483228785,59.61092115084983
272,7Networks_RH_DorsAttn_Post_1-rh,rh,DorsAttn,46.348202926374704,-53.78820482494301,-16.448455304788023
273,7Networks_RH_DorsAttn_Post_10-rh,rh,DorsAttn,27.60359283239019,-61.39694359639738,46.259608294768604
274,7Networks_RH_DorsAttn_Post_11-rh,rh,DorsAttn,33.524815552374896,-47.94944888703964,41.1034790207358
275,7Networks_RH_DorsAttn_Post_12-rh,rh,DorsAttn,19.251976292190456,-66.94902267552264,50.07701479802366
276,7Networks_RH_DorsAttn_Post_13-rh,rh,DorsAttn,33.37628368430611,-39.10428724828372,46.323786809833734
277,7Networks_RH_DorsAttn_Post_14-rh,rh,DorsAttn,32.46562377660196,-52.07061060395514,49.57190646265659
278,7Networks_RH_DorsAttn_Post_15-rh,rh,DorsAttn,6.615711579632885,-69.514271546751,51.981414178134266
279,7Networks_RH_DorsAttn_Post_16-rh,rh,DorsAttn,25.682524452120553,-58.1057635309535,56.53086211464622
280,7Networks_RH_DorsAttn_Post_17-rh,rh,DorsAttn,5.917152761611425,-54.19254711198761,58.621544873680094
281,7Networks_RH_DorsAttn_Post_18-rh,rh,DorsAttn,11.909115404998719,-63.07773404205382,63.018327955630426
282,7Networks_RH_DorsAttn_Post_19-rh,rh,DorsAttn,23.593890755899835,-50.32747355257527,63.883427716373056
283,7Networks_RH_DorsAttn_Post_2-rh,rh,DorsAttn,54.87458081135262,-57.929569792039324,-1.6242633325671363
284,7Networks_RH_DorsAttn_Post_3-rh,rh,DorsAttn,48.45947062045222,-59.93395796876396,10.310884260313331
285,7Networks_RH_DorsAttn_Post_4-rh,rh,DorsAttn,40.541916154660846,-77.21403955577411,30.873190266859154
286,7Networks_RH_DorsAttn_Post_5-rh,rh,DorsAttn,28.38978977378355,-65.32357463311712,32.141261043023626
287,7Networks_RH_DorsAttn_Post_6-rh,rh,DorsAttn,52.894971131305304,-28.002365602765764,42.98658286114128
288,7Networks_RH_DorsAttn_Post_7-rh,rh,DorsAttn,16.47575874889598,-75.87437212700938,45.440541286094515
289,7Networks_RH_DorsAttn_Post_8-rh,rh,DorsAttn,36.63401797503773,-41.28795124107683,38.286859454763245
290,7Networks_RH_DorsAttn_Post_9-rh,rh,DorsAttn,40.97849275143211,-31.310590812225147,41.087894259436986
291,7Networks_RH_DorsAttn_PrCv_1-rh,rh,DorsAttn,46.47460315626796,7.09831048766041,25.061566590108807
292,7Networks_RH_Limbic_OFC_1-rh,rh,Limbic,14.079844274174981,18.34913328941622,-21.006484159163243
293,7Networks_RH_Limbic_OFC_2-rh,rh,Limbic,23.775841848137453,20.96035031559541,-21.036142926855184
294,7Networks_RH_Limbic_OFC_3-rh,rh,Limbic,8.748649224337296,40.315518832882404,-24.000327735777326
295,7Networks_RH_Limbic_OFC_4-rh,rh,Limbic,21.647665709591983,39.923071486226625,-19.1825046475014
296,7Networks_RH_Limbic_OFC_5-rh,rh,Limbic,4.75263882353461,19.991875132865456,-21.278777542904283
297,7Networks_RH_Limbic_OFC_6-rh,rh,Limbic,9.64704330301122,60.16479338558054,-14.816802146084886
298,7Networks_RH_Limbic_TempPole_1-rh,rh,Limbic,29.574761824872972,-4.768859522915494,-38.516588140360106
299,7Networks_RH_Limbic_TempPole_2-rh,rh,Limbic,50.46374282550454,-11.901481811003817,-38.40162119668476
300,7Networks_RH_Limbic_TempPole_3-rh,rh,Limbic,40.75116325458247,11.491265406882215,-37.33728399119926
301,7Networks_RH_Limbic_TempPole_4-rh,rh,Limbic,39.96872856977906,-18.480383260926203,-28.571150450309965
302,7Networks_RH_Limbic_TempPole_5-rh,rh,Limbic,30.64272738968509,8.083568287685285,-28.46018266790584
303,7Networks_RH_Limbic_TempPole_6-rh,rh,Limbic,47.899293777127525,-32.70247620545858,-26.527562391799695
304,7Networks_RH_Limbic_TempPole_7-rh,rh,Limbic,22.435375809669495,-20.49568425392618,-25.147459710130885
305,7Networks_RH_SalVentAttn_FrOperIns_1-rh,rh,SalVentAttn,41.981187423676936,-0.33116108269861366,-14.979981759577306
306,7Networks_RH_SalVentAttn_FrOperIns_2-rh,rh,SalVentAttn,40.967557941644,7.767952047509537,-2.0754919730171832
307,7Networks_RH_SalVentAttn_FrOperIns_3-rh,rh,SalVentAttn,41.30119235476932,-13.839918048961742,-4.574036725030558
308,7Networks_RH_SalVentAttn_FrOperIns_4-rh,rh,SalVentAttn,39.12488603397291,0.028727788972307225,6.171664282352644
309,7Networks_RH_SalVentAttn_FrOperIns_5-rh,rh,SalVentAttn,36.112022394393755,21.281929976673332,5.602545683507199
310,7Networks_RH_SalVentAttn_FrOperIns_6-rh,rh,SalVentAttn,37.42141387129077,4.213974989060351,11.487201983446901
311,7Networks_RH_SalVentAttn_FrOperIns_7-rh,rh,SalVentAttn,49.480768540918355,2.962070921519501,4.01449540630413
312,7Networks_RH_SalVentAttn_FrOperIns_8-rh,rh,SalVentAttn,52.82435532654224,10.208086172739664,13.132418039148407
313,7Networks_RH_SalVentAttn_Med_1-rh,rh,SalVentAttn,7.585728896351961,16.395244640006116,36.34647055067254
314,7Networks_RH_SalVentAttn_Med_2-rh,rh,SalVentAttn,7.356912833743144,0.2745236418781872,43.25901147537145
315,7Networks_RH_SalVentAttn_Med_3-rh,rh,SalVentAttn,12.931206527275124,-32.72201663002449,41.92644299917271
316,7Networks_RH_SalVentAttn_Med_4-rh,rh,SalVentAttn,6.036390720934108,9.63839429282192,53.73862471096758
317,7Networks_RH_SalVentAttn_Med_5-rh,rh,SalVentAttn,12.367558380722496,-43.919770462100516,52.133988354947164
318,7Networks_RH_SalVentAttn_Med_6-rh,rh,SalVentAttn,11.300935133474844,-32.3369916845251,47.6872664670591
319,7Networks_RH_SalVentAttn_Med_7-rh,rh,SalVentAttn,6.491606072125681,-2.7849257868401716,65.25174341290437
320,7Networks_RH_SalVentAttn_Med_8-rh,rh,SalVentAttn,16.81648499379724,5.63756817630571,66.50696219428112
321,7Networks_RH_SalVentAttn_PFCl_1-rh,rh,SalVentAttn,32.15586728276433,39.53848211614935,26.49043172801937
322,7Networks_RH_SalVentAttn_PrC_1-rh,rh,SalVentAttn,47.79780671762865,2.2614182842202313,39.861866790194846
323,7Networks_RH_SalVentAttn_TempOccPar_1-rh,rh,SalVentAttn,56.839385596949136,-50.53383529395388,8.114580490562524
324,7Networks_RH_SalVentAttn_TempOccPar_2-rh,rh,SalVentAttn,48.916623067937905,-42.87915146740702,10.043370626879641
325,7Networks_RH_SalVentAttn_TempOccPar_3-rh,rh,SalVentAttn,58.09814796935924,-44.78331820751239,18.535297371133808
326,7Networks_RH_SalVentAttn_TempOccPar_4-rh,rh,SalVentAttn,54.739830735150505,-34.855605098672584,23.026261487589704
327,7Networks_RH_SalVentAttn_TempOccPar_5-rh,rh,SalVentAttn,57.69827638294981,-26.170714910608453,25.365206347647494
328,7Networks_RH_SalVentAttn_TempOccPar_6-rh,rh,SalVentAttn,59.34533298094891,-32.21774297913004,35.75224575922389
329,7Networks_RH_SalVentAttn_TempOccPar_7-rh,rh,SalVentAttn,57.98018251452363,-43.38525100004049,33.54077320859914
330,7Networks_RH_SomMot_1-rh,rh,SomMot,54.16707049868234,-3.1325528045209343,-4.817231903234957
331,7Networks_RH_SomMot_10-rh,rh,SomMot,40.146711502240336,-30.904767385292878,17.142110249696874
332,7Networks_RH_SomMot_11-rh,rh,SomMot,49.124778318940926,-14.591447607854779,14.545440470234732
333,7Networks_RH_SomMot_12-rh,rh,SomMot,59.36088851699255,-2.1840281121591505,9.89366909256555
334,7Networks_RH_SomMot_13-rh,rh,SomMot,47.571076597486226,-25.194978490167735,17.386464291689347
335,7Networks_RH_SomMot_14-rh,rh,SomMot,62.31803682872227,-15.638313655342374,16.307944854668207
336,7Networks_RH_SomMot_15-rh,rh,SomMot,59.979779827233514,4.343431564284996,31.272222819472805
337,7Networks_RH_SomMot_16-rh,rh,SomMot,55.97383255349066,-8.665662223994998,28.3367738426692
338,7Networks_RH_SomMot_17-rh,rh,SomMot,58.6717884288666,-19.05908757287103,32.782994581967664
339,7Networks_RH_SomMot_18-rh,rh,SomMot,47.22718268174391,-10.461100134712,36.27267553714606
340,7Networks_RH_SomMot_19-rh,rh,SomMot,51.366038976571495,-22.07235040114476,40.97237098522675
341,7Networks_RH_SomMot_2-rh,rh,SomMot,62.27627736473283,-24.248087418615007,-1.573212818450381
342,7Networks_RH_SomMot_20-rh,rh,SomMot,10.85787755087762,-16.374574887003874,42.29369466047548
343,7Networks_RH_SomMot_21-rh,rh,SomMot,49.64813986717754,-15.760309406637786,47.72572051218269
344,7Networks_RH_SomMot_22-rh,rh,SomMot,41.20006065468514,-12.802968873091393,46.234237665905376
345,7Networks_RH_SomMot_23-rh,rh,SomMot,46.0530230812598,-28.567303431632222,53.83086544379609
346,7Networks_RH_SomMot_24-rh,rh,SomMot,7.458931906394709,-9.311182114533057,49.57925182666654
347,7Networks_RH_SomMot_25-rh,rh,SomMot,38.75372867638569,-22.786434736007298,51.48008764435423
348,7Networks_RH_SomMot_26-rh,rh,SomMot,35.22973374826177,-19.34261807082767,59.3431970309482
349,7Networks_RH_SomMot_27-rh,rh,SomMot,31.363481462422143,-36.75099741151538,59.3115878730634
350,7Networks_RH_SomMot_28-rh,rh,SomMot,29.776935271342367,-42.28359443751994,58.28797455161895
351,7Networks_RH_SomMot_29-rh,rh,SomMot,32.21193271912869,-28.384141826029843,58.18446229538828
352,7Networks_RH_SomMot_3-rh,rh,SomMot,53.369037675493544,-18.244371210800782,6.734288401347194
353,7Networks_RH_SomMot_30-rh,rh,SomMot,3.9818090200424194,-24.704219892187027,56.86575749468263
354,7Networks_RH_SomMot_31-rh,rh,SomMot,28.26973286867142,-11.522211138010025,60.640694184303285
355,7Networks_RH_SomMot_32-rh,rh,SomMot,8.84448964238402,-41.644575999333306,65.66025912267922
356,7Networks_RH_SomMot_33-rh,rh,SomMot,21.113430320995004,-26.097218609210728,60.7053500958978
357,7Networks_RH_SomMot_34-rh,rh,SomMot,21.24476136853618,-30.0118748264928,62.39330081939697
358,7Networks_RH_SomMot_35-rh,rh,SomMot,21.668704249847558,-36.933585243767475,66.25574120978044
359,7Networks_RH_SomMot_36-rh,rh,SomMot,15.91704198134573,-9.38943478747418,66.94574837132504
360,7Networks_RH_SomMot_37-rh,rh,SomMot,14.517009213356246,-48.4923494000637,69.88299911475069
361,7Networks_RH_SomMot_38-rh,rh,SomMot,4.072558445913775,-24.107531795749914,70.02845520920701
362,7Networks_RH_SomMot_39-rh,rh,SomMot,15.58972176316259,-21.862215113010908,70.2278064983926
363,7Networks_RH_SomMot_4-rh,rh,SomMot,39.719243944788275,-21.259226856056166,3.8701630845845196
364,7Networks_RH_SomMot_40-rh,rh,SomMot,10.677242035366314,-34.10032670977853,72.53431116032327
365,7Networks_RH_SomMot_5-rh,rh,SomMot,38.31698875996604,-9.508908070735078,13.669518731423278
366,7Networks_RH_SomMot_6-rh,rh,SomMot,35.73026431974817,-23.47255503232362,13.909120812963266
367,7Networks_RH_SomMot_7-rh,rh,SomMot,60.026972386608385,-27.967832531341134,10.536697498086381
368,7Networks_RH_SomMot_8-rh,rh,SomMot,62.91798085915415,-37.910186099378684,9.375149672360797
369,7Networks_RH_SomMot_9-rh,rh,SomMot,39.65330003591684,-15.134071417038257,17.82500345156743
370,7Networks_RH_Vis_1-rh,rh,Vis,33.73421924152402,-38.763314864867986,-23.52695965246342
371,7Networks_RH_Vis_10-rh,rh,Vis,42.00011734654484,-85.393584712311,-10.430461916392192
372,7Networks_RH_Vis_11-rh,rh,Vis,9.3143160225989,-73.61334473694656,-5.402652717239465
373,7Networks_RH_Vis_12-rh,rh,Vis,11.603607693186133,-56.83899196154295,-3.7746265772944607
374,7Networks_RH_Vis_13-rh,rh,Vis,24.974504228786376,-97.44326634107081,-9.269698006822171
375,7Networks_RH_Vis_14-rh,rh,Vis,17.59583367624755,-46.90128453061922,-2.5144432037822537
376,7Networks_RH_Vis_15-rh,rh,Vis,9.230852150714432,-92.25688443710716,0.04916290388899003
377,7Networks_RH_Vis_16-rh,rh,Vis,46.25512828862423,-70.0902906840518,5.295305901964921
378,7Networks_RH_Vis_17-rh,rh,Vis,13.130108099305227,-48.858929297629366,2.5628123190546974
379,7Networks_RH_Vis_18-rh,rh,Vis,32.3130364311509,-88.13911828982219,5.241248358444906
380,7Networks_RH_Vis_19-rh,rh,Vis,10.339547792008158,-73.68011280291343,8.260370245892448
381,7Networks_RH_Vis_2-rh,rh,Vis,32.115414729524716,-35.21119974912049,-16.925132261768
382,7Networks_RH_Vis_20-rh,rh,Vis,22.964381222040803,-62.04981967264376,5.045612511913067
383,7Networks_RH_Vis_21-rh,rh,Vis,22.953943878527312,-98.85429485424145,8.0702184019862
384,7Networks_RH_Vis_22-rh,rh,Vis,40.80733049657356,-80.73856837441477,12.199606854949842
385,7Networks_RH_Vis_23-rh,rh,Vis,12.053622078929484,-93.16523015549987,17.63867736100133
386,7Networks_RH_Vis_24-rh,rh,Vis,16.748238741801334,-67.17483728848971,18.483881677480845
387,7Networks_RH_Vis_25-rh,rh,Vis,3.802205753045451,-80.82202438714127,21.99782957532992
388,7Networks_RH_Vis_26-rh,rh,Vis,25.90658140854097,-85.26218314909599,18.995517891897283
389,7Networks_RH_Vis_27-rh,rh,Vis,32.80195320238213,-77.03491728430505,22.98504142338047
390,7Networks_RH_Vis_28-rh,rh,Vis,14.670695726346162,-77.49335751291049,32.26194643246925
391,7Networks_RH_Vis_29-rh,rh,Vis,16.143456727149132,-86.62943916770764,35.24504573317061
392,7Networks_RH_Vis_3-rh,rh,Vis,34.348148072284204,-56.778094100952146,-19.407818172288977
393,7Networks_RH_Vis_30-rh,rh,Vis,26.223940292994182,-74.16139449013605,34.68717503106153
394,7Networks_RH_Vis_4-rh,rh,Vis,35.16700399588354,-74.64857728140694,-15.224653851171459
395,7Networks_RH_Vis_5-rh,rh,Vis,27.712463258849787,-53.399379567567465,-9.545823355737676
396,7Networks_RH_Vis_6-rh,rh,Vis,23.59006001016368,-73.18717395533686,-10.345372831303141
397,7Networks_RH_Vis_7-rh,rh,Vis,18.001350845446428,-37.057808793902964,-10.671143614504325
398,7Networks_RH_Vis_8-rh,rh,Vis,20.84336173317649,-88.07011144464666,-11.322577492107044
399,7Networks_RH_Vis_9-rh,rh,Vis,47.3416371365811,-67.99293328549,-7.595575102717007
400,Background+FreeSurfer_Defined_Medial_Wall-lh,lh,Medial,-12.927223709121943,-14.805977137428753,-2.9306384953042297
401,Background+FreeSurfer_Defined_Medial_Wall-rh,rh,Medial,14.488005698722684,-14.416797172351806,-2.7511889510056853
