parcel_idx,label,hemi,tau_mean,rho_mean,tau_r2_mean,rho_r2_mean,x,y,z,tau_resid,rho_resid
216,7Networks_RH_Cont_PFCl_9-rh,rh,0.010426658153459402,0.6024710282939663,0.8351150963920931,0.999892486070984,46.76786480805813,27.62840656745128,27.253773429454903,-0.007730001028256378,0.0006888737865842209
217,7Networks_RH_Cont_PFCmp_1-rh,rh,0.018944798967657533,0.5981223194621181,0.8619188023878906,0.9999270412330551,8.97032985015802,32.04564013968994,26.07139907392076,0.0008804687373054308,-0.0040374412720590724
218,7Networks_RH_Cont_PFCmp_2-rh,rh,0.012443501485774678,0.5998822782587901,0.8574291208817044,0.9999041596105211,4.795652627189261,25.6176882696983,46.74457559721595,-0.00349557795438824,0.00014979284498306544
219,7Networks_RH_Cont_PFCv_1-rh,rh,0.0404548357324304,0.6050387310430884,0.5777840911875829,0.9999109223861535,34.285116081341734,21.91055755069535,-6.664761837805324,0.020300078727909496,-0.0005221697732412656
220,7Networks_RH_Cont_Par_1-rh,rh,0.00935289494787521,0.601695798440927,0.8422247073765301,0.9998908599855378,51.18898262374702,-56.87642972770779,41.70235615215082,-0.0013917665000521915,0.0030617617361020644
221,7Networks_RH_Cont_Par_2-rh,rh,0.009795798415946399,0.6041298063294528,0.8468533989137851,0.999891989339161,52.00346158599854,-46.91642377471924,40.77199843597412,-0.001781482863382906,0.005217719350795513
222,7Networks_RH_Cont_Par_3-rh,rh,0.012510280671652703,0.5975165469016877,0.7767975782056996,0.9999091623189811,32.362512693734004,-67.84252778415022,42.07948364389354,0.0028773558665007148,-0.0009630386165961902
223,7Networks_RH_Cont_Par_4-rh,rh,0.0123788663425879,0.5989763800732714,0.8356037116924714,0.9999064093047756,49.114118170044506,-38.99513814788865,44.43647093137592,0.000525145399710332,0.0003243692558571043
224,7Networks_RH_Cont_Par_5-rh,rh,0.014661218888731686,0.5968489475221287,0.8095552984097485,0.9999139407291442,42.90274063508902,-48.25392402819733,40.48044496507787,0.0032864972308483432,-0.0021122357262425284
225,7Networks_RH_Cont_Par_6-rh,rh,0.012587531689123459,0.597813305344146,0.8034762198299469,0.9999086603078168,38.11645154143165,-57.00652062787152,44.25646655490039,0.002226724214309991,-0.0005877403744561915
226,7Networks_RH_Cont_Temp_1-rh,rh,0.0078101817681613655,0.610303478540352,0.8499439563419839,0.9998698686318357,58.97514143091862,-35.62536605738761,-20.49556885265125,-0.009407441930103696,0.004311802235567486
227,7Networks_RH_Cont_Temp_2-rh,rh,0.0067512541967568816,0.6086427846687273,0.8736673898485229,0.9998700556715618,60.88816406357456,-47.586759943357656,-10.291781403649022,-0.00880961293159783,0.0040225110667733155
228,7Networks_RH_Cont_pCun_1-rh,rh,0.017371013249982976,0.5929615249241039,0.6239363183617168,0.9999279839791498,12.853132706157044,-70.58133080102115,36.26859003133168,0.007765266879941649,-0.006210461722509275
229,7Networks_RH_Cont_pCun_2-rh,rh,0.015420138270950847,0.5938876889986244,0.6592763025205971,0.9999258413413936,5.498088653018245,-62.45582795544751,43.55214358763527,0.005860812625635937,-0.004639277054147906
230,7Networks_RH_Default_PFCdPFCm_1-rh,rh,0.05012563236189458,0.6005828516876892,0.7009680462739445,0.999926147411267,5.588297783452536,37.42104409807124,-9.593708101057,0.028969636349631078,-0.005709496689893734
231,7Networks_RH_Default_PFCdPFCm_10-rh,rh,0.014246579333188859,0.600649315439506,0.8415830237617065,0.9999109159643513,25.31312210389546,31.00944399493081,39.36191293512072,-0.002944243525008527,7.859522378028672e-05
232,7Networks_RH_Default_PFCdPFCm_11-rh,rh,0.010724866615620473,0.601446719859892,0.863430221283993,0.9998938682602343,13.267370673931804,37.36956202311247,51.487659948928304,-0.005851525572161386,0.002077864249230399
233,7Networks_RH_Default_PFCdPFCm_12-rh,rh,0.014178782139609781,0.6003979902235153,0.856306212309459,0.9999131840720786,23.762133992209066,20.444972563866443,49.20852863772774,-0.0014406160757317512,0.001118404489008351
234,7Networks_RH_Default_PFCdPFCm_13-rh,rh,0.009742379598306579,0.6009052651753489,0.8716572175214375,0.9998941515214292,12.232005817172114,18.632650527058868,62.18023994475642,-0.004589225630788105,0.003070201340414802
235,7Networks_RH_Default_PFCdPFCm_2-rh,rh,0.012555110339735632,0.6073786871851443,0.7961252431776829,0.9998888224822399,9.803337070420817,64.31052014998356,2.1734403552995487,-0.009782103377501761,0.0019549225016640692
236,7Networks_RH_Default_PFCdPFCm_3-rh,rh,0.027979825328693777,0.6002080348511528,0.683613193604032,0.9999175660274467,8.43134450712334,40.7287696766328,5.949203541510663,0.007726903390063492,-0.004377556861245524
237,7Networks_RH_Default_PFCdPFCm_4-rh,rh,0.014325392173077727,0.6032888800162987,0.8127460755769611,0.9999022101613404,8.173263098639465,49.435463988704726,14.053490551931263,-0.005958815544686727,-0.0005382898007959547
238,7Networks_RH_Default_PFCdPFCm_5-rh,rh,0.012480846129111543,0.6041608570020418,0.8271754179966604,0.999894350646535,17.81460848293272,61.53761652827872,17.781020677881713,-0.008560833914100249,0.0005817000216303825
239,7Networks_RH_Default_PFCdPFCm_6-rh,rh,0.02027203874945472,0.598085216780351,0.769553668044994,0.9999123939085665,3.83684627462606,21.711594576913804,21.371467330807544,0.0026959911885372986,-0.00444380887885687
240,7Networks_RH_Default_PFCdPFCm_7-rh,rh,0.011329683634700487,0.6030029043057535,0.8571828325045199,0.999893348198263,6.198490611497347,54.50929613542986,30.654135791675465,-0.008037700688442981,0.000949307371894359
