parcel_idx,label,hemi,network,tau_mean,tau_median,tau_std,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,ts_rms_mean,n_subjects,x,y,z,alpha_rel,beta_rel,gamma_rel,spectral_slope
134,7Networks_LH_SomMot_11-lh,lh,SomMot,0.0080194999816344,0.0062846968733825,0.0080121614146058,0.6050406573442388,0.605647626584521,0.0058609526489574,0.8757993279093828,0.9998804355103104,1.0,1.0,208,-60.038825685568085,-19.98567181373921,18.521731339629167,0.1452317172958105,0.3960097833899686,0.20735308963872345,0.2389803958821301
135,7Networks_LH_SomMot_12-lh,lh,SomMot,0.008649281335853,0.0070104868602405,0.0078311552220576,0.6041954831940157,0.604405627953535,0.0075993983165996,0.8645125384768391,0.9998850747333256,1.0,1.0,208,-58.84164334007316,-5.112528729102339,22.820865601232047,0.1463327889545177,0.3886160529685113,0.19383131415849653,0.29174400135865375
136,7Networks_LH_SomMot_13-lh,lh,SomMot,0.0075185595265705,0.0059450578786672,0.0079502960660294,0.60489375249053,0.605883465365697,0.0057562094819939,0.8822394132570822,0.9998801768325908,1.0,1.0,208,-62.35561814361916,-12.373987597159909,31.45366324088424,0.14546884772686502,0.3998060113012181,0.20700465270812482,0.23126432583515896
137,7Networks_LH_SomMot_14-lh,lh,SomMot,0.0119397490666876,0.0107769038618117,0.0078375527893405,0.5995843192468732,0.6001122503614982,0.0070540001096132,0.8341737867079015,0.999904150302104,1.0,1.0,208,-50.190783267419775,-10.547492154242454,28.73387516541377,0.17183154357907526,0.3576142860205286,0.15431716249972252,0.4510413887967659
138,7Networks_LH_SomMot_15-lh,lh,SomMot,0.009608963561311,0.0080184359762633,0.0080972776953045,0.6011872139063927,0.6022232894408097,0.0070599394066743,0.852526147531961,0.9998938834068002,1.0,1.0,208,-53.3214094234946,-23.75585824414029,37.91048008757211,0.17216912371642185,0.38193186087038805,0.17310420780375968,0.3348077833451242
139,7Networks_LH_SomMot_16-lh,lh,SomMot,0.0110213531234012,0.0093296687781909,0.0080909715724594,0.5993588911897797,0.5997571826672259,0.0074805992908805,0.8356484629956327,0.999904755179564,1.0,1.0,208,-49.83749240769976,-10.013368644769963,40.2321214262352,0.17957172095364637,0.36392782160523346,0.15234244484069318,0.42670694920108604
140,7Networks_LH_SomMot_17-lh,lh,SomMot,0.0121403561530265,0.0107455909980447,0.0079737789295755,0.5982538374529849,0.5987490258299195,0.007887832136474,0.8215150468420931,0.9999075543258092,1.0,1.0,208,-45.774021628853326,-17.987458420800163,37.90019580200836,0.1934671307769851,0.3596379903083847,0.14386788687432978,0.44285255394008255
141,7Networks_LH_SomMot_18-lh,lh,SomMot,0.0116425160674768,0.0105719023097648,0.0060081812275771,0.5976620217519926,0.59795399268369,0.007479120895704,0.8594633723278732,0.9999070608471642,1.0,1.0,208,-8.743129790720923,-13.75252651180579,45.59628399935636,0.15913894946380117,0.34855280816646916,0.14962461208528446,0.48969679669756094
142,7Networks_LH_SomMot_19-lh,lh,SomMot,0.0129940253937312,0.0109950834086266,0.0085815740680142,0.5975029077870445,0.5977655244155391,0.0111183615863483,0.75038983730891,0.9999156236550074,1.0,1.0,208,-38.86746629572385,-16.22310636275578,44.99045438457107,0.20769598820958415,0.36680402101204,0.1315850268834017,0.42840793902282365
143,7Networks_LH_SomMot_2-lh,lh,SomMot,0.010184970055112,0.0086749630226683,0.0077018751150756,0.6043948656286519,0.6048099203618162,0.0076431191807992,0.828620838301512,0.999884903377968,1.0,1.0,208,-56.10931351951565,-23.69945911513901,5.707054936435079,0.15529589734264124,0.3737650448990189,0.19127522632876595,0.32541058400868794
144,7Networks_LH_SomMot_20-lh,lh,SomMot,0.0108283982568592,0.0087051465146121,0.0083749755933507,0.5994032224344237,0.6003823983721648,0.0091095781302554,0.7861878203661353,0.9999019342192226,1.0,1.0,208,-46.825092743854135,-19.5573662118036,52.93963616234915,0.2013808134911747,0.3832522757724085,0.15552658163043942,0.32823145321087926
145,7Networks_LH_SomMot_21-lh,lh,SomMot,0.0114902199854103,0.0095225504622485,0.0085677319170024,0.6005190766346847,0.6006820895311834,0.0111709009138644,0.7806508507910143,0.9999025962246524,1.0,1.0,208,-46.16054633649737,-30.398967910518845,54.6225489349511,0.1992110241039674,0.3829083593248923,0.15357858553191991,0.33375809282624724
146,7Networks_LH_SomMot_22-lh,lh,SomMot,0.0149340339442516,0.0137562596842552,0.0082812892035088,0.5986420369489829,0.5968102160567558,0.0148058711617711,0.6872451140221881,0.999923107406396,1.0,1.0,208,-36.92225503634833,-24.852956129697137,48.816611440960536,0.23483270505721732,0.3660250604246245,0.11554011676677106,0.4326715428496267
147,7Networks_LH_SomMot_23-lh,lh,SomMot,0.0146132359720964,0.0137226558712365,0.0064683382089929,0.5953298435391047,0.5961284918523218,0.0077662081737376,0.7664892009108442,0.9999154927725324,1.0,1.0,208,-10.595498790968524,-36.98443543109356,51.43822518967237,0.23650020217033596,0.3341051984311174,0.12781651693259377,0.5094360475293026
148,7Networks_LH_SomMot_24-lh,lh,SomMot,0.0129310432032005,0.0116583173002389,0.0064668945293406,0.5999554719571946,0.5968534180173339,0.0158003208538796,0.8363547717241657,0.9999223939232476,1.0,1.0,208,-4.910091947092869,-23.9275973102834,54.10443394727046,0.19012686474314683,0.3494453161875937,0.12370068749174745,0.5116746931502458
149,7Networks_LH_SomMot_25-lh,lh,SomMot,0.0113112200335995,0.0103781480652484,0.0066834313845706,0.5986209860800193,0.5988229554793885,0.0091821067788673,0.858492012111036,0.9999057402234572,1.0,1.0,208,-4.144896760297461,-9.14335792123472,57.2605713372943,0.1554315714870894,0.3507148718342515,0.1550551180877895,0.4773185082831244
150,7Networks_LH_SomMot_26-lh,lh,SomMot,0.0137554767165432,0.0110024572195889,0.00940438200079,0.599893019000622,0.5977091377424474,0.0166678937221907,0.6652518073317257,0.9999167328368676,1.0,1.0,208,-35.46460509877983,-19.69449630808176,60.009912207361566,0.2198912363172873,0.3640182270369147,0.13253593635529848,0.41300426717169125
151,7Networks_LH_SomMot_27-lh,lh,SomMot,0.0129473620522608,0.0111571523718341,0.0086491858403665,0.59817278528281,0.5989433176189174,0.0085249404498919,0.8049923473395622,0.9999115900201616,1.0,1.0,208,-30.09208316156825,-44.93929588001974,58.88197968505706,0.20767029366924245,0.36151864479057705,0.13773575809879238,0.438828894885406
152,7Networks_LH_SomMot_28-lh,lh,SomMot,0.0138196698980513,0.0118146843827188,0.008896782683098,0.5995724422627043,0.5980432500018615,0.0161490752663998,0.6718831463641345,0.9999160018189628,1.0,1.0,208,-33.50274708048503,-28.586031125386555,58.95554850260417,0.23585649057736993,0.3667938133678746,0.1301041528938101,0.3904503568377593
153,7Networks_LH_SomMot_29-lh,lh,SomMot,0.0123876742232287,0.0096526162849751,0.008811993164423,0.5987669226066328,0.5991686417727426,0.0118872485309282,0.7556514789879208,0.9999097464670008,1.0,1.0,208,-30.132549316611065,-36.48280794796528,60.82360043621704,0.21883572773124516,0.3665063359478816,0.14166486625618485,0.3927927852594717
154,7Networks_LH_SomMot_3-lh,lh,SomMot,0.0167865990156175,0.0157185783192524,0.007059699983707,0.6001909461659246,0.6006666248621506,0.0060491784042906,0.7594268685593951,0.9999017442212692,1.0,1.0,208,-36.600375378225735,-24.48510210232472,8.472105336007406,0.16695856069050552,0.3281043631874026,0.15656751332706043,0.5166008938623525
155,7Networks_LH_SomMot_30-lh,lh,SomMot,0.0123066262885747,0.0103379586987466,0.0087903321829405,0.599850796607236,0.5980145804200485,0.0140087502756129,0.7911760910895367,0.99991253069034,1.0,1.0,208,-26.147134152439435,-11.438259468999265,60.13442602888109,0.17710304419690226,0.3622176979020298,0.14280810638174973,0.4519522940236421
156,7Networks_LH_SomMot_31-lh,lh,SomMot,0.0109317543659979,0.0090338118689512,0.0081583562038952,0.5990869132363159,0.599266933656533,0.0097928296855547,0.8127507254237911,0.9999066924676416,1.0,1.0,208,-22.04363322725483,-26.53818640989416,60.84053631202848,0.191979191683917,0.3663143991645337,0.1513262887375579,0.4114101879837607
157,7Networks_LH_SomMot_32-lh,lh,SomMot,0.0116784002169975,0.0099589181870067,0.0081076402996053,0.5987536044590194,0.5991423598829482,0.0115921729956261,0.7948138093314536,0.999905861091813,1.0,1.0,208,-9.737462859300951,-42.27655872147296,68.4564729499186,0.21404561282731724,0.36069378171424327,0.1485464194362297,0.4053003668258631
158,7Networks_LH_SomMot_33-lh,lh,SomMot,0.0118287354790167,0.0101128026142096,0.0077518145608,0.6009649071028005,0.5990685740352617,0.0149970958059878,0.8221799582224883,0.9999130115682396,1.0,1.0,208,-4.5160255521326,-25.76914211897783,67.47828754237,0.18283122097521495,0.3617095573666329,0.14157693533515098,0.447643980891699
159,7Networks_LH_SomMot_34-lh,lh,SomMot,0.0091556620454118,0.0071845026743791,0.0076260959920571,0.6006880341595853,0.6009484805495877,0.0086009650693479,0.8522127936469922,0.9998943690540482,1.0,1.0,208,-16.98395305465736,-14.130715002357736,68.84486236950427,0.16600927579912664,0.3732900144633106,0.17653785165794925,0.3595623350414371
160,7Networks_LH_SomMot_35-lh,lh,SomMot,0.0116434732666146,0.0096580294496751,0.0086893173945235,0.5992340242143788,0.5991913003087945,0.0116979588769082,0.7999487950796428,0.999908554810886,1.0,1.0,208,-19.01375838058765,-31.45782142355233,64.50237796687279,0.20673594993938546,0.36861898489917055,0.14605187199980915,0.3978324233142397
161,7Networks_LH_SomMot_36-lh,lh,SomMot,0.0132492348276674,0.0117048250987991,0.0081395128097696,0.5977189449634038,0.5976113261955698,0.0119069222801567,0.7818227657440887,0.9999168528168892,1.0,1.0,208,-20.53849470405113,-39.21286640400155,68.25770817294696,0.22478276954188922,0.35582844230994526,0.12834296123748692,0.45654863652401007
162,7Networks_LH_SomMot_37-lh,lh,SomMot,0.0115132093909682,0.0092541664750358,0.0082580770084216,0.5993355771822308,0.5989603825782055,0.0113351312482956,0.794438469896889,0.9999099780209798,1.0,1.0,208,-13.274689418241982,-29.313758384396824,68.78446425905653,0.20238603172629016,0.3655323165295641,0.14431600156806834,0.40927183391823013
163,7Networks_LH_SomMot_4-lh,lh,SomMot,0.0159560799753653,0.0149933907956678,0.0080018180876143,0.5978942502871563,0.5985475983618085,0.0067412926730937,0.8179394106461719,0.9999087665721051,1.0,1.0,208,-38.73192432550015,-8.68678628993808,12.735589813597676,0.16388878977204271,0.32388163224803695,0.14036265039260815,0.5758214442620488
164,7Networks_LH_SomMot_5-lh,lh,SomMot,0.0163637585207803,0.0153334721857605,0.0073351535696837,0.5962503729253985,0.5968714615034332,0.0070046717188475,0.8293995677514546,0.9999158872137636,1.0,1.0,208,-36.52532194769103,-26.759153874289897,17.119322231382032,0.19607024456191713,0.3177642236378376,0.12681021850546384,0.6012156515491441
165,7Networks_LH_SomMot_6-lh,lh,SomMot,0.0096870817805554,0.0081062041480877,0.0079072609668831,0.6029503568349053,0.6039685708781233,0.0055721536908272,0.8503050992774784,0.9998877861750648,1.0,1.0,208,-58.85225339873676,-37.719997849821056,14.647466864282077,0.16190359013013822,0.37524699709627335,0.1880358094862039,0.3316314258944276
166,7Networks_LH_SomMot_7-lh,lh,SomMot,0.0202089353420582,0.019219095731493,0.0072828502288838,0.596644299081003,0.5966072575821763,0.0095497829265399,0.7821196818851226,0.9999186593790008,1.0,1.0,208,-41.89994005826891,-34.98152779736212,12.694232993023492,0.19716802966486202,0.29621042236293277,0.12253034468833443,0.6690208614285379
167,7Networks_LH_SomMot_8-lh,lh,SomMot,0.0142945591042621,0.013275298365974,0.0074740506471442,0.5995617238584999,0.5997925912993636,0.0089930480570388,0.8133551217564107,0.999905899813364,1.0,1.0,208,-47.326613596264544,-14.227169012377164,13.181350216885946,0.173113260155026,0.3384144864066298,0.1472339416225606,0.5157501114394322
168,7Networks_LH_SomMot_9-lh,lh,SomMot,0.0087805505371535,0.0072501845525455,0.0077053577021239,0.6070651563713434,0.6065082859094804,0.0098333693376638,0.8541705798054682,0.9998787315481812,1.0,1.0,208,-60.75959134706309,-4.318530817605345,10.313856801180773,0.13689313162464456,0.3937580816987066,0.21017270571211155,0.24100197004692622
169,7Networks_LH_Vis_1-lh,lh,Vis,0.0161527865702845,0.0143477039966858,0.0078951991979027,0.6065691250227346,0.6047131632132363,0.0127851171694071,0.6920358788153741,0.9998914278714754,1.0,1.0,208,-31.4309310791405,-41.7305473893453,-23.353852010419683,0.14729568070356985,0.3621173435475156,0.19002304791570945,0.3476866193003633
170,7Networks_LH_Vis_10-lh,lh,Vis,0.0119399350009306,0.0104066195106911,0.007211426316347,0.60402139361737,0.6039418498155731,0.0074507477131126,0.7769993305395695,0.999888449357116,1.0,1.0,208,-13.831584402089996,-61.93816955272968,-6.925084474659111,0.17463530089825896,0.36662194489873484,0.19266153985320883,0.31205597174526845
171,7Networks_LH_Vis_11-lh,lh,Vis,0.0106228214366997,0.0091225541291588,0.0059555814903817,0.6041307883813583,0.6043784139228059,0.0072851761560833,0.7954777205729179,0.9998876504653252,1.0,1.0,208,-7.6674930474741,-76.6371835941891,-6.423972532256983,0.172745684346742,0.37198032388994257,0.1948160911036149,0.30126203410627167
172,7Networks_LH_Vis_12-lh,lh,Vis,0.0065069575715202,0.0049987588982827,0.00647367971984,0.6074792504144262,0.6076505996615866,0.0049670810387477,0.8605236236753331,0.999868689567086,1.0,1.0,208,-24.88535555931016,-96.7344111954627,-12.331187576548398,0.13945011029928486,0.41704882973768326,0.23924488675787703,0.08969477009034209
173,7Networks_LH_Vis_13-lh,lh,Vis,0.010655815088674,0.0086854791545139,0.0078415173216837,0.6061333334382323,0.6061698759256795,0.0064350557224173,0.8107942865831207,0.9998797889186632,1.0,1.0,208,-13.33588174859591,-44.53940906480609,-4.765169160052536,0.14824481151794555,0.38587212079815514,0.2088103640227845,0.24919201478002762
174,7Networks_LH_Vis_14-lh,lh,Vis,0.0065822212664895,0.005253346693398,0.0064379729256371,0.6058999719674998,0.6068919589176753,0.0053481725070757,0.8822362857824788,0.9998740720195372,1.0,1.0,208,-39.96225601367736,-87.00389323226904,-5.55985734128598,0.14638699059091997,0.4067837889974072,0.22454164594914314,0.16394506141347584
175,7Networks_LH_Vis_15-lh,lh,Vis,0.0073936079074787,0.0056937720530128,0.0056905395720582,0.605147553569051,0.6060604783430387,0.0089393045355677,0.8669856558959343,0.9998786401008274,1.0,1.0,208,-10.10872519621048,-97.78456176792218,-3.886825971378868,0.16026985655323514,0.39656330532730527,0.21095287172125018,0.21550322157342325
176,7Networks_LH_Vis_16-lh,lh,Vis,0.0126194223414484,0.0114536752768936,0.0079402742293558,0.603063416374812,0.6030423112104326,0.0073037554420578,0.7543484552004949,0.9998900431127448,1.0,1.0,208,-15.482495665705253,-58.09110391465523,0.7895022529339805,0.18286503329094755,0.36217940255803355,0.18608008833471762,0.332759307778558
177,7Networks_LH_Vis_17-lh,lh,Vis,0.0070002246185326,0.0053959880581815,0.0070722096917336,0.6051585385719767,0.6061504152475242,0.0073813098077184,0.8798832119535047,0.9998756127019288,1.0,1.0,208,-44.34436879345911,-72.90463907650104,1.5993256595568917,0.1492224860013757,0.4021987571281055,0.22041301077084274,0.18754513535666842
178,7Networks_LH_Vis_18-lh,lh,Vis,0.0109304325124647,0.009175721593959,0.0051757492869227,0.5995963528686425,0.6004632599523896,0.0072916791063412,0.772993318179609,0.9998966775002428,1.0,1.0,208,-7.046712842381116,-88.08057260050357,3.616288670102469,0.2101317212817811,0.3559778658933832,0.1701684703443629,0.3788473202909208
179,7Networks_LH_Vis_19-lh,lh,Vis,0.0076026996989471,0.0056245235377491,0.0063137096343332,0.6038102073057523,0.6050874700439284,0.0079833701115525,0.8656870341255156,0.9998817878186516,1.0,1.0,208,-26.07193373999697,-94.43096102044936,3.78806229834965,0.16931966774102666,0.3934096851580875,0.2032704671085314,0.2380687806014412
180,7Networks_LH_Vis_2-lh,lh,Vis,0.0176340480545488,0.0141227564667309,0.0110519193050399,0.6082718999844214,0.606260815221958,0.0129371589147203,0.6616145262725175,0.9998871239296824,1.0,1.0,208,-31.40945883181384,-35.14854264301093,-18.22494495228168,0.13372144133342773,0.3720831804225759,0.1993978888528898,0.2965673058413278
181,7Networks_LH_Vis_20-lh,lh,Vis,0.0118009004886948,0.0102386513048488,0.0071870147375375,0.6043381310369769,0.6040429223342481,0.0091619473493636,0.7757144333910282,0.9998871456522636,1.0,1.0,208,-13.2440716159587,-51.69824464759048,2.876118942084057,0.17401002916772484,0.36993960325114,0.19104549450445257,0.31212290190846814
182,7Networks_LH_Vis_21-lh,lh,Vis,0.0141277806775258,0.0123801527173504,0.0065871346325317,0.5982649734265152,0.5985269839280887,0.0085568225795475,0.7107331056211696,0.9999073573406728,1.0,1.0,208,-9.856477479710986,-75.67654549863917,7.829021696911358,0.24667287037384733,0.3338046449832449,0.1436350476744884,0.46547586486202547
183,7Networks_LH_Vis_22-lh,lh,Vis,0.0146406082548449,0.013328504479177,0.0067463809907828,0.599082330480832,0.5996034629696732,0.0070694938984816,0.7465999326415159,0.9999037991504705,1.0,1.0,208,-21.03412999840422,-66.21519638146768,5.735785520143349,0.21775142672537753,0.33640754193106837,0.15578547215745916,0.45325087319495827
184,7Networks_LH_Vis_23-lh,lh,Vis,0.0072733780814526,0.0055854711217414,0.0067533284968339,0.6036507215323889,0.6051353848515693,0.0084627661982886,0.879217020752431,0.9998800326613202,1.0,1.0,208,-38.88945099783496,-83.35966367350517,10.044632151487876,0.164601565811188,0.3965509695303913,0.20816444665853115,0.2211177888594285
185,7Networks_LH_Vis_24-lh,lh,Vis,0.0109011307269916,0.0088338357689142,0.0076862993874949,0.5986772591360986,0.5992709487885945,0.0075266417936077,0.7814824573649355,0.9998992431549194,1.0,1.0,208,-14.192239268374,-97.16284925567436,15.415261314818578,0.22618594634410186,0.36111321042482125,0.16013173570556863,0.3806990417543316
186,7Networks_LH_Vis_25-lh,lh,Vis,0.0139356410978411,0.0119770903247519,0.0079957380976666,0.5965788139903061,0.5967126320608747,0.0097102929268424,0.6674784702557427,0.9999133274508304,1.0,1.0,208,-3.968079407498219,-84.70897804445805,23.46371066894313,0.27954380670971835,0.34465707149621605,0.1324117377577999,0.42997949448583694
187,7Networks_LH_Vis_26-lh,lh,Vis,0.0173066084236926,0.015864020267595,0.0066934631446385,0.5945926493274023,0.5943511314127515,0.0079303326881168,0.5864570190655743,0.9999229141536492,1.0,1.0,208,-13.974083823852643,-70.9343149771445,19.449905606403803,0.31029176295302924,0.3115234193111742,0.10982867871809024,0.5476409256338598
188,7Networks_LH_Vis_27-lh,lh,Vis,0.0106182080890644,0.0089959785245792,0.0068421608195449,0.5992134427334803,0.6002757299122803,0.0090640629868483,0.8033475319379468,0.9999006696293656,1.0,1.0,208,-27.42744734250926,-83.66948806387039,16.621921721544524,0.22243240105618953,0.36087252253403856,0.1591174689736083,0.390820091323457
189,7Networks_LH_Vis_28-lh,lh,Vis,0.0097818507832519,0.0080024529496646,0.0067659926536948,0.6005782477934272,0.6010908305960421,0.0088532501438023,0.8259388263167984,0.9998939856049126,1.0,1.0,208,-33.7867070651843,-82.53938262395883,23.04350547693461,0.2004044518591854,0.3683308098919491,0.17516575365534545,0.34717593062751734
190,7Networks_LH_Vis_29-lh,lh,Vis,0.012419223729219,0.0108194680463522,0.0078817004039702,0.5979806514029965,0.5981932878386488,0.0093601165441392,0.743066028765684,0.9999057508013464,1.0,1.0,208,-16.95356636250939,-88.38620781859349,28.612489427839005,0.24855216097985178,0.3510465779068174,0.14608119331978675,0.4159845713721374
191,7Networks_LH_Vis_3-lh,lh,Vis,0.008293704540633,0.0069362297380384,0.0045524952373907,0.6058942608989972,0.6065868981555613,0.0054767815487722,0.8565734731081793,0.999878063235601,1.0,1.0,208,-36.478565499802265,-61.14527789659736,-20.06013478050547,0.1464825665460037,0.39875880780806644,0.21737189527859882,0.19454378452367777
192,7Networks_LH_Vis_30-lh,lh,Vis,0.0150981413711173,0.0136929549822968,0.0068725514639713,0.5956670506871407,0.5956752205902038,0.0087612109147963,0.6374783570640538,0.9999165308882616,1.0,1.0,208,-13.66630835192544,-79.6397770914792,33.57240023299994,0.2994427112946386,0.32789872544291593,0.12340488009542973,0.4725440635357204
193,7Networks_LH_Vis_31-lh,lh,Vis,0.0142947166616471,0.0132976707975722,0.0063731712853964,0.5964188315919949,0.5961890814915352,0.0093304093664536,0.7257528401892486,0.9999153768067408,1.0,1.0,208,-21.08930028309612,-77.06418851936388,39.01340075258939,0.26371137097653613,0.3357814302843877,0.12887268667361718,0.4827725495445979
194,7Networks_LH_Vis_4-lh,lh,Vis,0.0112188694777526,0.0100988804652821,0.004809992930975,0.6023899773868756,0.6025323410315625,0.0089566933265865,0.7948027702120378,0.9998919644138504,1.0,1.0,208,-26.57484521249041,-54.31074229378012,-9.431516289117916,0.17866079270612623,0.36344917547779493,0.18098293290247447,0.35469955732822556
195,7Networks_LH_Vis_5-lh,lh,Vis,0.0092093532786973,0.0079167843326009,0.005893287944981,0.6057656325452558,0.6059801213817817,0.0076657632747607,0.8312689215616934,0.9998816353784,1.0,1.0,208,-24.92466871007284,-73.26484629821778,-10.00446177037557,0.15833889793811373,0.3904177110937899,0.2121909259554014,0.21319770334665017
196,7Networks_LH_Vis_6-lh,lh,Vis,0.0069943124470531,0.0057447315452702,0.0048822755647841,0.6072191056295746,0.6071418618238285,0.0083943318060087,0.859399234529241,0.9998713697121638,1.0,1.0,208,-34.64361891612201,-80.6698271388739,-16.732641611300725,0.14273002781757918,0.4079649901657602,0.23205575297310277,0.1361537990702299
197,7Networks_LH_Vis_7-lh,lh,Vis,0.0159941759598584,0.0138364258888134,0.0079961102675104,0.6066372140568921,0.6051823087891824,0.0116018698699301,0.6760521711604137,0.9998880691114914,1.0,1.0,208,-19.014586882002664,-37.84904459166825,-12.17023153978938,0.14206128772413448,0.36267030346924445,0.19429137923417858,0.3400232142437292
198,7Networks_LH_Vis_8-lh,lh,Vis,0.0074549571642477,0.0062798537752521,0.0048169367885711,0.607204485186826,0.606927775156288,0.0096158943253059,0.8640853228207346,0.9998748098971688,1.0,1.0,208,-43.993360427731226,-69.29369410149238,-9.570383422120376,0.14484199860505378,0.40370582740571764,0.2249387626083502,0.1639539657039403
199,7Networks_LH_Vis_9-lh,lh,Vis,0.007513982177957,0.0062158597220173,0.0050694146053084,0.6074025569409989,0.6066170594012372,0.0104123825949869,0.8531388861798489,0.9998747333909176,1.0,1.0,208,-17.310307839234962,-87.84337217062439,-12.153232631997174,0.1497640171500988,0.4023269967235816,0.22969070573196645,0.1412660837103142
200,7Networks_RH_Cont_Cing_1-rh,rh,Cont,0.0087479597182286,0.0075240400392966,0.0060190265597876,0.6028042003903118,0.6029551470468624,0.004224555546124,0.8502265796878751,0.9998858962686966,1.0,1.0,208,4.109800150917797,-25.29359493371917,29.053500754658767,0.16136277655010697,0.38102693207254956,0.1921818424164034,0.3039081606819154
201,7Networks_RH_Cont_Cing_2-rh,rh,Cont,0.0130212955361035,0.0120583099781466,0.0064836601609548,0.5985572696031605,0.5986575734341315,0.0074140403407079,0.8369566009197152,0.9999019310992158,1.0,1.0,208,3.155343483909701,-0.2025656573961459,31.53282304703136,0.1636692512047242,0.34836507403281414,0.15586039417780723,0.46904664283567216
202,7Networks_RH_Cont_PFCl_1-rh,rh,Cont,0.0192188881246767,0.0171534172186928,0.0092140344156237,0.6075646128313319,0.6067490956771644,0.0090648781164014,0.6070951150448333,0.999893136864584,1.0,1.0,208,27.986942701890204,52.30002185149051,-13.416409871879496,0.11367440799223565,0.3562832235837309,0.1946475405257193,0.3469271228828407
203,7Networks_RH_Cont_PFCl_10-rh,rh,Cont,0.0142948529176836,0.0124525998823058,0.0085892934113632,0.5977734087628578,0.5981854906427324,0.0095694355297209,0.8357566411159698,0.9999115323748604,1.0,1.0,208,36.431297569475326,11.299653027813406,30.729302708614103,0.1468409757006948,0.3558984561693989,0.13934774394637425,0.49032377687512446
204,7Networks_RH_Cont_PFCl_11-rh,rh,Cont,0.0118457457949626,0.0096991873811154,0.0101835110091982,0.6029661886357119,0.6031260465673169,0.0091627328077043,0.8350202069426597,0.9998947152941444,1.0,1.0,208,37.26327935217558,30.61038870943047,36.97827252953187,0.1306413006195849,0.3860118003949908,0.17893780544472734,0.32561629584490925
205,7Networks_RH_Cont_PFCl_12-rh,rh,Cont,0.0108458345810013,0.008682531561058,0.0092523722007525,0.6013320400502132,0.6016754977405476,0.0097856474751192,0.8493836785735595,0.9998961329701784,1.0,1.0,208,41.34909707119591,20.19441542499944,39.795362961919686,0.1439985142440614,0.37749856255207104,0.17146157837979514,0.3653789567006999
206,7Networks_RH_Cont_PFCl_13-rh,rh,Cont,0.0110810632098018,0.008842012954531,0.0095247844147005,0.6001951615289418,0.6003536537244376,0.008982880047818,0.8526680164567296,0.9998988377235688,1.0,1.0,208,41.15386166593954,7.346591785082368,46.490649022329016,0.15091060017956262,0.37169776761317747,0.16626975625892723,0.3920849771593993
207,7Networks_RH_Cont_PFCl_14-rh,rh,Cont,0.0114460314180032,0.0091932982602623,0.00960125782052,0.6002735326300898,0.6011809060525595,0.0077285859737888,0.8514063967417964,0.9998994751225396,1.0,1.0,208,34.31315690797992,15.67370102179082,52.58439444992347,0.1450427814957076,0.36702145585931917,0.16633699005969152,0.40911731818826164
208,7Networks_RH_Cont_PFCl_15-rh,rh,Cont,0.0135101089385938,0.0118832480921027,0.0096362213844302,0.59824851722937,0.5975798455253938,0.0105967638900239,0.8589691141679842,0.9999134610015284,1.0,1.0,208,24.59286099607608,8.304191625305194,53.71093755982034,0.15817871267263614,0.3445995866904887,0.13941050342537353,0.5204779678405899
209,7Networks_RH_Cont_PFCl_2-rh,rh,Cont,0.0194730556065456,0.0180204022629534,0.0092533018303617,0.6064028618726309,0.6054650740953249,0.0104658767194535,0.6257705972992866,0.9998910878115674,1.0,1.0,208,42.60892465688887,48.0329504918008,-4.145084624362253,0.11989344454863456,0.3552002428566871,0.1899679779575576,0.36596360501615927
210,7Networks_RH_Cont_PFCl_3-rh,rh,Cont,0.0191214676942342,0.0171543530389501,0.0104095920874725,0.6048355548349831,0.6041844763352481,0.0088325206493152,0.6912090583385138,0.9999024652377888,1.0,1.0,208,28.33977524577109,54.3951634851541,3.541195894611669,0.12719988832504397,0.354559019782991,0.1721596155657685,0.3999336482368189
211,7Networks_RH_Cont_PFCl_4-rh,rh,Cont,0.0134944775695558,0.0110545084639791,0.0092717425476851,0.6067803047397404,0.6052175624243668,0.012229388919064,0.7559135605122376,0.9998837556190404,1.0,1.0,208,46.33146818115681,36.46545952373275,5.405926232268758,0.1292931176657965,0.38193908034070817,0.19991888978139694,0.28438551196056033
212,7Networks_RH_Cont_PFCl_5-rh,rh,Cont,0.0126819068283937,0.0106892435281946,0.0084195205516067,0.6049061432459311,0.6039372217511272,0.0116144985671334,0.7998318313624966,0.9998930470458992,1.0,1.0,208,40.67638054440802,42.033907573830334,15.31384148960471,0.13507341619516772,0.3766750724820333,0.1829755070495204,0.3346778040152528
213,7Networks_RH_Cont_PFCl_6-rh,rh,Cont,0.0114937874178955,0.0089790151623378,0.0084688052137198,0.6048546087305907,0.6037162268147003,0.0125925887930344,0.8184467062591897,0.999888221424296,1.0,1.0,208,45.62040812973369,29.41268179928445,16.996940627772148,0.13370697957777394,0.38105888300899865,0.18710118064778558,0.3135864677429391
214,7Networks_RH_Cont_PFCl_7-rh,rh,Cont,0.0112004216581017,0.0092801604130775,0.0080141418488947,0.6022537406174706,0.6024852220521444,0.0091024988624729,0.8276578370942477,0.9998903287959984,1.0,1.0,208,43.166955864244,18.62472132071748,22.83558898127231,0.14217893476409518,0.3780703257191929,0.17980719887974847,0.3371115338398664
