parcel_idx,label,hemi,network,tau_mean,tau_median,tau_std,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,ts_rms_mean,n_subjects,x,y,z,alpha_rel,beta_rel,gamma_rel,spectral_slope
20,7Networks_LH_Cont_pCun_1-lh,lh,Cont,0.0139984391153736,0.0125084703613941,0.0077447043227562,0.5965917233547456,0.5972069305357504,0.0090185807270678,0.7167501372589433,0.9999127759622148,1.0,1.0,208,-10.760401704632644,-75.83670678375461,43.22303682016143,0.2630243794675894,0.34071965472943233,0.1344658527149449,0.4499393094432433
21,7Networks_LH_Cont_pCun_2-lh,lh,Cont,0.0143906708325685,0.0129469415459925,0.0073004087279871,0.5962502349532142,0.5970488230683186,0.009081589594982,0.7362385764912882,0.999918577595578,1.0,1.0,208,-7.017724206677307,-60.92232099007134,51.415970837159016,0.2676585334251964,0.33613870914857036,0.12205098591047558,0.48983078080365133
22,7Networks_LH_Default_PFC_1-lh,lh,Default,0.030378497461428,0.0266637948374313,0.014664148373983,0.6032701737449967,0.6031393445311233,0.0070767725509197,0.5811858477043217,0.9999027272863098,1.0,1.0,208,-35.41555273520814,22.084490812704704,-15.082578042399652,0.1163023280817435,0.3092122465098381,0.16722057406560914,0.5172705552166896
23,7Networks_LH_Default_PFC_10-lh,lh,Default,0.0097083348522955,0.0078593513147299,0.0077195141562849,0.6068055312230138,0.6062329390327785,0.0103803854137702,0.8347360656872027,0.999880808078176,1.0,1.0,208,-53.244488806094765,19.86821067858042,10.648061996735867,0.13419060563649038,0.389925925322759,0.20638052286928016,0.25721519514447944
24,7Networks_LH_Default_PFC_11-lh,lh,Default,0.0139064145220578,0.0119263514180091,0.0092804959200958,0.6066410112548473,0.6065223553866214,0.0081701691456625,0.7509655492617677,0.9998876135561776,1.0,1.0,208,-16.652498448100907,64.12688667021891,10.012552964724776,0.12585486013402572,0.3791873785260218,0.2009443086019962,0.2864006818140119
25,7Networks_LH_Default_PFC_12-lh,lh,Default,0.0191827710190963,0.0181818309871397,0.0081347902960743,0.5977499103359385,0.5980450633356482,0.0082211691782924,0.8169680781735605,0.999917388885112,1.0,1.0,208,-5.448136830848746,30.143438312911176,21.237053693985988,0.1405674731318847,0.3245563582064188,0.13238073454930946,0.5914379299501078
26,7Networks_LH_Default_PFC_13-lh,lh,Default,0.0130845632274811,0.0117766783269681,0.007677547279197,0.6014223465564993,0.602189652068593,0.0071198209031722,0.8440675700218273,0.9999003191986316,1.0,1.0,208,-5.358658399160932,49.0758804926848,27.355037936937627,0.1341313693077895,0.35766747623330297,0.16656445461398797,0.4405676406549555
27,7Networks_LH_Default_PFC_14-lh,lh,Default,0.0112447971064789,0.0088824494619735,0.0076807199965441,0.6042442835233867,0.6051930253250671,0.0075120150308242,0.8400058185119907,0.9998898007720968,1.0,1.0,208,-16.577720333903617,54.36081275852045,30.122063154449112,0.13113649732093222,0.37923482580004375,0.18953807886812551,0.3239808513298918
28,7Networks_LH_Default_PFC_15-lh,lh,Default,0.0130264983123502,0.0112998544347203,0.0090741859165802,0.6029616461992758,0.6038110436142026,0.0059282725728904,0.8162835248662113,0.9998975074110712,1.0,1.0,208,-24.65000903312796,44.89307394795034,28.692124938338456,0.1358835360318823,0.36802929736842743,0.17371521599162432,0.3801482891668519
29,7Networks_LH_Default_PFC_16-lh,lh,Default,0.0119189506518656,0.0103487191227555,0.0090251753723653,0.6022722756448171,0.6026637574317834,0.0064974365617483,0.8405975103409394,0.9999000410383606,1.0,1.0,208,-26.229546386109305,26.803473117083488,38.6378469975037,0.13547271331467856,0.3721716928901158,0.16788440798148815,0.3959017019487037
30,7Networks_LH_Default_PFC_17-lh,lh,Default,0.009465063810662,0.0075153367772738,0.0097631258304866,0.6025051001610301,0.6036526298113931,0.0066042523285863,0.8649285599636248,0.9998921207972944,1.0,1.0,208,-41.33548079856023,18.13569087818757,45.765911541195216,0.14532634522953414,0.385100080638511,0.18109286277424178,0.3242453358072218
31,7Networks_LH_Default_PFC_18-lh,lh,Default,0.0098851215558115,0.0086050008151956,0.0049538282114586,0.6029717232019631,0.6035459133498047,0.0077615588262851,0.8564187375228689,0.9998890168596352,1.0,1.0,208,-9.74775480605409,42.90992183266523,48.448833176237855,0.13262003538176076,0.3741903381804037,0.18622771253867826,0.3616305906686776
32,7Networks_LH_Default_PFC_19-lh,lh,Default,0.0124896687286566,0.0108378582170012,0.0070545107982579,0.6010161373242686,0.6019319962157468,0.0071540888284427,0.8469799758896139,0.9999016524745206,1.0,1.0,208,-20.882703936010376,34.39732618116795,42.4120461313348,0.13278590746965227,0.35946179495019576,0.16405670364129663,0.4488266275768187
33,7Networks_LH_Default_PFC_2-lh,lh,Default,0.0246764396407244,0.022886607188545,0.0118502081963548,0.6070234227629717,0.6057505276705517,0.0111125065915953,0.5415499068787809,0.9998940196684668,1.0,1.0,208,-34.73836611879283,36.41457536713831,-13.202855249931073,0.11840946634217894,0.3476864081449522,0.1901727501945543,0.38034836069386957
34,7Networks_LH_Default_PFC_20-lh,lh,Default,0.0099316491559435,0.0080721995526584,0.0090510653999482,0.601150864357659,0.6023707665195499,0.0074520867990537,0.8559563306387765,0.9998957079729756,1.0,1.0,208,-42.85162354774601,4.787632482870184,45.78667462540932,0.14966878543083006,0.37958581562434657,0.17318611693104694,0.35732069526697485
35,7Networks_LH_Default_PFC_21-lh,lh,Default,0.0108644378925336,0.0087044326996718,0.0090770871446462,0.601138813372228,0.6020460635320211,0.0070864071818226,0.8541126534484417,0.99989860465873,1.0,1.0,208,-32.034395758731605,13.224192363553328,52.6139647658696,0.14596234421202894,0.3708898944996756,0.16873540769577808,0.3939398826181939
36,7Networks_LH_Default_PFC_22-lh,lh,Default,0.0132286410289346,0.0111382701158515,0.0099257275444413,0.6010073476369314,0.6009889106579898,0.0085379451236517,0.844754173369076,0.9999055027878077,1.0,1.0,208,-25.162960916195274,17.890900521908165,47.82930414931579,0.13782425223819492,0.35490146803749295,0.15536934886394302,0.4767100213598313
37,7Networks_LH_Default_PFC_23-lh,lh,Default,0.0115899963334391,0.0094719179505116,0.0083820472544029,0.601649168491861,0.6022310046170001,0.0073338372019679,0.8487581564456541,0.9998946199056008,1.0,1.0,208,-13.077377486804217,25.03736183790356,58.38545190233328,0.1325451683233401,0.36245799628324654,0.1762088647747828,0.4176969622712783
38,7Networks_LH_Default_PFC_24-lh,lh,Default,0.0109422908634731,0.0089592898321801,0.0091486500465502,0.6009160635283194,0.6012519949571812,0.0087760157174774,0.853212909928197,0.9998961807669688,1.0,1.0,208,-7.39856478587175,10.489577521097202,63.66846887148344,0.14049487581302594,0.3618843952199635,0.17343721047296085,0.4167133597708663
39,7Networks_LH_Default_PFC_3-lh,lh,Default,0.0206907656183148,0.0188172996550407,0.0104190674734334,0.6058636860591239,0.6050592295483394,0.0104114431018913,0.6275150162008221,0.9998982488983336,1.0,1.0,208,-4.724587174592722,52.44956600132273,-9.9265980175121,0.12238255410917176,0.34687975635915863,0.1827320531694183,0.39948796784882423
40,7Networks_LH_Default_PFC_4-lh,lh,Default,0.0424405909631279,0.0361817817564903,0.0230231822334927,0.6022156101860703,0.6020565324952036,0.0077023009388988,0.6629809868547171,0.9999167805394996,1.0,1.0,208,-5.289522376148108,34.716976993096935,-8.594936791273296,0.10966362824347022,0.2875489650318582,0.1510851007258801,0.5732162535381673
41,7Networks_LH_Default_PFC_5-lh,lh,Default,0.023848445275237,0.021153722758653,0.0118899937544903,0.6061094659315714,0.6055739197363746,0.0090632917057526,0.5594561679997885,0.9998945052513928,1.0,1.0,208,-46.50230795114152,33.41523071644838,-10.048385246944758,0.11732299450429055,0.3390455687120704,0.18381630717940906,0.41907458611495757
42,7Networks_LH_Default_PFC_6-lh,lh,Default,0.0225614839699341,0.0210929080238604,0.0111941923136977,0.6055495703857079,0.6057660307887456,0.0065519353173582,0.5772097770995199,0.9998975650963496,1.0,1.0,208,-28.767925863574675,53.433223522907625,0.9124134181494138,0.12259589968651353,0.3501417764338365,0.18077309751521844,0.3850319121100743
43,7Networks_LH_Default_PFC_7-lh,lh,Default,0.0165506662644454,0.014587159103579,0.010828244196331,0.6056530681748451,0.6054580029103683,0.0070903850831388,0.690118682700628,0.9998887743710374,1.0,1.0,208,-46.10304853360947,27.4919744831242,1.4340034216095388,0.1300060198793008,0.3649863561951613,0.19230824702194224,0.3418182874555247
44,7Networks_LH_Default_PFC_8-lh,lh,Default,0.0141195605930161,0.0128488138636976,0.0075082768164007,0.6051592126000591,0.6045185718477402,0.0104196548417958,0.7794800589626643,0.9998944817614996,1.0,1.0,208,-7.544467431338713,54.49682205118597,7.529713835653562,0.1307242047656445,0.36597351892050356,0.18226614351558962,0.36909043466773883
45,7Networks_LH_Default_PFC_9-lh,lh,Default,0.0234895486306279,0.0212469108140865,0.0101511794361175,0.600553862291535,0.6010134978972491,0.0057431861639955,0.7050295448429311,0.9999113574089344,1.0,1.0,208,-6.932250439334702,41.64669330303486,7.384135745438122,0.131409639051257,0.3225994658896863,0.14821918027586783,0.5396039758160885
46,7Networks_LH_Default_Par_1-lh,lh,Default,0.0087169569488515,0.0069914718674908,0.0082798946327936,0.603508215387135,0.6042871745957457,0.0059799267805813,0.8622874708898001,0.99988415119787,1.0,1.0,208,-57.383010887272576,-49.72522937550264,12.918316185204691,0.15819616011696166,0.3842959314069512,0.19743344775725938,0.28620980865840057
47,7Networks_LH_Default_Par_2-lh,lh,Default,0.0138402326744265,0.0128405507467643,0.0076495199755849,0.5971023287528268,0.598004669003858,0.0083167402629774,0.8165961523721379,0.999908736142856,1.0,1.0,208,-42.824573299427726,-57.85325620582066,17.128322882973468,0.21012825396881987,0.3321391943158036,0.1430992761484166,0.5270638240697069
48,7Networks_LH_Default_Par_3-lh,lh,Default,0.0089155923284039,0.0069107502814062,0.0084431518383695,0.6016750970160897,0.6029318254951581,0.0073822362978676,0.8459932279876233,0.9998871594290112,1.0,1.0,208,-42.61979447022183,-75.7570265501533,24.6785933005728,0.18540533212932794,0.38210705056328015,0.1933245914217011,0.272164772428887
49,7Networks_LH_Default_Par_4-lh,lh,Default,0.0109169005223956,0.0094967891468964,0.0085188872007577,0.6006333214675191,0.6016664962779893,0.0088059401093982,0.8260132156391022,0.9998968341036828,1.0,1.0,208,-42.58179975369058,-63.030436059429306,27.82130876127773,0.1939619419614401,0.36220525532905723,0.16849291758768475,0.38259908464683023
50,7Networks_LH_Default_Par_5-lh,lh,Default,0.0092125424029686,0.0074137835444953,0.008423102960617,0.6026544683896902,0.6038491365323533,0.0068274043757162,0.8635087096443439,0.9998872941354844,1.0,1.0,208,-54.131188492661074,-55.54472807411835,25.30252821497457,0.1603741091758307,0.3814097638611539,0.19117547940068097,0.30799264524790493
51,7Networks_LH_Default_Par_6-lh,lh,Default,0.0095471241862807,0.0080647090195757,0.0080483021420946,0.6010209817059515,0.6022280481247038,0.0073761129250818,0.8472433868945822,0.9998928368275376,1.0,1.0,208,-39.05635863200874,-73.46306570016654,40.98188612567392,0.19001088048228143,0.3762237148895992,0.17691061704392555,0.3234945571975091
52,7Networks_LH_Default_Par_7-lh,lh,Default,0.0099628209519643,0.0079851217655893,0.0090177148729509,0.6023438409974786,0.6029058760292262,0.0099270791073696,0.8424835547370052,0.9998905686142432,1.0,1.0,208,-47.452882282069474,-63.57486788952937,41.60346452525405,0.17977057836023763,0.37685502411706046,0.18155631956351723,0.3217422505503418
53,7Networks_LH_Default_Temp_1-lh,lh,Default,0.015057709816612,0.0130274961484466,0.0087546385586725,0.6088302608130278,0.6063115652313398,0.0138527827175413,0.6919995543453921,0.9998814735945192,1.0,1.0,208,-55.9116706111005,-7.6435819522878115,-27.64751808117361,0.12679991097750315,0.36837877504266536,0.20671197988643553,0.3111819751446366
54,7Networks_LH_Default_Temp_10-lh,lh,Default,0.0099284434629753,0.0081738837844529,0.0079762151814181,0.6037313415682257,0.6042347379613737,0.0088509004747401,0.847231467510112,0.9998863271509651,1.0,1.0,208,-52.29275311985409,-44.45777504342105,3.683274732517424,0.1573319742035673,0.37933661193320845,0.19403705185482983,0.3094354500730679
55,7Networks_LH_Default_Temp_2-lh,lh,Default,0.0082944919545013,0.0069671834510434,0.0053515672024427,0.6083497297105124,0.6076072870501257,0.0088869167215563,0.8507379444155477,0.9998727154182524,1.0,1.0,208,-61.790484664840825,-23.34326415926764,-21.159731723702887,0.13154662929672245,0.4034735001744387,0.22525205640850895,0.18066090815720898
56,7Networks_LH_Default_Temp_3-lh,lh,Default,0.0073857054547895,0.0057629008830745,0.0085827240080669,0.6095385308205029,0.6085572378350961,0.0093960011626302,0.8528856145970002,0.9998696571747858,1.0,1.0,208,-58.37601721091349,-38.36302311433469,-20.80113221778244,0.13084479091224993,0.4150004255530253,0.23580543060867357,0.11763123332538761
57,7Networks_LH_Default_Temp_4-lh,lh,Default,0.0102419597707441,0.0082905176509846,0.0090853412468609,0.6073657530378218,0.6068085055281125,0.0090631627242987,0.817746886960851,0.9998762930498684,1.0,1.0,208,-56.184116394907726,-16.283339937164754,-14.49555316398523,0.133026629092395,0.38689615189708415,0.21273905282426825,0.2530315442457154
58,7Networks_LH_Default_Temp_5-lh,lh,Default,0.0140181637349346,0.0109769458233582,0.0102163080810195,0.6069431652514538,0.6057176056659854,0.0101927756553584,0.7415342912129154,0.9998835222907808,1.0,1.0,208,-56.14723524146419,-0.4664827350988786,-11.205865896063736,0.1281991769215117,0.3642867832259142,0.19838401024062624,0.3487325848190461
59,7Networks_LH_Default_Temp_6-lh,lh,Default,0.0077117215846357,0.0061368518389797,0.0076999756582859,0.6065379288409896,0.6071560550776052,0.0049608505874475,0.8698068188834177,0.9998741541509952,1.0,1.0,208,-58.67622828198444,-38.53217578000066,-5.0871125535864685,0.13819022063949363,0.4025892977211263,0.22128029942445443,0.18905613464631002
60,7Networks_LH_Default_Temp_7-lh,lh,Default,0.0108216088368305,0.00918442297989,0.0076336903343331,0.605136880595433,0.6052882969347512,0.0088643821827563,0.8113839042129369,0.999883565530275,1.0,1.0,208,-51.35545365942661,-28.308782433717383,-6.800510683236047,0.1492798207641765,0.3742840647711821,0.19732750638430108,0.31269646488599817
61,7Networks_LH_Default_Temp_8-lh,lh,Default,0.0077603030586775,0.0062646998103954,0.0076783904569397,0.6096458529196241,0.6068692051155669,0.0147485666413171,0.8657976928838587,0.9998736961897184,1.0,1.0,208,-61.78149339379368,-16.813580985261474,-3.943987178188997,0.13707236644400023,0.3998687806625644,0.22047824824228673,0.20179713570286148
62,7Networks_LH_Default_Temp_9-lh,lh,Default,0.0079671281897209,0.0064820347045737,0.0078738231541327,0.606060314199355,0.6065016949768397,0.0072367100989901,0.8720380690110888,0.9998770649486008,1.0,1.0,208,-61.810173705013,-35.032639649363446,2.062868429731705,0.1446834561980996,0.3959753767300617,0.21297926867976283,0.2213335575796709
63,7Networks_LH_Default_pCunPCC_1-lh,lh,Default,0.0126526290977407,0.0112053668932057,0.0072068322534733,0.6017318319652425,0.6017607359186443,0.007164498417766,0.753768978233408,0.9998938067838916,1.0,1.0,208,-7.1763669689368585,-54.03647287252248,7.499414140005204,0.20217944184003742,0.3585398329171806,0.17342652861614108,0.3587972273410421
64,7Networks_LH_Default_pCunPCC_10-lh,lh,Default,0.0157226121549833,0.0150526142440194,0.0071979534218361,0.5952830566459677,0.5954697020238877,0.0106678837421575,0.6736005422948081,0.9999232635754592,1.0,1.0,208,-4.11859862944659,-65.55800170732219,41.53012864522165,0.3020207566821662,0.3213470993102367,0.11229150836742084,0.5180105328785046
65,7Networks_LH_Default_pCunPCC_11-lh,lh,Default,0.0170121409839941,0.0163383487366678,0.0045785723095372,0.5936299700972264,0.5939839223806154,0.0080744423625003,0.7020558175117723,0.9999278392280964,1.0,1.0,208,-7.123247340262015,-49.818272388727465,42.59006779616111,0.2809474161852036,0.31396189079126857,0.10468908545487253,0.589129193166268
66,7Networks_LH_Default_pCunPCC_2-lh,lh,Default,0.0150973056586974,0.0141016006594047,0.0049758291872233,0.5984197742422256,0.5981299522633209,0.0080913056076132,0.7175012926707318,0.9999069565419,1.0,1.0,208,-14.11254913537572,-62.67526649996493,17.11080800938307,0.24212927685687421,0.33241415027317556,0.14425916145107878,0.4645019818962075
67,7Networks_LH_Default_pCunPCC_3-lh,lh,Default,0.0149611953255532,0.0142216639599633,0.0055366363757001,0.5962532474768101,0.5956650253641198,0.0085327374331345,0.6922546117437248,0.999914725963798,1.0,1.0,208,-3.2310558035969734,-54.12389100514925,20.204847374023537,0.27511157299712713,0.32656897440144134,0.1276912865838778,0.4951151701465573
68,7Networks_LH_Default_pCunPCC_4-lh,lh,Default,0.0094010878926846,0.0084276416619723,0.0053397455711685,0.6024647447860783,0.6022973867792102,0.0068276053616677,0.8252168758049964,0.9998878383265576,1.0,1.0,208,-4.187172914616038,-39.83902543355404,24.192996006833308,0.17975224697189973,0.37228253707246084,0.18597322617031511,0.3205316246032753
69,7Networks_LH_Default_pCunPCC_5-lh,lh,Default,0.0186693676099005,0.0175360540120064,0.0063548012633028,0.5928212440244558,0.5923475829475129,0.0084642823082844,0.5635930294283373,0.9999305550041752,1.0,1.0,208,-12.182870918188613,-68.88448113755297,30.34756563875241,0.32868377747229516,0.2992337904158837,0.09717882011504143,0.5977196009486639
70,7Networks_LH_Default_pCunPCC_6-lh,lh,Default,0.0173321689056977,0.0165297283478293,0.0057469563220597,0.5938910578000086,0.5935140750877873,0.0085839095530136,0.6299155258700104,0.9999275260023384,1.0,1.0,208,-6.210162707089527,-59.21063153043514,29.97880504757839,0.3133277870814728,0.3046541801720392,0.10387061811781192,0.5785772978251293
71,7Networks_LH_Default_pCunPCC_7-lh,lh,Default,0.011860249621825,0.0108717481378541,0.0056735170974519,0.598406066818792,0.5985013229082881,0.0059387077159133,0.8101542212988353,0.9999022055108232,1.0,1.0,208,-7.397917231708242,-43.84895533288432,33.774448196790374,0.21316139287511718,0.3510450987450573,0.15406284985690943,0.42165407020325807
72,7Networks_LH_Default_pCunPCC_8-lh,lh,Default,0.0113387042314168,0.0105937183895179,0.0036527288758301,0.5985400679713367,0.5986034340681359,0.0072221873511679,0.8449751535461739,0.9999021372680578,1.0,1.0,208,-2.999572497981412,-31.003679178811453,39.53711645419781,0.17539296830113119,0.3577837819803972,0.15475901843942105,0.4355444199770166
73,7Networks_LH_Default_pCunPCC_9-lh,lh,Default,0.0128097324679572,0.0123786389467299,0.0053552144929404,0.5969329249040889,0.5970903365623332,0.0067331408122154,0.8519031832398264,0.9999094259638628,1.0,1.0,208,-1.8576950583632528,-14.542882574504793,39.12657913627014,0.16331005329663775,0.3462001281217859,0.14298481944978447,0.5005001428159844
74,7Networks_LH_DorsAttn_FEF_1-lh,lh,DorsAttn,0.0107029210300425,0.0087021000350008,0.008707635189504,0.6000637796969945,0.600269313904825,0.0107112296755809,0.8141920731316598,0.999902455938018,1.0,1.0,208,-42.38063602239867,-4.416281575106394,49.41332086471154,0.17534796272790576,0.37607909384151655,0.15978121518398994,0.3710643451383168
75,7Networks_LH_DorsAttn_FEF_2-lh,lh,DorsAttn,0.0139176281912304,0.0120848780769018,0.0096250695904068,0.5992900012306804,0.5985522819500428,0.0111005346449797,0.8669211893422516,0.99991619842444,1.0,1.0,208,-26.209761056873607,-0.553784114816239,51.04001641735806,0.1485291371340716,0.3421553657574246,0.13678552334866434,0.5502102968071566
76,7Networks_LH_DorsAttn_FEF_3-lh,lh,DorsAttn,0.0129142453770186,0.0109713893361314,0.0089662172769592,0.5984009967805783,0.5978154970939646,0.0115455507952457,0.7637474915203358,0.9999141146990724,1.0,1.0,208,-30.667170245005902,-7.23287867207125,49.05226208024236,0.19016352243682375,0.36665396097810365,0.13601176527735911,0.4325111994576924
77,7Networks_LH_DorsAttn_FEF_4-lh,lh,DorsAttn,0.012802154216201,0.0110509510695991,0.0089907656192916,0.5984797133968278,0.5980267244594001,0.0114331032931618,0.8533177270087707,0.9999106350647567,1.0,1.0,208,-21.806398165744284,5.312929678721981,59.09587647811226,0.15183585686844026,0.3501532056334509,0.14557385472130746,0.5055060212959649
78,7Networks_LH_DorsAttn_Post_1-lh,lh,DorsAttn,0.0098365391699926,0.0076798955022459,0.0082603521710075,0.6079131681097989,0.6079453875532939,0.0063128194335011,0.8189141132285425,0.9998778241953072,1.0,1.0,208,-44.205691876883705,-41.47907080056187,-24.02837216130461,0.13632842230852055,0.4044821290608896,0.2244146603876068,0.16347213606820635
79,7Networks_LH_DorsAttn_Post_10-lh,lh,DorsAttn,0.0149922708172119,0.0138492315267921,0.0070106833808943,0.596911873463682,0.5974809620580546,0.0082943466574844,0.7797067623018965,0.99992064955391,1.0,1.0,208,-27.93978271047577,-56.96442309226698,45.037484685883264,0.2332141560282312,0.3405128319032402,0.1204372594394825,0.5225046849757132
80,7Networks_LH_DorsAttn_Post_11-lh,lh,DorsAttn,0.0148751850567278,0.0140119386807774,0.0077668855814275,0.5974021194440454,0.5969118827344575,0.0100617060020112,0.7823632219650084,0.9999200961257672,1.0,1.0,208,-35.27278000163281,-38.49769673009557,44.12522832990632,0.21423457116211178,0.3534546858216368,0.12151466365685054,0.4926996929142019
