parcel_idx,label,hemi,network,tau_mean,tau_median,tau_std,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,ts_rms_mean,n_subjects,x,y,z
35,7Networks_LH_Default_PFC_21-lh,lh,Default,0.01086443789253362,0.00870443269967185,0.009077087144646265,0.601138813372228,0.6020460635320211,0.007086407181822605,0.8541126534484417,0.9998986046587299,1.0,1.0,208,-32.034395758731605,13.224192363553328,52.6139647658696
36,7Networks_LH_Default_PFC_22-lh,lh,Default,0.013228641028934644,0.01113827011585155,0.00992572754444139,0.6010073476369314,0.6009889106579898,0.008537945123651714,0.844754173369076,0.9999055027878077,1.0,1.0,208,-25.162960916195274,17.890900521908165,47.82930414931579
37,7Networks_LH_Default_PFC_23-lh,lh,Default,0.011589996333439144,0.00947191795051165,0.008382047254402952,0.601649168491861,0.6022310046170001,0.007333837201967953,0.8487581564456541,0.9998946199056007,1.0,1.0,208,-13.077377486804217,25.03736183790356,58.38545190233328
38,7Networks_LH_Default_PFC_24-lh,lh,Default,0.010942290863473128,0.008959289832180101,0.009148650046550227,0.6009160635283194,0.6012519949571812,0.0087760157174774,0.853212909928197,0.9998961807669688,1.0,1.0,208,-7.39856478587175,10.489577521097202,63.66846887148344
39,7Networks_LH_Default_PFC_3-lh,lh,Default,0.020690765618314847,0.01881729965504075,0.010419067473433475,0.6058636860591239,0.6050592295483394,0.01041144310189134,0.6275150162008221,0.9998982488983337,1.0,1.0,208,-4.724587174592722,52.44956600132273,-9.9265980175121
40,7Networks_LH_Default_PFC_4-lh,lh,Default,0.04244059096312799,0.03618178175649035,0.023023182233492753,0.6022156101860703,0.6020565324952036,0.007702300938898819,0.6629809868547171,0.9999167805394997,1.0,1.0,208,-5.289522376148108,34.716976993096935,-8.594936791273296
41,7Networks_LH_Default_PFC_5-lh,lh,Default,0.02384844527523701,0.02115372275865305,0.01188999375449033,0.6061094659315714,0.6055739197363746,0.00906329170575266,0.5594561679997885,0.9998945052513927,1.0,1.0,208,-46.50230795114152,33.41523071644838,-10.048385246944758
42,7Networks_LH_Default_PFC_6-lh,lh,Default,0.022561483969934196,0.021092908023860497,0.011194192313697778,0.6055495703857079,0.6057660307887456,0.006551935317358234,0.5772097770995199,0.9998975650963497,1.0,1.0,208,-28.767925863574675,53.433223522907625,0.9124134181494138
43,7Networks_LH_Default_PFC_7-lh,lh,Default,0.016550666264445436,0.014587159103579,0.010828244196331027,0.6056530681748451,0.6054580029103683,0.007090385083138874,0.690118682700628,0.9998887743710374,1.0,1.0,208,-46.10304853360947,27.4919744831242,1.4340034216095388
44,7Networks_LH_Default_PFC_8-lh,lh,Default,0.014119560593016186,0.0128488138636976,0.007508276816400736,0.6051592126000591,0.6045185718477402,0.010419654841795804,0.7794800589626643,0.9998944817614995,1.0,1.0,208,-7.544467431338713,54.49682205118597,7.529713835653562
