parcel_idx,label,hemi,network,tau_mean,tau_median,tau_std,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,ts_rms_mean,n_subjects,x,y,z
45,7Networks_LH_Default_PFC_9-lh,lh,Default,0.023489548630627927,0.0212469108140865,0.010151179436117569,0.600553862291535,0.6010134978972491,0.005743186163995544,0.7050295448429311,0.9999113574089343,1.0,1.0,208,-6.932250439334702,41.64669330303486,7.384135745438122
46,7Networks_LH_Default_Par_1-lh,lh,Default,0.008716956948851533,0.006991471867490899,0.008279894632793636,0.603508215387135,0.6042871745957457,0.005979926780581346,0.8622874708898001,0.99988415119787,1.0,1.0,208,-57.383010887272576,-49.72522937550264,12.918316185204691
47,7Networks_LH_Default_Par_2-lh,lh,Default,0.01384023267442655,0.012840550746764351,0.007649519975584906,0.5971023287528268,0.598004669003858,0.008316740262977487,0.8165961523721379,0.9999087361428559,1.0,1.0,208,-42.824573299427726,-57.85325620582066,17.128322882973468
48,7Networks_LH_Default_Par_3-lh,lh,Default,0.008915592328403972,0.006910750281406249,0.008443151838369557,0.6016750970160897,0.6029318254951581,0.0073822362978676085,0.8459932279876233,0.9998871594290111,1.0,1.0,208,-42.61979447022183,-75.7570265501533,24.6785933005728
49,7Networks_LH_Default_Par_4-lh,lh,Default,0.010916900522395672,0.00949678914689645,0.008518887200757722,0.6006333214675191,0.6016664962779893,0.008805940109398272,0.8260132156391022,0.9998968341036829,1.0,1.0,208,-42.58179975369058,-63.030436059429306,27.82130876127773
50,7Networks_LH_Default_Par_5-lh,lh,Default,0.009212542402968668,0.00741378354449535,0.008423102960617086,0.6026544683896902,0.6038491365323533,0.006827404375716275,0.8635087096443439,0.9998872941354844,1.0,1.0,208,-54.131188492661074,-55.54472807411835,25.30252821497457
51,7Networks_LH_Default_Par_6-lh,lh,Default,0.009547124186280717,0.0080647090195757,0.00804830214209466,0.6010209817059515,0.6022280481247038,0.007376112925081874,0.8472433868945822,0.9998928368275375,1.0,1.0,208,-39.05635863200874,-73.46306570016654,40.98188612567392
52,7Networks_LH_Default_Par_7-lh,lh,Default,0.009962820951964388,0.00798512176558935,0.009017714872950985,0.6023438409974786,0.6029058760292262,0.009927079107369624,0.8424835547370052,0.9998905686142431,1.0,1.0,208,-47.452882282069474,-63.57486788952937,41.60346452525405
53,7Networks_LH_Default_Temp_1-lh,lh,Default,0.01505770981661209,0.01302749614844665,0.008754638558672525,0.6088302608130278,0.6063115652313398,0.013852782717541355,0.6919995543453921,0.9998814735945191,1.0,1.0,208,-55.9116706111005,-7.6435819522878115,-27.64751808117361
54,7Networks_LH_Default_Temp_10-lh,lh,Default,0.009928443462975308,0.0081738837844529,0.007976215181418158,0.6037313415682257,0.6042347379613737,0.008850900474740166,0.847231467510112,0.9998863271509653,1.0,1.0,208,-52.29275311985409,-44.45777504342105,3.683274732517424
55,7Networks_LH_Default_Temp_2-lh,lh,Default,0.008294491954501312,0.006967183451043401,0.005351567202442742,0.6083497297105124,0.6076072870501257,0.008886916721556337,0.8507379444155477,0.9998727154182523,1.0,1.0,208,-61.790484664840825,-23.34326415926764,-21.159731723702887
56,7Networks_LH_Default_Temp_3-lh,lh,Default,0.007385705454789504,0.00576290088307455,0.00858272400806696,0.6095385308205029,0.6085572378350961,0.009396001162630273,0.8528856145970002,0.9998696571747858,1.0,1.0,208,-58.37601721091349,-38.36302311433469,-20.80113221778244
57,7Networks_LH_Default_Temp_4-lh,lh,Default,0.010241959770744142,0.0082905176509846,0.009085341246860994,0.6073657530378218,0.6068085055281125,0.009063162724298718,0.817746886960851,0.9998762930498685,1.0,1.0,208,-56.184116394907726,-16.283339937164754,-14.49555316398523
58,7Networks_LH_Default_Temp_5-lh,lh,Default,0.014018163734934684,0.01097694582335825,0.010216308081019511,0.6069431652514538,0.6057176056659854,0.010192775655358413,0.7415342912129154,0.9998835222907807,1.0,1.0,208,-56.14723524146419,-0.4664827350988786,-11.205865896063736
59,7Networks_LH_Default_Temp_6-lh,lh,Default,0.007711721584635785,0.00613685183897975,0.007699975658285925,0.6065379288409896,0.6071560550776052,0.004960850587447573,0.8698068188834177,0.9998741541509951,1.0,1.0,208,-58.67622828198444,-38.53217578000066,-5.0871125535864685
60,7Networks_LH_Default_Temp_7-lh,lh,Default,0.010821608836830579,0.00918442297989,0.007633690334333101,0.605136880595433,0.6052882969347512,0.008864382182756312,0.8113839042129369,0.999883565530275,1.0,1.0,208,-51.35545365942661,-28.308782433717383,-6.800510683236047
61,7Networks_LH_Default_Temp_8-lh,lh,Default,0.007760303058677587,0.0062646998103954,0.00767839045693972,0.6096458529196241,0.6068692051155669,0.014748566641317176,0.8657976928838587,0.9998736961897183,1.0,1.0,208,-61.78149339379368,-16.813580985261474,-3.943987178188997
62,7Networks_LH_Default_Temp_9-lh,lh,Default,0.007967128189720911,0.0064820347045737,0.007873823154132783,0.606060314199355,0.6065016949768397,0.007236710098990131,0.8720380690110888,0.9998770649486007,1.0,1.0,208,-61.810173705013,-35.032639649363446,2.062868429731705
63,7Networks_LH_Default_pCunPCC_1-lh,lh,Default,0.01265262909774073,0.0112053668932057,0.007206832253473362,0.6017318319652425,0.6017607359186443,0.007164498417766071,0.753768978233408,0.9998938067838915,1.0,1.0,208,-7.1763669689368585,-54.03647287252248,7.499414140005204
64,7Networks_LH_Default_pCunPCC_10-lh,lh,Default,0.015722612154983343,0.01505261424401945,0.007197953421836134,0.5952830566459677,0.5954697020238877,0.010667883742157576,0.6736005422948081,0.9999232635754592,1.0,1.0,208,-4.11859862944659,-65.55800170732219,41.53012864522165
65,7Networks_LH_Default_pCunPCC_11-lh,lh,Default,0.017012140983994173,0.01633834873666785,0.004578572309537264,0.5936299700972264,0.5939839223806154,0.00807444236250038,0.7020558175117723,0.9999278392280964,1.0,1.0,208,-7.123247340262015,-49.818272388727465,42.59006779616111
66,7Networks_LH_Default_pCunPCC_2-lh,lh,Default,0.0150973056586974,0.0141016006594047,0.004975829187223337,0.5984197742422256,0.5981299522633209,0.008091305607613281,0.7175012926707318,0.9999069565418999,1.0,1.0,208,-14.11254913537572,-62.67526649996493,17.11080800938307
67,7Networks_LH_Default_pCunPCC_3-lh,lh,Default,0.014961195325553286,0.01422166395996335,0.005536636375700175,0.5962532474768101,0.5956650253641198,0.00853273743313458,0.6922546117437248,0.9999147259637979,1.0,1.0,208,-3.2310558035969734,-54.12389100514925,20.204847374023537
68,7Networks_LH_Default_pCunPCC_4-lh,lh,Default,0.009401087892684663,0.0084276416619723,0.0053397455711685,0.6024647447860783,0.6022973867792102,0.006827605361667756,0.8252168758049964,0.9998878383265577,1.0,1.0,208,-4.187172914616038,-39.83902543355404,24.192996006833308
69,7Networks_LH_Default_pCunPCC_5-lh,lh,Default,0.01866936760990055,0.017536054012006447,0.006354801263302842,0.5928212440244558,0.5923475829475129,0.008464282308284445,0.5635930294283373,0.9999305550041753,1.0,1.0,208,-12.182870918188613,-68.88448113755297,30.34756563875241
70,7Networks_LH_Default_pCunPCC_6-lh,lh,Default,0.01733216890569778,0.016529728347829398,0.005746956322059787,0.5938910578000086,0.5935140750877873,0.008583909553013643,0.6299155258700104,0.9999275260023383,1.0,1.0,208,-6.210162707089527,-59.21063153043514,29.97880504757839
71,7Networks_LH_Default_pCunPCC_7-lh,lh,Default,0.011860249621825062,0.010871748137854149,0.005673517097451961,0.598406066818792,0.5985013229082881,0.005938707715913364,0.8101542212988353,0.9999022055108231,1.0,1.0,208,-7.397917231708242,-43.84895533288432,33.774448196790374
72,7Networks_LH_Default_pCunPCC_8-lh,lh,Default,0.011338704231416846,0.01059371838951795,0.0036527288758301728,0.5985400679713367,0.5986034340681359,0.007222187351167995,0.8449751535461739,0.9999021372680578,1.0,1.0,208,-2.999572497981412,-31.003679178811453,39.53711645419781
73,7Networks_LH_Default_pCunPCC_9-lh,lh,Default,0.012809732467957266,0.012378638946729949,0.0053552144929404095,0.5969329249040889,0.5970903365623332,0.006733140812215472,0.8519031832398264,0.9999094259638628,1.0,1.0,208,-1.8576950583632528,-14.542882574504793,39.12657913627014
74,7Networks_LH_DorsAttn_FEF_1-lh,lh,DorsAttn,0.01070292103004252,0.0087021000350008,0.008707635189504046,0.6000637796969945,0.600269313904825,0.010711229675580924,0.8141920731316598,0.9999024559380181,1.0,1.0,208,-42.38063602239867,-4.416281575106394,49.41332086471154
75,7Networks_LH_DorsAttn_FEF_2-lh,lh,DorsAttn,0.013917628191230404,0.01208487807690185,0.009625069590406845,0.5992900012306804,0.5985522819500428,0.011100534644979797,0.8669211893422516,0.9999161984244401,1.0,1.0,208,-26.209761056873607,-0.553784114816239,51.04001641735806
76,7Networks_LH_DorsAttn_FEF_3-lh,lh,DorsAttn,0.012914245377018638,0.01097138933613145,0.008966217276959263,0.5984009967805783,0.5978154970939646,0.011545550795245748,0.7637474915203358,0.9999141146990724,1.0,1.0,208,-30.667170245005902,-7.23287867207125,49.05226208024236
77,7Networks_LH_DorsAttn_FEF_4-lh,lh,DorsAttn,0.012802154216201003,0.0110509510695991,0.008990765619291657,0.5984797133968278,0.5980267244594001,0.011433103293161852,0.8533177270087707,0.9999106350647567,1.0,1.0,208,-21.806398165744284,5.312929678721981,59.09587647811226
78,7Networks_LH_DorsAttn_Post_1-lh,lh,DorsAttn,0.009836539169992619,0.0076798955022459,0.008260352171007587,0.6079131681097989,0.6079453875532939,0.0063128194335011914,0.8189141132285425,0.9998778241953072,1.0,1.0,208,-44.205691876883705,-41.47907080056187,-24.02837216130461
79,7Networks_LH_DorsAttn_Post_10-lh,lh,DorsAttn,0.014992270817211937,0.0138492315267921,0.007010683380894391,0.596911873463682,0.5974809620580546,0.008294346657484438,0.7797067623018965,0.9999206495539099,1.0,1.0,208,-27.93978271047577,-56.96442309226698,45.037484685883264
80,7Networks_LH_DorsAttn_Post_11-lh,lh,DorsAttn,0.014875185056727802,0.01401193868077745,0.0077668855814275245,0.5974021194440454,0.5969118827344575,0.010061706002011278,0.7823632219650084,0.9999200961257672,1.0,1.0,208,-35.27278000163281,-38.49769673009557,44.12522832990632
81,7Networks_LH_DorsAttn_Post_12-lh,lh,DorsAttn,0.014059226069070029,0.012908946244205851,0.008242339493453777,0.5983960854176001,0.5988737675647586,0.010179655128023808,0.8045700983490865,0.9999129517693645,1.0,1.0,208,-34.70367788801006,-51.61386739818099,51.68537143632477
82,7Networks_LH_DorsAttn_Post_13-lh,lh,DorsAttn,0.013942157961948655,0.012235651220560001,0.007983003984121837,0.5966971119717096,0.5973934386530426,0.008987574151893706,0.746527298727736,0.9999147803819347,1.0,1.0,208,-15.236237032457543,-69.27501632643431,54.09764610619516
83,7Networks_LH_DorsAttn_Post_14-lh,lh,DorsAttn,0.012676508040892293,0.011280972587554151,0.008494178191487893,0.5988081431680599,0.5996080481448389,0.007953932102798662,0.8024403163635837,0.9999076163581126,1.0,1.0,208,-26.62689025998897,-60.30824582261152,58.1833988004712
84,7Networks_LH_DorsAttn_Post_15-lh,lh,DorsAttn,0.01336634314107216,0.01172184781655985,0.008254521906939576,0.5979985714709517,0.5984020884859614,0.010274503843923883,0.7748278153392086,0.9999114480580241,1.0,1.0,208,-9.955279937660416,-57.18201072912648,61.73898947549618
85,7Networks_LH_DorsAttn_Post_16-lh,lh,DorsAttn,0.012477874810259991,0.0110094467876957,0.008267707777996888,0.5985543454892788,0.5995452504479577,0.00894605140009215,0.7956704127257909,0.9999093634700029,1.0,1.0,208,-20.9414129970836,-53.92451153709775,63.16374481616377
86,7Networks_LH_DorsAttn_Post_17-lh,lh,DorsAttn,0.01063193092243894,0.0090105591364021,0.007517802427774985,0.5999309044394253,0.6005479654698006,0.011072063081557575,0.8129932343001157,0.9999000864999606,1.0,1.0,208,-15.386701867096406,-50.276124586138806,70.73036589658349
87,7Networks_LH_DorsAttn_Post_2-lh,lh,DorsAttn,0.008775324078130621,0.00739101674776215,0.0052272460843435335,0.6066635077386942,0.6071479677996933,0.007203176665617127,0.8487892433834021,0.9998781652078887,1.0,1.0,208,-47.15596871878233,-54.06269714307735,-15.919451797095528
88,7Networks_LH_DorsAttn_Post_3-lh,lh,DorsAttn,0.006794594972296752,0.005239443670202451,0.007236222251472628,0.607012618536112,0.6071958522660532,0.006701567748589249,0.8768667652766516,0.9998721413981463,1.0,1.0,208,-53.2125022771322,-62.25397700136548,-3.8142905067428297
89,7Networks_LH_DorsAttn_Post_4-lh,lh,DorsAttn,0.008108856052596817,0.0063261921448684,0.007842689554755521,0.6029517280577046,0.6044783281792176,0.006870918005284077,0.8701086799980525,0.9998829605300915,1.0,1.0,208,-46.47895984177876,-67.84704178719133,11.128987582749277
90,7Networks_LH_DorsAttn_Post_5-lh,lh,DorsAttn,0.017911524300555214,0.017163944298190452,0.007002080334652649,0.5938061806422176,0.5936416391491728,0.009554945120020794,0.6957921024368454,0.9999323186686623,1.0,1.0,208,-26.4475365004726,-69.29530358625301,27.30186345190976
91,7Networks_LH_DorsAttn_Post_6-lh,lh,DorsAttn,0.010007262494675161,0.00800685192229235,0.008586843930182471,0.6014781212741639,0.6027309899436211,0.007194669584211005,0.8564129166055222,0.999893282979293,1.0,1.0,208,-50.50214662977085,-33.157821261654995,40.64988930574648
92,7Networks_LH_DorsAttn_Post_7-lh,lh,DorsAttn,0.015533290760785636,0.0145724420132911,0.007008767030101393,0.5957356228165879,0.5958711214524756,0.008087381079325533,0.7468617372854648,0.9999215240827574,1.0,1.0,208,-23.56977437251323,-64.05671753754487,42.030502046121136
93,7Networks_LH_DorsAttn_Post_8-lh,lh,DorsAttn,0.015570985123531444,0.0149177288579388,0.0076025360625812536,0.5959416314487838,0.5958702671461802,0.009771755278568618,0.8048410564602863,0.9999244359060153,1.0,1.0,208,-41.80453570444181,-31.00647144860758,38.730709529601945
94,7Networks_LH_DorsAttn_Post_9-lh,lh,DorsAttn,0.01614615753980305,0.01507938673827855,0.007765633680284351,0.5958177580449907,0.5963620973642478,0.008794084553405586,0.8001849309629496,0.9999224014439005,1.0,1.0,208,-33.93362460633502,-47.70593910757332,38.35676895789658
95,7Networks_LH_DorsAttn_PrCv_1-lh,lh,DorsAttn,0.0112175388725552,0.009746257803189901,0.008017914578928755,0.6012211572334875,0.6019842190832176,0.006509739770347546,0.8346934093761706,0.9998977606699169,1.0,1.0,208,-47.97324231275872,6.2063375440996085,24.471581162030425
96,7Networks_LH_DorsAttn_PrCv_2-lh,lh,DorsAttn,0.01037697747791538,0.00868916363303085,0.00809387727805156,0.6006718919607774,0.6014659002188223,0.00829251861762485,0.8499738677569163,0.9998992398607622,1.0,1.0,208,-49.70606513484832,0.9781463359288248,36.64115305562173
97,7Networks_LH_Limbic_OFC_1-lh,lh,Limbic,0.03128278119005941,0.02830925313214825,0.014372188388620527,0.6048871492861013,0.6021294978080585,0.014268462619158357,0.612275756692263,0.9999058531080228,1.0,1.0,208,-13.292980548075713,21.18468537236926,-21.08755740952804
98,7Networks_LH_Limbic_OFC_2-lh,lh,Limbic,0.035115668809635736,0.0311060646933546,0.018310984736161565,0.6032479786320001,0.6031677118103796,0.007003646417344864,0.5990440292110967,0.9999068506965624,1.0,1.0,208,-23.89638536037197,21.985710938771565,-20.290748986126232
99,7Networks_LH_Limbic_OFC_3-lh,lh,Limbic,0.03496799494605637,0.0323418211315733,0.014446062094951995,0.6053887230598864,0.6039619881679685,0.011371286623499947,0.5701514097067888,0.999908172082715,1.0,1.0,208,-10.873434260217609,43.48105623411096,-23.46935508130253
100,7Networks_LH_Limbic_OFC_4-lh,lh,Limbic,0.031056457830423205,0.0261224642379839,0.017426495974455208,0.6050667126959672,0.6044355589885044,0.007907341348108273,0.5689970150339391,0.9999029032782781,1.0,1.0,208,-3.754660211937337,20.102923882762088,-18.793292442756364
101,7Networks_LH_Limbic_OFC_5-lh,lh,Limbic,0.018693688646478596,0.0164066996359016,0.011450349010142795,0.607663315126909,0.6073009811747538,0.009093834064416427,0.619508823156884,0.9998886690271488,1.0,1.0,208,-16.13442856102314,62.18571597164117,-7.906560958747399
102,7Networks_LH_Limbic_TempPole_1-lh,lh,Limbic,0.019923505819691635,0.0178297503811112,0.011351150652144176,0.6089772158652166,0.6064148173290231,0.013531392679350098,0.5876830110837908,0.9998861382576446,1.0,1.0,208,-39.70239196528656,-7.127084286019371,-41.0033975718879
103,7Networks_LH_Limbic_TempPole_2-lh,lh,Limbic,0.025768555150865884,0.02322768899502435,0.01113842001106522,0.6062001650903945,0.6053606036551045,0.010320532336779398,0.5281897990449118,0.9998952560550342,1.0,1.0,208,-26.86821711989882,4.227945093631065,-38.74394536141904
104,7Networks_LH_Limbic_TempPole_3-lh,lh,Limbic,0.02212375381764174,0.0182147087493732,0.01297955354538921,0.6080434663914895,0.605964364456935,0.014488198762653818,0.6012773909990814,0.9998930399661184,1.0,1.0,208,-26.731302960713705,-10.89095298608144,-33.499243920644126
105,7Networks_LH_Limbic_TempPole_4-lh,lh,Limbic,0.011527871979720375,0.0090456863450871,0.008534122972990575,0.6089724176083308,0.6081266628148972,0.008872071001093652,0.7726746844198905,0.9998748701485152,1.0,1.0,208,-51.7472156144016,-24.36365758002192,-32.80556341572594
106,7Networks_LH_Limbic_TempPole_5-lh,lh,Limbic,0.012316870402980575,0.0100272852628915,0.008273118104615902,0.6081306234348207,0.6074812160678633,0.009301872788022941,0.7588559232370131,0.9998789570103838,1.0,1.0,208,-40.06220527048464,-23.02177058546632,-26.49928586129789
107,7Networks_LH_Limbic_TempPole_6-lh,lh,Limbic,0.026428123708335877,0.0222872415103168,0.014708620403395507,0.6083973897587964,0.6057601663794931,0.015314371523031134,0.5308683799533809,0.9998943385732508,1.0,1.0,208,-47.4509777497353,8.622316963813343,-30.74130548409761
108,7Networks_LH_Limbic_TempPole_7-lh,lh,Limbic,0.025663014489290523,0.02207704628761865,0.014466161371020449,0.6064194249153,0.6056439304362193,0.010400857797016588,0.5552041915127377,0.9998970644998111,1.0,1.0,208,-33.55322896501292,7.815340258841119,-26.289559712617294
109,7Networks_LH_Limbic_TempPole_8-lh,lh,Limbic,0.019904956759767167,0.01793553271911715,0.00881416141473343,0.6035734685770416,0.6034605420603751,0.006877058140451023,0.6323950701736513,0.9998974544738667,1.0,1.0,208,-20.833664374048976,-22.47760446266105,-25.04633926841068
110,7Networks_LH_SalVentAttn_FrOperIns_1-lh,lh,SalVentAttn,0.02517343031854339,0.0227174833608101,0.011516459127722763,0.6028042827380372,0.601148813725023,0.012017531634191628,0.6673980084069254,0.9999035108986655,1.0,1.0,208,-44.27507714153524,-1.9691270553615543,-15.561208579821743
111,7Networks_LH_SalVentAttn_FrOperIns_2-lh,lh,SalVentAttn,0.025758207266064974,0.02454402771119275,0.010244728777235694,0.6022038420934047,0.6020821940742545,0.008444781437870953,0.6254495835963405,0.999904257501093,1.0,1.0,208,-39.97043976865537,0.595864837537787,-6.664366941782386
112,7Networks_LH_SalVentAttn_FrOperIns_3-lh,lh,SalVentAttn,0.034919791605956686,0.03200191518417665,0.017158308342719253,0.602017569848376,0.6012999426325745,0.010212940717419173,0.6496964703568244,0.9999112501596846,1.0,1.0,208,-32.39046696366935,26.02637937874629,-0.3362175469819842
113,7Networks_LH_SalVentAttn_FrOperIns_4-lh,lh,SalVentAttn,0.013649988544293142,0.01157811265534385,0.008342234760994926,0.605995945322067,0.6055922965122729,0.00953689433052986,0.7350700630595836,0.9998857913236575,1.0,1.0,208,-40.23415162386142,-16.420856948315397,-3.941731276541112
114,7Networks_LH_SalVentAttn_FrOperIns_5-lh,lh,SalVentAttn,0.0200172678091885,0.01858454305636475,0.009022388645058943,0.6004406958940046,0.600010514170372,0.008866292325857233,0.7306505959113655,0.9999079931355054,1.0,1.0,208,-32.974421531985506,19.40142974371862,7.906767452124393
115,7Networks_LH_SalVentAttn_FrOperIns_6-lh,lh,SalVentAttn,0.014034180479798255,0.0130102233725937,0.008674339927739645,0.6026958671821813,0.6032392583745807,0.005664523377957533,0.7726401367703364,0.999893198631098,1.0,1.0,208,-35.928958713498886,4.822265129268403,10.04293815226976
116,7Networks_LH_SalVentAttn_FrOperIns_7-lh,lh,SalVentAttn,0.009663746483363912,0.00785679704181505,0.008342313316542085,0.6069549891948707,0.6062322112206215,0.010420204128108058,0.8414410045991809,0.9998790797739654,1.0,1.0,208,-44.15241681496928,12.027876529637284,1.954714645833276
117,7Networks_LH_SalVentAttn_FrOperIns_8-lh,lh,SalVentAttn,0.01003836371298855,0.00845416959028955,0.0073940203765066985,0.6055187010551716,0.6054249519164081,0.008617456885423851,0.8311218763304424,0.9998834255178614,1.0,1.0,208,-51.096116187164135,0.163706507318967,3.985929608473668
118,7Networks_LH_SalVentAttn_FrOperIns_9-lh,lh,SalVentAttn,0.009637567348303887,0.0077415909793119,0.008335583757825907,0.6056609309752183,0.6055475877833857,0.008395012670380463,0.8398575806960445,0.9998811584918499,1.0,1.0,208,-51.86575559607135,8.562580772968525,12.651200385378376
119,7Networks_LH_SalVentAttn_Med_1-lh,lh,SalVentAttn,0.017203824452705914,0.01620652673029325,0.007789282901703933,0.597568181566004,0.596835378452985,0.00899259238343931,0.867045257563422,0.9999234363964681,1.0,1.0,208,-7.622988210197239,19.573154094349984,32.80045354014207
120,7Networks_LH_SalVentAttn_Med_2-lh,lh,SalVentAttn,0.01651146433478332,0.0155593634840994,0.007549919139973672,0.5971115937934072,0.5946486907629749,0.014804164626743943,0.8796256134009971,0.999930847934184,1.0,1.0,208,-6.89563837940768,0.8559452925412733,41.32250199355478
121,7Networks_LH_SalVentAttn_Med_3-lh,lh,SalVentAttn,0.010538755410585833,0.009314344639598151,0.007197657180251199,0.6005186037090542,0.6002300823199181,0.00881354118401949,0.8344425978125846,0.9998951356003274,1.0,1.0,208,-12.766133691386171,-24.88988610920153,41.19620874906841
122,7Networks_LH_SalVentAttn_Med_4-lh,lh,SalVentAttn,0.016219183449402638,0.01497054243974865,0.008645000079036305,0.5997818283993653,0.5967046873436948,0.014509182186960541,0.8734216937066857,0.9999245905841688,1.0,1.0,208,-7.273161498623826,8.181929967880901,46.825313479857456
123,7Networks_LH_SalVentAttn_Med_5-lh,lh,SalVentAttn,0.015086766692484996,0.014185273824777099,0.007257343575054344,0.595995590698974,0.5965518250935629,0.006816448141373302,0.7546131885341179,0.9999115721331344,1.0,1.0,208,-14.46428824674244,-39.05645511824771,45.86814254720214
124,7Networks_LH_SalVentAttn_Med_6-lh,lh,SalVentAttn,0.015136874883687968,0.0142085335714594,0.007607881460253473,0.5970512396021251,0.5964141895849164,0.011682042811878793,0.7456029518988003,0.9999221943619235,1.0,1.0,208,-7.996972425284158,-47.905287310632026,56.66460163651948
125,7Networks_LH_SalVentAttn_Med_7-lh,lh,SalVentAttn,0.010409290362547834,0.00886945663190585,0.007673625940263185,0.5993212237634719,0.599904059526762,0.0080386427967866,0.8525897834327986,0.9998972662859791,1.0,1.0,208,-9.581735411692527,-4.7751348625948085,68.61623965108336
126,7Networks_LH_SalVentAttn_PFCl_1-lh,lh,SalVentAttn,0.012508093038598185,0.01072809776241345,0.009122626687644677,0.6029766500038418,0.6037881779025777,0.005681997041527809,0.8163083240466992,0.9998969138838162,1.0,1.0,208,-30.43239820530984,39.53049867765039,25.725265998755937
127,7Networks_LH_SalVentAttn_ParOper_1-lh,lh,SalVentAttn,0.01119592484002405,0.00994381193768905,0.007893897507589594,0.6008476426213929,0.6016146144017125,0.007031020623021865,0.8361914293158754,0.999896496983878,1.0,1.0,208,-53.007303389158544,-35.49347277359816,21.68828773603565
128,7Networks_LH_SalVentAttn_ParOper_2-lh,lh,SalVentAttn,0.009268979289740251,0.00718664909957775,0.008435124252321452,0.6030240120667618,0.603990200473873,0.006746409095985854,0.8601278636445687,0.9998867916465279,1.0,1.0,208,-57.54926100154381,-45.50295204227253,25.69512326030408
129,7Networks_LH_SalVentAttn_ParOper_3-lh,lh,SalVentAttn,0.0077722883347705,0.00613889094502485,0.007970337134846987,0.6045927899721846,0.6055736560197054,0.006307015092826803,0.8782689807629798,0.9998818197606487,1.0,1.0,208,-59.68074720102058,-24.800348331803395,30.209649454625765
130,7Networks_LH_SalVentAttn_ParOper_4-lh,lh,SalVentAttn,0.008468920729173808,0.0062720135546026,0.009414400415751839,0.6040961196258084,0.6051685648589252,0.006339712496605868,0.8713085248639982,0.9998829073418263,1.0,1.0,208,-60.27880584389154,-37.42226658276985,34.42161412911912
131,7Networks_LH_SalVentAttn_TempOcc_1-lh,lh,SalVentAttn,0.0076737763004648,0.0060250503228359495,0.007193959740237185,0.6045523323663665,0.6054674272889744,0.007561806977552825,0.8781933898858186,0.9998796129008517,1.0,1.0,208,-53.62599159361529,-54.918923530160434,7.941994568516798
132,7Networks_LH_SomMot_1-lh,lh,SomMot,0.013207569458081717,0.012007374236191401,0.007874556686331299,0.6042152371031863,0.6026395551164745,0.012569276579450443,0.7834769094878026,0.9998924050367044,1.0,1.0,208,-49.10716878647772,-13.393378912210798,0.4076897875755875
133,7Networks_LH_SomMot_10-lh,lh,SomMot,0.01062779402065175,0.0090973326322264,0.0077273520666334234,0.6019493683990015,0.6022260717122806,0.008936293860385866,0.8363155203091974,0.9998934905595205,1.0,1.0,208,-48.60821804058589,-25.19058727096988,17.03619863844964
134,7Networks_LH_SomMot_11-lh,lh,SomMot,0.008019499981634462,0.00628469687338255,0.008012161414605893,0.6050406573442388,0.605647626584521,0.005860952648957474,0.8757993279093828,0.9998804355103105,1.0,1.0,208,-60.038825685568085,-19.98567181373921,18.521731339629167
135,7Networks_LH_SomMot_12-lh,lh,SomMot,0.008649281335853028,0.0070104868602405505,0.007831155222057644,0.6041954831940157,0.604405627953535,0.007599398316599611,0.8645125384768391,0.9998850747333257,1.0,1.0,208,-58.84164334007316,-5.112528729102339,22.820865601232047
136,7Networks_LH_SomMot_13-lh,lh,SomMot,0.007518559526570518,0.0059450578786672,0.007950296066029441,0.60489375249053,0.605883465365697,0.005756209481993973,0.8822394132570822,0.9998801768325907,1.0,1.0,208,-62.35561814361916,-12.373987597159909,31.45366324088424
137,7Networks_LH_SomMot_14-lh,lh,SomMot,0.011939749066687625,0.0107769038618117,0.00783755278934052,0.5995843192468732,0.6001122503614982,0.0070540001096132355,0.8341737867079015,0.9999041503021041,1.0,1.0,208,-50.190783267419775,-10.547492154242454,28.73387516541377
