subject,tau_mean,tau_std,rho_mean,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,n_nan_tau,n_nan_rho
sub-V1064,0.01790349807522429,0.007727672697324678,0.6005135784159299,0.004973394179339106,0.6951795879181083,0.9999164789683036,1.0,0,0
sub-V1065,0.015056587027076412,0.006363169767135352,0.5986135569898452,0.010437826153353704,0.7166148327746421,0.9999004767860536,1.0,0,0
sub-V1066,0.015457514344058959,0.0102754224373566,0.6032379507318805,0.012771636443072044,0.7473682044083187,0.9998942485072124,1.0,0,0
sub-V1068,0.014072297577859343,0.013280203728348313,0.604364533971208,0.005039409888344124,0.768264236904347,0.9998933361711594,1.0,0,0
sub-V1069,0.013054674112927574,0.00816372808588781,0.6035501135521322,0.010298169612068362,0.7851498510165816,0.9998927844036029,1.0,0,0
sub-V1070,0.012845101653187344,0.006213867652510715,0.6000573324029237,0.005434432196663031,0.7383048236619181,0.9998964016113533,1.0,0,0
sub-V1071,0.01998259688788213,0.01148221235716135,0.5942229457696616,0.00940752276478613,0.6921929436405251,0.9999092052520574,1.0,0,0
sub-V1072,0.012146016082536851,0.00514880566691152,0.5986207432912154,0.006860407028114796,0.7909766681581821,0.9999009078775726,1.0,0,0
sub-V1073,0.0118314137091617,0.007998747408810566,0.6029560521055501,0.016727029997383184,0.7923371755558875,0.999898945012406,1.0,0,0
sub-V1074,0.013166824393737375,0.006835599682650807,0.6015565705200071,0.006737205586305514,0.8099396459865525,0.999900944660016,1.0,0,0
sub-V1075,0.014948908589993246,0.008457180750273756,0.6047367742490414,0.009934841003280473,0.7653224252213565,0.9998945977208149,1.0,0,0
sub-V1076,0.015600796531536046,0.008878300584267695,0.5992898687916621,0.011991809287159958,0.6873985565820795,0.9999105360389459,1.0,0,0
sub-V1077,0.012872965707451514,0.010761003203262925,0.6026133097108376,0.008757611721460784,0.8004840399370801,0.9998977710472423,1.0,0,0
sub-V1078,0.018538670068388642,0.014524681530113213,0.6020282901290186,0.007239180091894297,0.734597134987177,0.9999010933817923,1.0,0,0
sub-V1079,0.012065990740708262,0.008207452221534475,0.6032177520507946,0.007286555432446613,0.8099002219960281,0.9998956265298118,1.0,0,0
sub-V1080,0.011851174731972903,0.008310166027885132,0.6096107645516752,0.004446345214128848,0.7212358053959161,0.9998880323805416,1.0,0,0
sub-V1081,0.010909073763464528,0.006427661981341411,0.60336759238457,0.011189885497431929,0.821071435045841,0.9998923090160878,1.0,0,0
sub-V1083,0.01557232953706743,0.010327010188571281,0.5994728354312858,0.009319844151051797,0.6468593943191098,0.9999010069278018,1.0,0,0
sub-V1084,0.01143201456942455,0.005136847011095695,0.5960185421473759,0.00727989804441025,0.8036158831478303,0.9998968379926891,1.0,0,0
sub-V1085,0.011233275343334728,0.005318608138459045,0.602955724280704,0.006446294621932769,0.764735253798611,0.9998910128873545,1.0,0,0
sub-V1086,0.014975715341604069,0.0075707460806549685,0.601177958201031,0.012027273342022417,0.7019452917375991,0.9998982157127227,1.0,0,0
sub-V1087,0.014289999274891973,0.00889193366982404,0.5994332499686018,0.010804603785309654,0.8220361385840372,0.999901898688065,1.0,0,0
sub-V1088,0.01272897766521571,0.00556746703846939,0.6021553307376535,0.012075468913363375,0.7855769557752584,0.9998963221872228,1.0,0,0
sub-V1089,0.012618816529523971,0.006445331606990219,0.6042911645586699,0.007767010352429407,0.7905879596458859,0.9998918473249779,1.0,0,0
sub-V1090,0.017162407889403746,0.012889289039500977,0.5952188344795211,0.01499974840558084,0.7652512867743277,0.9999081087196561,1.0,0,0
sub-V1092,0.011581768231814898,0.006853044038471797,0.6007457490847199,0.00411357430460826,0.8352953869884092,0.9998948323327573,1.0,0,0
sub-V1093,0.015947995246920626,0.010206397453662192,0.6004871153715637,0.008755351924709925,0.7087028029203507,0.9999051987425189,1.0,0,0
sub-V1094,0.013436545224241921,0.008338619116603847,0.6077687183225919,0.00902765552740707,0.7456596190591334,0.999889778685362,1.0,0,0
sub-V1095,0.010073971519010606,0.005871034274306806,0.6050431631286711,0.012743959941431009,0.7938270829264852,0.9998843600669954,1.0,0,0
sub-V1097,0.018572973260261638,0.009508301978071747,0.6025102104964343,0.007067622024291159,0.6883968282100867,0.9998992147359965,1.0,0,0
sub-V1098,0.010481095177987447,0.005646453745498205,0.60211585294796,0.010194041840764166,0.7972436444051786,0.9998984536671165,1.0,0,0
sub-V1099,0.012276321019355075,0.006978441611170124,0.6019681419148222,0.00751603239383724,0.7967755711700685,0.9998955545504252,1.0,0,0
sub-V1100,0.011770638410852595,0.005845956868373934,0.6006927989384632,0.010187987453847854,0.8332594506571681,0.999895267345118,1.0,0,0
sub-V1101,0.011284935413910829,0.0057613682788757595,0.6055161463659569,0.00702615600320981,0.7914989630876877,0.999887962400476,1.0,0,0
sub-V1102,0.012546238073760985,0.00612586212949302,0.5980301394754728,0.012784470488716532,0.7848609958744898,0.9999019691739336,1.0,0,0
sub-V1103,0.011159959193391925,0.006967327782833761,0.6001876596586885,0.00852596811720476,0.7819879861291268,0.9998980371338008,1.0,0,0
sub-V1104,0.010898870181964247,0.005216561555543994,0.6051702216592959,0.008987124753569175,0.8161616860312662,0.9998991120832841,1.0,0,0
sub-V1105,0.011223384081007553,0.006207769987335236,0.604854237275073,0.008167421929881142,0.7864171455251432,0.9998947016081002,1.0,0,0
sub-V1106,0.013352140982172599,0.00793420727713763,0.5987668639811315,0.014172964785097894,0.790210209135862,0.9998954239406158,1.0,0,0
sub-V1107,0.01038741067257357,0.005777042454879381,0.6052717346407349,0.006380927136467906,0.8212141464828671,0.999890281612112,1.0,0,0
sub-V1108,0.013614536355877876,0.005931643758032262,0.5993956173683994,0.01085741403681492,0.7505197204259455,0.9998993394915541,1.0,0,0
sub-V1109,0.016824960506130478,0.006604402381825752,0.5970674103996831,0.00680666575362243,0.6055754340490023,0.9999045444237612,1.0,0,0
sub-V1110,0.015546751139948016,0.008284160120918095,0.6010697092751064,0.0058406231471437395,0.7561087580077402,0.9999053794614032,1.0,0,0
sub-V1111,0.014506981416623887,0.008697709500203576,0.6029715963257748,0.008672942052444184,0.7858470077641069,0.999897403926687,1.0,0,0
sub-V1113,0.00961348549422927,0.005672857062591436,0.60460685668848,0.01243534220816637,0.820331691903055,0.9998807882706527,1.0,0,0
