parcel_idx,label,hemi,tau_mean,rho_mean,tau_r2_mean,rho_r2_mean,x,y,z,tau_resid,rho_resid
111,7Networks_LH_SalVentAttn_FrOperIns_2-lh,lh,0.025440259655276985,0.6027001643038539,0.6229635186249585,0.9999029131789319,-39.97043976865537,0.595864837537787,-6.664366941782386,0.008581092933910461,-0.0029075293926997814
112,7Networks_LH_SalVentAttn_FrOperIns_3-lh,lh,0.03521371952763325,0.6035141489300067,0.6094911412347345,0.9999102921489805,-32.39046696366935,26.02637937874629,-0.3362175469819842,0.017024013550260793,-0.0019698822682099326
113,7Networks_LH_SalVentAttn_FrOperIns_4-lh,lh,0.012527878345655507,0.6054240530076112,0.734047473262726,0.9998845209559242,-40.23415162386142,-16.420856948315397,-3.941731276541112,-0.0029926101602266286,0.00047954283342044324
114,7Networks_LH_SalVentAttn_FrOperIns_5-lh,lh,0.02259057673621399,0.6007112270973923,0.6950052729508593,0.9999084837694269,-32.974421531985506,19.40142974371862,7.906767452124393,0.00542177154782824,-0.0037866422354686513
115,7Networks_LH_SalVentAttn_FrOperIns_6-lh,lh,0.01450271445750218,0.6046541685701563,0.7480112135147523,0.9998909691884452,-35.928958713498886,4.822265129268403,10.04293815226976,-0.0015143048875034416,0.000683336880133778
116,7Networks_LH_SalVentAttn_FrOperIns_7-lh,lh,0.009953659255135633,0.6074599952710066,0.807566615387033,0.9998765419497235,-44.15241681496928,12.027876529637284,1.954714645833276,-0.007053223648101429,0.002437308787443304
117,7Networks_LH_SalVentAttn_FrOperIns_8-lh,lh,0.010056607724443355,0.6058718159779786,0.8158540489625028,0.9998813611716062,-51.096116187164135,0.163706507318967,3.985929608473668,-0.005962052548875323,0.0012726894667293154
118,7Networks_LH_SalVentAttn_FrOperIns_9-lh,lh,0.009750902472756255,0.6051835883659509,0.818959898869666,0.9998788316941151,-51.86575559607135,8.562580772968525,12.651200385378376,-0.006230597030089853,0.0012697442397783254
119,7Networks_LH_SalVentAttn_Med_1-lh,lh,0.018557343408677363,0.5970185165731879,0.8466803032035205,0.9999213580120888,-7.622988210197239,19.573154094349984,32.80045354014207,0.0029261652262011113,-0.0047510928337959335
120,7Networks_LH_SalVentAttn_Med_2-lh,lh,0.01757865825540622,0.5949405123755128,0.8787931945899612,0.9999279254086711,-6.89563837940768,0.8559452925412733,41.32250199355478,0.0037950921910873663,-0.005528716463039651
121,7Networks_LH_SalVentAttn_Med_3-lh,lh,0.009699830632143596,0.6007528359297488,0.8349136388430004,0.9998925737446847,-12.766133691386171,-24.88988610920153,41.19620874906841,-0.0023148086515984764,0.0008121275074630674
122,7Networks_LH_SalVentAttn_Med_4-lh,lh,0.016846314824379503,0.5970383691806771,0.8714179074288986,0.999921778453666,-7.273161498623826,8.181929967880901,46.825313479857456,0.0029511022421657047,-0.0030402290488401595
123,7Networks_LH_SalVentAttn_Med_5-lh,lh,0.014156876367764063,0.5973382401075337,0.7700286247069791,0.9999099324126033,-14.46428824674244,-39.05645511824771,45.86814254720214,0.003432943692131773,-0.001816797328024089
124,7Networks_LH_SalVentAttn_Med_6-lh,lh,0.013712131002380338,0.596013014907012,0.7808331566160422,0.9999182908737674,-7.996972425284158,-47.905287310632026,56.66460163651948,0.0042880460011954415,-0.001790439485900075
125,7Networks_LH_SalVentAttn_Med_7-lh,lh,0.009056110257043103,0.6008343830540741,0.864686873805408,0.9998913041280425,-9.581735411692527,-4.7751348625948085,68.61623965108336,-0.00244269119697812,0.0032529889832701997
